"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Cell_Type","Sex","metadata"
"Huntington disease","21/192",0.011968770429172,0.0453464682457362,0,0,1.80168776371308,7.97328719580293,"NDUFB5;DCTN1;NDUFB4;NDUFA3;CLTC;DNAH6;ITPR1;NDUFC2;NDUFC1;SDHA;SOD2;AP2A2;GRIN1;DLG4;POLR2B;GNAQ;NDUFS5;UQCRC1;AP2S1;NDUFS1;AP2M1","L2_3_IT","","Users"
"Progesterone-mediated oocyte maturation","12/90",0.0123730422333328,0.0462270605662016,0,0,2.25234153121034,9.89281372519444,"MAPK9;HSP90AA1;MAP2K1;PIK3CA;AKT3;MAPK1;KRAS;PIK3CB;ADCY1;CPEB3;GNAI1;IGF1R","L2_3_IT","","Users"
"Huntington disease","31/192",1.30416314104381e-14,3.23432458978866e-12,0,0,6.5938639729449,210.809983622254,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;CLTB;NDUFB2;COX7A2;COX5B;COX7C;COX5A;UQCRH;POLR2E;CYC1;NDUFV2;POLR2I;POLR2L;CREBBP;NDUFC1;COX6C;SDHB;GRIN2B;NDUFS8;UQCRQ;DLG4;GNAQ;NDUFS5;NDUFAB1;VDAC2;NDUFS1;SLC25A5","L5_6","","Users"
"Alzheimer disease","29/175",4.70542290448527e-14,5.83472440156173e-12,0,0,6.78336005051977,208.16419636779,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;ATP2A2;COX7A2;COX5B;COX7C;COX5A;UQCRH;PPP3R1;GRIN2A;MAPK1;CYC1;NDUFV2;NDUFC1;COX6C;SDHB;GRIN2B;NDUFS8;UQCRQ;GNAQ;NDUFS5;NDUFAB1;NDUFS1;GAPDH;CDK5R1","L5_6","","Users"
"Oxidative phosphorylation","25/134",1.66307883547656e-13,1.37481183732729e-11,0,0,7.79251195244864,229.294162396206,"ATP6V1A;NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;COX7A2;COX5B;COX7C;COX5A;UQCRH;CYC1;ATP6V1E1;NDUFV2;ATP6V0B;NDUFC1;COX6C;SDHB;NDUFS8;PPA1;UQCRQ;NDUFS5;NDUFAB1;NDUFS1","L5_6","","Users"
"Parkinson disease","25/144",9.09190421190179e-13,5.63698061137911e-11,0,0,7.13398035270446,197.798321849973,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;COX7A2;COX5B;COX7C;COX5A;UQCRH;GNAI1;UCHL1;CYC1;NDUFV2;NDUFC1;COX6C;SDHB;NDUFS8;UQCRQ;NDUFS5;NDUFAB1;VDAC2;NDUFS1;SLC25A5","L5_6","","Users"
"Non-alcoholic fatty liver disease (NAFLD)","24/151",1.83966388521149e-11,9.12473287064899e-10,0,0,6.40327691903187,158.281661770414,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;PRKAG2;COX7A2;NDUFC1;COX5B;COX6C;SDHB;COX7C;COX5A;UQCRH;MAPK8;ITCH;NDUFS8;UQCRQ;NDUFS5;NDUFAB1;NDUFS1;CYC1;NDUFV2","L5_6","","Users"
"Thermogenesis","27/231",1.34474671587672e-09,5.55828642562378e-08,0,0,4.49041259613386,91.7259282307948,"NDUFA11;COX16;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;PRKAG2;COX7A2;COX5B;COX7C;COX5A;UQCRH;MLST8;CYC1;NDUFV2;ACTL6B;NDUFC1;COX6C;SDHB;NDUFS8;UQCRQ;NDUFS5;NDUFAB1;NDUFAF3;NDUFS1;SOS1","L5_6","","Users"
"Retrograde endocannabinoid signaling","18/150",5.10916029803712e-07,1.81010250559029e-05,0,0,4.57114624505929,66.2224725972767,"GRIA1;NDUFA11;NDUFB6;NDUFA12;NDUFB4;NDUFB2;NDUFC1;GNAI1;MAPK8;NDUFS8;GNAQ;NDUFS5;GNB1;NDUFAB1;MAPK1;NDUFS1;SLC17A7;NDUFV2","L5_6","","Users"
"Cardiac muscle contraction","12/78",3.01040106229135e-06,9.33224329310317e-05,0,0,6.052573932092,76.9490188551243,"CACNG8;UQCRQ;COX4I1;ATP2A2;COX7A2;CYC1;COX5B;COX6C;COX7C;COX5A;CACNG3;UQCRH","L5_6","","Users"
"Glutamatergic synapse","13/114",3.3574028725978e-05,0.000925151013782506,0,0,4.2843632639126,44.1364724341023,"GRIA1;HOMER1;SLC1A2;GRIN2B;GNAI1;GLS;PPP3R1;GRIN2A;DLG4;GNAQ;GNB1;MAPK1;SLC17A7","L5_6","","Users"
"Synaptic vesicle cycle","9/77",0.000446846927856204,0.0110818038108339,0,0,4.38283138597905,33.8060690716948,"ATP6V1A;SNAP25;ATP6V0B;STXBP1;CLTB;SLC1A2;SLC17A7;ATP6V1E1;VAMP2","L5_6","","Users"
"Ferroptosis","6/40",0.00107782417845923,0.0243000360234444,0,0,5.82413067441627,39.7951836690788,"PRNP;GPX4;PCBP1;FTH1;VDAC2;SAT2","L5_6","","Users"
"Circadian entrainment","14/99",4.09758735496446e-07,9.58835441061684e-05,0,0,6.09066008082622,89.5795848287958,"CAMK2B;RYR2;ADCYAP1R1;KCNJ6;CAMK2A;ADCY1;GRIN2A;PLCB4;GNB2;GNAQ;GNG7;GNB1;GNAS;MAPK1","L6","","Users"
"Cholinergic synapse","13/113",1.10149315827749e-05,0.000946344417104363,0,0,4.7944,54.7341111380155,"CAMK2B;KCNJ6;CAMK2A;ADCY1;PLCB4;PIK3CA;GNB2;GNAQ;GNG7;GNB1;KCNQ3;MAPK1;KRAS","L6","","Users"
"Glutamatergic synapse","13/114",1.21326207321072e-05,0.000946344417104363,0,0,4.74668552569543,53.7306422559988,"SLC1A2;ADCY1;GRM3;GRIN2A;GRK3;PLCB4;GNB2;GNAQ;GNG7;GNB1;GNAS;MAPK1;SLC17A7","L6","","Users"
"Dopaminergic synapse","13/135",7.33902307919959e-05,0.00429332850133176,0,0,3.92537080405933,37.3684298779322,"CAMK2B;KCNJ6;CAMK2A;PPP2R5C;GRIN2A;PLCB4;GNB2;GNAQ;GNG7;KIF5A;GNB1;GNAS;SCN1A","L6","","Users"
"Apelin signaling pathway","13/138",9.20047168127287e-05,0.0043058207468357,0,0,3.83056761904762,35.600034093493,"EGR1;RYR2;SMAD3;PDE3B;ADCY1;GABARAP;PLCB4;GNB2;GNAQ;GNG7;GNB1;MAPK1;KRAS","L6","","Users"
"GnRH signaling pathway","10/90",0.000151716085935788,0.00591692735149575,0,0,4.58854166666667,40.3493394913031,"CAMK2B;CDC42;EGR1;PLCB4;GNAQ;CAMK2A;GNAS;MAPK1;KRAS;ADCY1","L6","","Users"
"Long-term potentiation","8/67",0.000421031420232926,0.0140744789049293,0,0,4.96399104573073,38.584124962242,"CAMK2B;GRIN2A;PLCB4;GNAQ;CAMK2A;MAPK1;KRAS;ADCY1","L6","","Users"
"Insulin secretion","9/86",0.000504573145206867,0.0147587644973009,0,0,4.28313652321214,32.516706190466,"CAMK2B;RYR2;ADCYAP1R1;PLCB4;GNAQ;CAMK2A;GNAS;ATP1A3;ADCY1","L6","","Users"
"Adherens junction","8/72",0.000687282723967785,0.0154468209346929,0,0,4.575,33.3186490342938,"CDC42;PTPRB;SMAD3;INSR;CSNK2B;MAPK1;NLK;IGF1R","L6","","Users"
"Progesterone-mediated oocyte maturation","9/90",0.000705010531569033,0.0154468209346929,0,0,4.07078344885528,29.542887836319,"HSP90AB1;PIK3CA;PDE3B;MAPK1;KRAS;ADCY1;IGF1R;ANAPC11;CPEB4","L6","","Users"
"Regulation of lipolysis in adipocytes","7/56",0.000726132608041119,0.0154468209346929,0,0,5.2227602905569,37.7489514265763,"PIK3CA;INSR;PDE3B;NPY1R;GNAS;IRS2;ADCY1","L6","","Users"
"Morphine addiction","9/92",0.000827214531970608,0.0160011058110112,0,0,3.97228232400301,28.1930612246824,"GRK3;KCNJ6;GNG7;GNB2;PDE3B;GNB1;GNAS;ADCY1;GABRG2","L6","","Users"
"FoxO signaling pathway","11/132",0.000890023867559586,0.0160011058110112,0,0,3.33638088666552,23.4356144076284,"SMAD3;PIK3CA;INSR;PLK2;STAT3;MAPK1;IRS2;KRAS;NLK;GABARAP;IGF1R","L6","","Users"
"Oxytocin signaling pathway","12/154",0.000957331116898105,0.0160011058110112,0,0,3.10394687516735,21.5766559732475,"CAMK2B;RYR2;MYL6;KCNJ6;CAMK1D;PLCB4;GNAQ;CAMK2A;GNAS;MAPK1;KRAS;ADCY1","L6","","Users"
"Aldosterone synthesis and secretion","9/102",0.00172286061849246,0.0245963668682179,0,0,3.54332581254955,22.5489077401138,"CAMK2B;CAMK1D;PLCB4;GNAQ;CAMK2A;GNAS;ATP2B4;ATP1A3;ADCY1","L6","","Users"
"Longevity regulating pathway","9/102",0.00172286061849246,0.0245963668682179,0,0,3.54332581254955,22.5489077401138,"PIK3CA;INSR;RB1CC1;IRS2;KRAS;ADCY1;IGF1R;APPL1;SOD1","L6","","Users"
"cAMP signaling pathway","14/211",0.00178691554170814,0.0245963668682179,0,0,2.61276010384779,16.5316237466177,"CAMK2B;RYR2;ADCYAP1R1;PDE3B;CAMK2A;NPY1R;ATP2B4;ATP1A3;ADCY1;EDNRA;GRIN2A;PIK3CA;GNAS;MAPK1","L6","","Users"
"Prion diseases","5/34",0.00201805729837301,0.0262347448788491,0,0,6.28614867050527,39.0094496851658,"EGR1;PRNP;HSPA5;MAPK1;SOD1","L6","","Users"
"Adrenergic signaling in cardiomyocytes","11/148",0.00224077100472265,0.0275968639529,0,0,2.94429285724179,17.9629401491468,"CAMK2B;RYR2;PLCB4;GNAQ;CAMK2A;GNAS;ATP2B4;ATP1A3;MAPK1;PPP2R5C;ADCY1","L6","","Users"
"Retrograde endocannabinoid signaling","11/150",0.00248916738380842,0.0291232583905586,0,0,2.90162860224155,17.3976051092011,"KCNJ6;PLCB4;GNB2;GNAQ;GNG7;GNB1;MAPK1;NDUFC1;SLC17A7;ADCY1;GABRG2","L6","","Users"
"Relaxin signaling pathway","10/131",0.002882140769523,0.0321152828603992,0,0,3.0273290758828,17.707519644837,"SMAD3;PLCB4;PIK3CA;GNB2;GNG7;GNB1;GNAS;MAPK1;KRAS;ADCY1","L6","","Users"
"Serotonergic synapse","10/132",0.00304542943623803,0.0323922949127136,0,0,3.00235966219573,17.3960122236507,"KCNJ6;PLCB4;GNB2;GNAQ;GNG7;GNB1;GNAS;MAPK1;KRAS;HTR2A","L6","","Users"
"Aldosterone-regulated sodium reabsorption","5/38",0.003333539889106,0.0330925445613494,0,0,5.52305418159077,31.5019574125204,"PIK3CA;INSR;ATP1A3;MAPK1;KRAS","L6","","Users"
"Estrogen signaling pathway","10/134",0.00339410713449737,0.0330925445613494,0,0,2.95362903225806,16.7934915546124,"KCNJ6;HSP90AB1;PLCB4;PIK3CA;GNAQ;GNAS;MAPK1;KRAS;ADCY1;EBAG9","L6","","Users"
"Gastric acid secretion","7/74",0.00372516373355188,0.0335594886110731,0,0,3.81608904629395,21.3420293124711,"CAMK2B;PLCB4;GNAQ;CAMK2A;GNAS;ATP1A3;ADCY1","L6","","Users"
"Signaling pathways regulating pluripotency of stem cells","10/137",0.00397583086525843,0.0335594886110731,0,0,2.88341088045812,15.9381157216018,"SMAD3;PIK3CA;STAT3;MAPK1;LIFR;KRAS;IL6ST;JARID2;ACVR1B;IGF1R","L6","","Users"
"Glioma","7/75",0.00401566530388908,0.0335594886110731,0,0,3.75977622687493,20.7447617452402,"CAMK2B;CAMK1D;PIK3CA;CAMK2A;MAPK1;KRAS;IGF1R","L6","","Users"
"Pancreatic cancer","7/75",0.00401566530388908,0.0335594886110731,0,0,3.75977622687493,20.7447617452402,"CDC42;SMAD3;PIK3CA;STAT3;MAPK1;KRAS;RALGDS","L6","","Users"
"Rap1 signaling pathway","13/209",0.00445388893326108,0.0359382762201067,0,0,2.43399416909621,13.1775900240766,"INSR;ADCY1;IGF1R;CDC42;GRIN2A;SIPA1L1;PLCB4;PIK3CA;GNAQ;GNAS;MAPK1;KRAS;RALGDS","L6","","Users"
"Cardiac muscle contraction","7/78",0.00499066951257468,0.0389272221980825,0,0,3.60035542823798,19.082550581993,"RYR2;UQCRFS1;ATP1A3;COX7A2;UQCR10;COX5A;UQCRH","L6","","Users"
"Calcium signaling pathway","12/189",0.00524428436071407,0.0395858884002288,0,0,2.48566088805826,13.0512520439884,"CAMK2B;RYR2;EDNRA;GRIN2A;CAMK1D;PLCB4;GNAQ;CAMK2A;GNAS;ATP2B4;HTR2A;ADCY1","L6","","Users"
"Melanogenesis","8/100",0.005570084929016,0.0406808145012855,0,0,3.1780147662018,16.4949929804307,"CAMK2B;PLCB4;GNAQ;CAMK2A;GNAS;MAPK1;KRAS;ADCY1","L6","","Users"
"Long-term depression","6/61",0.00585297772585076,0.0406808145012855,0,0,3.97956254272044,20.458153959963,"PLCB4;GNAQ;GNAS;MAPK1;KRAS;IGF1R","L6","","Users"
"AGE-RAGE signaling pathway in diabetic complications","8/101",0.00591088757710986,0.0406808145012855,0,0,3.14368025968756,16.1300953910713,"CDC42;EGR1;SMAD3;PLCB4;PIK3CA;STAT3;MAPK1;KRAS","L6","","Users"
"Glucagon signaling pathway","8/102",0.00626731616853451,0.0419014852410593,0,0,3.11007627458852,15.7755728500907,"CAMK2B;LDHB;LDHA;PLCB4;GNAQ;PDE3B;CAMK2A;GNAS","L6","","Users"
"HIF-1 signaling pathway","8/104",0.00702882884068362,0.0450996144959407,0,0,3.04496855345912,15.096147724153,"CAMK2B;LDHA;PIK3CA;INSR;CAMK2A;STAT3;MAPK1;IGF1R","L6","","Users"
"Phospholipase D signaling pathway","10/149",0.00713113562542652,0.0450996144959407,0,0,2.63284826684107,13.0149187733849,"GRM3;PLCB4;PIK3CA;INSR;GNAS;MAPK1;KRAS;ADCY1;RALGDS;AGPAT4","L6","","Users"
"Non-alcoholic fatty liver disease (NAFLD)","10/151",0.00780605669833319,0.048068875458157,0,0,2.5952342574683,12.5942964426062,"CDC42;PIK3CA;INSR;UQCRFS1;IRS2;COX7A2;NDUFC1;UQCR10;COX5A;UQCRH","L6","","Users"
"Oxidative phosphorylation","22/134",2.14520896059767e-12,4.95543269898062e-10,0,0,8.01883458646616,215.448316809864,"COX8A;NDUFB7;NDUFB10;NDUFB11;NDUFA4;COX4I1;NDUFA10;NDUFB2;NDUFA1;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;UQCRQ;NDUFAB1;ATP6V1H;ATP6V0C","Lamp5","","Users"
"Non-alcoholic fatty liver disease (NAFLD)","22/151",2.49328972596905e-11,2.87974963349425e-09,0,0,6.9559853121175,169.829219810866,"COX8A;NDUFB7;NDUFB10;NDUFB11;NDUFA4;COX4I1;NDUFA10;NDUFB2;NDUFA1;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;ITCH;UQCRQ;AKT3;NDUFAB1","Lamp5","","Users"
"Cardiac muscle contraction","16/78",6.93372664630591e-11,4.02515315876017e-09,0,0,10.4304204949366,243.988798817934,"COX8A;RYR2;COX4I1;UQCR11;COX7A2;COX6A1;ATP1B1;COX5B;COX6C;COX7C;COX5A;SLC8A1;UQCRH;COX6B1;SLC9A6;UQCRQ","Lamp5","","Users"
"Parkinson disease","21/144",6.9699621796713e-11,4.02515315876017e-09,0,0,6.95121951219512,162.56696277892,"COX8A;NDUFB7;NDUFB10;NDUFB11;NDUFA4;COX4I1;NDUFA10;NDUFB2;NDUFA1;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;UCHL1;UQCRQ;NDUFAB1","Lamp5","","Users"
"Alzheimer disease","22/175",4.64017840646083e-10,1.8953018803067e-08,0,0,5.85758513931889,125.885936944739,"COX8A;NDUFB7;NDUFB10;NDUFB11;NDUFA4;COX4I1;NDUFA10;NDUFB2;NDUFA1;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;UQCRQ;GNAQ;NDUFAB1;MAPK1","Lamp5","","Users"
"Huntington disease","23/192",4.92286202677065e-10,1.8953018803067e-08,0,0,5.55116970014731,118.9724517175,"COX8A;NDUFB7;NDUFB10;NDUFB11;NDUFA4;COX4I1;NDUFA10;NDUFB2;NDUFA1;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;COX5A;UQCRH;COX6B1;CREB1;UQCRQ;GNAQ;NDUFAB1;AP2S1","Lamp5","","Users"
"Thermogenesis","25/231",7.57706973248461e-10,2.50043301171992e-08,0,0,4.96158672042126,104.196915222162,"NDUFB7;NDUFB10;NDUFB11;COX4I1;NDUFA10;NDUFB2;UQCR11;COX7A2;ADCY1;COX5B;COX6A1;COX7C;COX5A;UQCRH;COX8A;NDUFA4;NDUFA1;ACSL3;COX6C;ARID1B;COX6B1;CREB1;UQCRQ;NDUFAB1;MGLL","Lamp5","","Users"
"Retrograde endocannabinoid signaling","16/150",1.06901283479252e-06,3.0867745604634e-05,0,0,4.80814224097806,66.1060654528177,"GRIA2;KCNJ6;NDUFB7;NDUFB10;NDUFB11;NDUFA4;NDUFA10;NDUFB2;NDUFA1;ADCY1;RIMS1;GNG3;GNAQ;NDUFAB1;MAPK1;MGLL","Lamp5","","Users"
"Circadian entrainment","12/99",6.32355521932775e-06,0.000162304583962745,0,0,5.52179168147885,66.1026325616537,"GUCY1A2;GRIA2;RYR2;GNG3;KCNJ6;RPS6KA5;CREB1;PER3;GNAQ;CAMK2A;MAPK1;ADCY1","Lamp5","","Users"
"Cholinergic synapse","10/113",0.000518119403641665,0.0119685582241225,0,0,3.86754650026913,29.2591682315262,"GNG3;KCNJ6;CREB1;GNAQ;AKT3;CAMK2A;KCNQ3;MAPK1;ADCY1;JAK2","Lamp5","","Users"
"Adrenergic signaling in cardiomyocytes","11/148",0.00120100540579141,0.0252211135216195,0,0,3.19945330569824,21.515031652978,"RYR2;RPS6KA5;CREB1;GNAQ;AKT3;CAMK2A;MAPK1;ADCY1;ATP1B1;ADRA1A;SLC8A1","Lamp5","","Users"
"Protein processing in endoplasmic reticulum","6/163",0.000298869430932693,0.0277948570767405,0,0,7.18180163785259,58.2839382371671,"DNAJB2;HSP90AA1;HSPH1;HSP90AB1;CRYAB;HSPA1A","Oligo","","Users"
"Parkinson disease","56/144",2.7507271414128e-37,7.04186148201677e-35,0,0,13.9376114081996,1173.32085640282,"NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;PARK7;COX6A1;COX7C;UCHL1;UQCRFS1;PRKACB;COX8A;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;VDAC3;NDUFS3;VDAC2;NDUFS2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;UBB;NDUFV3;CYC1;NDUFV2;NDUFV1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;UBE2G2;COX6C;UQCRQ;NDUFAB1;CYCS","Pvalb","","Users"
"Oxidative phosphorylation","51/134",1.65692561341143e-33,2.12086478516663e-31,0,0,13.3841881286614,1010.24312710606,"NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;UQCRFS1;COX8A;ATP6V1G1;ATP6V0B;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFS3;NDUFS2;ATP6V0D1;ATP6V0C;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;NDUFV3;CYC1;NDUFV2;ATP6V0E2;NDUFV1;ATP6V1F;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;UQCRQ;NDUFAB1","Pvalb","","Users"
"Huntington disease","59/192",1.30111921531329e-32,1.11028839706734e-30,0,0,9.72653856864383,714.117580416078,"NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;CLTA;COX6A1;COX7C;UQCRFS1;AP2M1;COX8A;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;VDAC3;NDUFS3;VDAC2;NDUFS2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;HDAC2;NDUFB7;NDUFB10;UQCRB;NDUFB6;DCTN2;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;AP2S1;NDUFV3;CYC1;NDUFV2;POLR2I;NDUFV1;POLR2L;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;SOD1;UQCRQ;NDUFAB1;CYCS","Pvalb","","Users"
"Non-alcoholic fatty liver disease (NAFLD)","51/151",1.43727629920901e-30,9.19856831493765e-29,0,0,11.0989334862385,762.661027197697,"GSK3B;NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;UQCRFS1;COX8A;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;PRKAA1;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;CDC42;MAPK9;NDUFV3;CYC1;NDUFV2;NDUFV1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;MAPK10;UQCRQ;NDUFAB1;CYCS","Pvalb","","Users"
"Alzheimer disease","53/175",4.69662039071452e-29,2.40466964004584e-27,0,0,9.46499905784813,617.384137056661,"GSK3B;NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;UQCRFS1;COX8A;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFS3;NDUFS2;GAPDH;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;CACNA1C;UQCR10;COX5B;COX5A;UQCRH;RTN4;NDUFV3;CYC1;NDUFV2;NDUFV1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;UQCRQ;NDUFAB1;CYCS;CALM3;CALM1;CALM2","Pvalb","","Users"
"Thermogenesis","54/231",1.5282930036764e-23,6.52071681568596e-22,0,0,6.63532991359638,348.589085498614,"ATF2;COX7B;NDUFA13;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;ACTB;RPS6KA2;UQCRFS1;PRKACB;COX8A;SDHD;ARID1B;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;PRKAA1;NDUFB8;NDUFB7;SMARCD3;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;UQCR11;COX7A2;UQCR10;COX5B;COX5A;UQCRH;COX14;NDUFV3;CYC1;NDUFV2;NDUFV1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;UQCRQ;RHEB;NDUFAB1","Pvalb","","Users"
"Retrograde endocannabinoid signaling","35/150",1.10307212712714e-15,4.03409235063639e-14,0,0,6.49892283587936,223.827303960678,"NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB4;NDUFA10;NDUFB2;CACNA1C;MAPK9;GNG3;NDUFV3;NDUFV2;PRKACB;NDUFV1;GABRD;GABRA1;NDUFA8;KCNJ6;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;MAPK10;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFAB1;NDUFS3;NDUFS2","Pvalb","","Users"
"Cardiac muscle contraction","24/78",4.76410934638626e-14,1.5245149908436e-12,0,0,9.40452354467927,288.484518659701,"COX8A;RYR2;COX7B;UQCRB;COX4I1;ATP1A3;UQCR11;COX7A2;UQCR10;ATP1A1;CACNA1C;COX6A1;COX5B;COX6C;COX7C;COX5A;SLC8A1;UQCRH;COX6B1;SLC9A6;UQCRQ;UQCRFS1;CYC1;CACNG2","Pvalb","","Users"
"Ribosome","30/170",2.22300996372224e-10,6.32322834125438e-09,0,0,4.54415293553031,101.002836461967,"MRPS16;RPL34;RPLP1;RPL12;MRPL16;MRPL15;RPL8;RPL10A;RPL6;RPS14;MRPL20;RPL7A;RPS18;RPS3;RPL18;RPL17;RPS12;RPL19;RPL41;RPS8;RPL22;MRPS21;RPSA;RPS28;RPS27;RPL24;RPL26;RPL29;RPL28;RPS21","Pvalb","","Users"
"Synaptic vesicle cycle","15/77",1.97677362957816e-06,5.06054049172008e-05,0,0,5.06652337643882,66.5439435994992,"NSF;SNAP25;ATP6V1G1;ATP6V0B;RAB3A;SYT1;CLTA;CPLX1;AP2S1;ATP6V0D1;ATP6V0E2;ATP6V0C;AP2M1;STX1A;ATP6V1F","Pvalb","","Users"
"Insulin secretion","13/86",0.000151327998146345,0.00352181522958767,0,0,3.71898238747554,32.7123955802161,"ATF2;SNAP25;RYR2;RAB3A;ATP1A3;ATP1A1;CACNA1C;RIMS2;PCLO;KCNMA1;KCNMB2;PRKACB;STX1A","Pvalb","","Users"
"Glycolysis / Gluconeogenesis","11/67",0.000228865863811461,0.00488247176131116,0,0,4.09678493107769,34.3407854299938,"LDHB;TPI1;PKM;PDHA1;PGAM1;PGK1;ALDOC;ENO2;ALDOA;GAPDH;PFKM","Pvalb","","Users"
"cGMP-PKG signaling pathway","19/172",0.000385413754559254,0.00752313286745495,0,0,2.59960090230783,20.435964711259,"MEF2A;ATF2;GUCY1A2;MEF2C;ATP1A3;CACNA1C;ATP1A1;SLC8A1;NPPC;KCNMB2;KCNMA1;VDAC3;VDAC2;VDAC1;CALM3;CALM1;SLC25A5;CALM2;SLC25A4","Pvalb","","Users"
"Ferroptosis","8/40",0.000411421328688942,0.00752313286745495,0,0,5.20355191256831,40.5663325666101,"PRNP;MAP1LC3A;GPX4;FTH1;VDAC3;VDAC2;SAT2;SAT1","Pvalb","","Users"
"Vasopressin-regulated water reabsorption","8/43",0.000686461936480534,0.0117156170492678,0,0,4.7567837626854,34.6482216098479,"DYNC2LI1;NSF;DYNC1H1;DYNC1LI1;DCTN2;DYNLL1;PRKACB;RAB5A","Pvalb","","Users"
"GABAergic synapse","12/90",0.000864199814863365,0.0138271970378138,0,0,3.20847758169383,22.6316593293361,"NSF;GABARAPL2;GABRA1;GNG3;KCNJ6;CACNA1C;GLUL;PRKACB;GABRD;GPHN;GABARAP;TRAK2","Pvalb","","Users"
"Dopaminergic synapse","15/135",0.00143806066994043,0.0216555018532207,0,0,2.60971916299559,17.0792022299945,"ATF2;GSK3B;KCNJ6;CACNA1C;MAPK10;PPP2CB;MAPK9;GNG3;CALY;PPP2R2B;CALM3;CALM1;PRKACB;CALM2;SCN1A","Pvalb","","Users"
"Pyruvate metabolism","7/38",0.00156893978272895,0.0223138102432561,0,0,4.69509790111283,30.3179147775376,"LDHB;PDHA1;PKM;MDH1;ME3;ACYP2;ACYP1","Pvalb","","Users"
"Mitophagy","9/63",0.0023006723166753,0.0309985322667829,0,0,3.46881838074398,21.0715241786136,"MAPK10;GABARAPL2;MAPK9;RHOT1;UBB;MFN1;TOMM7;FOXO3;GABARAP","Pvalb","","Users"
