"Term","Cell_Type","Overlap.x","P.value.x","Adjusted.P.value.x","Old.P.value.x","Old.Adjusted.P.value.x","Odds.Ratio.x","Combined.Score.x","Genes.x","Sex.x","metadata.x","Specie.x","Overlap.y","P.value.y","Adjusted.P.value.y","Old.P.value.y","Old.Adjusted.P.value.y","Odds.Ratio.y","Combined.Score.y","Genes.y","Sex.y","metadata.y","Specie.y"
"Glucagon signaling pathway","Sst","7/102",0.0139613655143878,0.07614411258491,0,0,2.90633290543432,12.4142887345466,"LDHB;CAMK2D;GNAQ;CAMK2A;CALM3;ADCY2;CALM2","females","Users","Human","8/102",0.00294572860391368,0.0159371470621997,0,0,3.54889964386814,20.6808545508205,"PPP3CA;CAMK2D;PKM;GNAS;CPT1C;CALM1;PLCB1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Glutamatergic synapse","L6","13/114",0.0000121326207321072,0.000946344417104363,0,0,4.74668552569543,53.7306422559988,"SLC1A2;ADCY1;GRM3;GRIN2A;GRK3;PLCB4;GNB2;GNAQ;GNG7;GNB1;GNAS;MAPK1;SLC17A7","females","Users","Human","6/114",0.0000812224065940142,0.00770462674042722,0,0,9.22829131652661,86.9149951868429,"GRIA2;SLC1A2;DLGAP1;SLC17A7;GRIN2B;GLS","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Glutamatergic synapse","Sncg","8/114",0.00431621177763348,0.0400791093637395,0,0,3.31240683163678,18.0373045213778,"GRIA1;GRIN2A;GNG3;DLG4;GRIK2;GLS;GRIA4;GRIN1","females","Users","Human","5/114",0.0079596579866412,0.109161827776542,0,0,4.2773598852124,20.6740597256178,"GRIA2;TRPC1;GNAS;SHANK1;KCNJ3","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Glutamatergic synapse","Sst","12/114",0.0000280761206499968,0.000554503382837438,0,0,4.6863147723155,49.1153490906079,"GRIA2;GRIN2A;GNG3;GRIN3A;GNG2;GNG4;GNAQ;MAPK1;GRIK1;ADCY2;SLC38A2;GRIN2B","females","Users","Human","12/114",0.0000169420869355131,0.00022342377146208,0,0,4.94626941685765,54.3382798156653,"GNAO1;GRIA2;PPP3CA;SLC38A1;SLC1A1;GNAS;PRKCA;ADCY1;PLCB1;SLC38A2;GRIA3;GRIN1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Glycolysis / Gluconeogenesis","Pvalb","11/67",0.000228865863811461,0.00488247176131116,0,0,4.09678493107769,34.3407854299938,"LDHB;TPI1;PKM;PDHA1;PGAM1;PGK1;ALDOC;ENO2;ALDOA;GAPDH;PFKM","females","Users","Human","7/67",0.0136020741427541,0.0819937680481821,0,0,2.96348785871965,12.7356868305242,"GPI1;LDHB;PKM;PDHB;ENO2;ALDOA;GAPDH","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Glycolysis / Gluconeogenesis","Pvalb","11/67",0.000228865863811461,0.00488247176131116,0,0,4.09678493107769,34.3407854299938,"LDHB;TPI1;PKM;PDHA1;PGAM1;PGK1;ALDOC;ENO2;ALDOA;GAPDH;PFKM","females","Users","Human","1/67",0.049105124607314,0.114753049508482,0,0,21.5573593073593,64.9693944090409,"GPI1","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"GnRH signaling pathway","Sst","8/90",0.00183871536839338,0.0198079791958742,0,0,3.85852665043962,24.3036559759357,"CDC42;CAMK2D;GNAQ;CAMK2A;MAPK1;ADCY2;CALM3;CALM2","females","Users","Human","8/90",0.00133076867651247,0.00825859384541563,0,0,4.07076311106459,26.9565874246988,"MAPK9;CAMK2D;GNAS;PRKCA;ADCY1;PLCB1;CALM1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"HIF-1 signaling pathway","L6","8/104",0.00702882884068362,0.0450996144959407,0,0,3.04496855345912,15.096147724153,"CAMK2B;LDHA;PIK3CA;INSR;CAMK2A;STAT3;MAPK1;IGF1R","females","Users","Human","3/104",0.027489782674186,0.158691018164619,0,0,4.81431585781529,17.3023665825158,"CAMK2B;CAMK2D;ALDOA","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Huntington disease","Pvalb","59/192",0.0000000000000000000000000000000130111921531329,0.00000000000000000000000000000111028839706734,0,0,9.72653856864383,714.117580416078,"NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;CLTA;COX6A1;COX7C;UQCRFS1;AP2M1;COX8A;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;VDAC3;NDUFS3;VDAC2;NDUFS2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;HDAC2;NDUFB7;NDUFB10;UQCRB;NDUFB6;DCTN2;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;AP2S1;NDUFV3;CYC1;NDUFV2;POLR2I;NDUFV1;POLR2L;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;SOD1;UQCRQ;NDUFAB1;CYCS","females","Users","Human","18/192",0.000410539110091816,0.00517279278715688,0,0,2.65072302558398,20.6704424841873,"COX8A;NDUFA13;COX7B;NDUFA4;COX4I1;CLTC;ATP5A1;ATP5G3;COX5B;COX6C;GRIN2B;COX7C;GRIN1;ATP5B;GNAQ;UQCRFS1;UQCRC2;SLC25A4","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Huntington disease","Sst","29/192",0.00000000000000681260864207545,0.000000000000322917649634376,0,0,7.32021929252056,238.785562747446,"NDUFB9;NDUFA13;DCTN2;NDUFB11;COX4I1;NDUFB2;COX7A2;UQCR11;UQCR10;COX6A1;COX5B;COX5A;UQCRH;UQCRFS1;NDUFV1;COX8A;NDUFA5;NDUFA4;NDUFA1;COX6C;GRIN2B;NDUFS7;UQCRQ;GNAQ;NDUFAB1;CYCS;NDUFS2;SLC25A5;SLC25A4","females","Users","Human","20/192",0.0000000334423106503152,0.00000176408188680413,0,0,4.95697162176007,85.3265531864029,"COX8A;NDUFA13;COX7B;NDUFA4;COX4I1;DCTN4;CLTC;ATP5A1;CLTB;ATP5J;HTT;AP2A1;SDHA;ATP5F1;COX6C;COX7C;GRIN1;UQCRC1;PLCB1;SLC25A4","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Inflammatory mediator regulation of TRP channels","Sst","9/127",0.00460252866376052,0.0340874779159764,0,0,3.01707021791768,16.2353056442225,"CAMK2D;PIK3CA;GNAQ;CAMK2A;CALM3;ADCY2;PIK3R1;IGF1;CALM2","females","Users","Human","8/127",0.010834457982057,0.0457214126842804,0,0,2.79972589894327,12.6688259621589,"MAPK9;CAMK2D;GNAS;PRKCA;ADCY1;CALM1;PLCB1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Insulin secretion","L6","9/86",0.000504573145206867,0.0147587644973009,0,0,4.28313652321214,32.516706190466,"CAMK2B;RYR2;ADCYAP1R1;PLCB4;GNAQ;CAMK2A;GNAS;ATP1A3;ADCY1","females","Users","Human","4/86",0.0020798084481923,0.0377336675600603,0,0,7.97943962910704,49.276865705213,"CAMK2B;SNAP25;CAMK2D;ATP1A1","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Insulin secretion","Pvalb","13/86",0.000151327998146345,0.00352181522958767,0,0,3.71898238747554,32.7123955802161,"ATF2;SNAP25;RYR2;RAB3A;ATP1A3;ATP1A1;CACNA1C;RIMS2;PCLO;KCNMA1;KCNMB2;PRKACB;STX1A","females","Users","Human","13/86",0.000021498035830287,0.000521913901174168,0,0,4.55666916619419,48.973025066346,"SNAP25;RAB3A;ATP1A3;CCK;ADCY1;ATP1B1;RIMS2;PCLO;GNAQ;KCNMA1;GNAS;KCNN2;PRKACB","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Insulin secretion","Sst","6/86",0.020573836415879,0.0937692159723717,0,0,2.95451318458418,11.47454652091,"CAMK2D;GNAQ;KCNMA1;CAMK2A;ADCY2;STX1A","females","Users","Human","11/86",0.00000582369369292823,0.000111709033564351,0,0,6.16158387329014,74.2691185259315,"RYR2;CAMK2D;ADCYAP1R1;RAB3A;PCLO;GNAS;ATP1A3;PRKCA;ADCY1;ATP1B1;PLCB1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Long-term depression","Sst","5/61",0.0179425762231137,0.0867834809158764,0,0,3.514495373048,14.1303056967004,"GUCY1A2;GRIA2;GNAQ;MAPK1;IGF1","females","Users","Human","8/61",0.0000918158452406111,0.000807214306073706,0,0,6.30755526763301,58.633303410765,"GNAO1;GRIA2;ARAF;GNAS;PRKCA;BRAF;PLCB1;GRIA3","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Long-term potentiation","L6","8/67",0.000421031420232926,0.0140744789049293,0,0,4.96399104573073,38.584124962242,"CAMK2B;GRIN2A;PLCB4;GNAQ;CAMK2A;MAPK1;KRAS;ADCY1","females","Users","Human","4/67",0.000822259688406795,0.0220844603743153,0,0,10.3959071231798,73.8468510543102,"CAMK2B;GRIA2;CAMK2D;GRIN2B","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Long-term potentiation","Sst","9/67",0.0000412307834622306,0.000697978262896332,0,0,6.15717804363125,62.1648731308149,"GRIA2;CAMK2D;GRIN2A;GNAQ;CAMK2A;MAPK1;CALM3;GRIN2B;CALM2","females","Users","Human","11/67",0.000000458403532008515,0.0000120903931567246,0,0,8.26018204257945,120.561618888631,"PPP3CA;GRIA2;CAMK2D;ARAF;PRKCA;BRAF;ADCY1;PLCB1;CALM1;CALM2;GRIN1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Lysosome","Sncg","9/124",0.00200977714945697,0.0217725857857838,0,0,3.44099940979736,21.3676821993071,"AP3M2;GNPTG;ATP6V0B;CLTB;ATP6V1H;CLTA;AP3S1;ATP6V0D1;ATP6V0C","females","Users","Human","4/124",0.0456220978825898,0.212959870027011,0,0,3.09182389937107,9.54558294798483,"AP3M1;ATP6V0B;ATP6V0A1;CTSB","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Melanogenesis","Sst","7/100",0.0126208761624081,0.0748994772843117,0,0,2.96914065914853,12.9822795188936,"CAMK2D;GNAQ;CAMK2A;MAPK1;CALM3;ADCY2;CALM2","females","Users","Human","9/100",0.000617794397519224,0.00434515392921854,0,0,4.13364055299539,30.5449368517273,"GNAO1;GSK3B;CAMK2D;GNAS;PRKCA;ADCY1;CALM1;PLCB1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Mitophagy","Pvalb","9/63",0.0023006723166753,0.0309985322667829,0,0,3.46881838074398,21.0715241786136,"MAPK10;GABARAPL2;MAPK9;RHOT1;UBB;MFN1;TOMM7;FOXO3;GABARAP","females","Users","Human","6/63",0.0324426035059527,0.151398816361112,0,0,2.67070453912559,9.15593042712655,"USP8;UBB;ATG9A;MFN2;TBC1D17;HIF1A","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Morphine addiction","Sncg","9/92",0.000231177777986878,0.00331249670242374,0,0,4.77550019080848,39.9820326711814,"GABRA2;GABRB2;GABBR2;GNG3;KCNJ6;PDE4D;PDE4B;PDE7B;GABRG1","females","Users","Human","4/92",0.0176679825810434,0.145760856293608,0,0,4.2229845626072,17.0439706404421,"GABRB3;SLC32A1;GNAS;KCNJ3","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Morphine addiction","Sst","6/92",0.0275946423471329,0.110846275191025,0,0,2.74753526109722,9.8640187760836,"GABRB2;GNG3;GNG2;PDE1C;GNG4;ADCY2","females","Users","Human","8/92",0.00153386497554757,0.0092470145668725,0,0,3.9734314326589,25.747695028395,"GNAO1;GABBR1;PDE10A;SLC32A1;GNAS;PDE4A;PRKCA;ADCY1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Necroptosis","L6","9/176",0.0489103751033577,0.15059247071297,0,0,1.96569054707221,5.93199357896759,"CAMK2B;CYLD;HSP90AB1;H2AFZ;CHMP1B;CAMK2A;STAT3;XIAP;PPIA","females","Users","Human","4/176",0.0246891881618016,0.158691018164619,0,0,3.78685373822795,14.0166220182143,"CAMK2B;CAMK2D;H2AFJ;PPIA","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Neurotrophin signaling pathway","L6","8/121",0.0166019701863783,0.080934604658594,0,0,2.58460510936717,10.5923162895621,"CAMK2B;CDC42;PIK3CA;NTRK3;CAMK2A;MAPK1;FRS2;KRAS","females","Users","Human","4/121",0.00704135863698133,0.0745210455747191,0,0,5.58253867344776,27.666805646054,"CAMK2B;CAMK2D;SORT1;MATK","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Neurotrophin signaling pathway","Sst","9/121",0.00334170336966883,0.0273097827107418,0,0,3.17968294460641,18.1282456433556,"CDC42;BEX3;CAMK2D;PIK3CA;CAMK2A;MAPK1;CALM3;PIK3R1;CALM2","females","Users","Human","8/121",0.00821237504346669,0.0368683220036483,0,0,2.94929545368225,14.1628503654394,"GSK3B;MAPK9;CAMK2D;MAGED1;KIDINS220;BRAF;CALM1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Nicotine addiction","Sncg","7/40",0.0000277151113987627,0.000540444672275872,0,0,9.32377832377832,97.8393732470917,"GRIA1;GABRA2;GABRB2;GRIN2A;GRIA4;GABRG1;GRIN1","females","Users","Human","3/40",0.00914816656796769,0.109161827776542,0,0,7.51693947468595,35.2860307739096,"GABRB3;GRIA2;SLC32A1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Nicotine addiction","Sst","5/40",0.00303415815721266,0.0265964550608519,0,0,5.62926547137073,32.6374750907551,"GRIA2;GABRB2;GRIN2A;GRIN3A;GRIN2B","females","Users","Human","4/40",0.0145175857867059,0.0566090619851646,0,0,4.60756501182033,19.5010330519075,"GRIA2;SLC32A1;GRIA3;GRIN1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Non-alcoholic fatty liver disease (NAFLD)","Pvalb","51/151",0.00000000000000000000000000000143727629920901,0.0000000000000000000000000000919856831493765,0,0,11.0989334862385,762.661027197697,"GSK3B;NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;UQCRFS1;COX8A;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;PRKAA1;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;CDC42;MAPK9;NDUFV3;CYC1;NDUFV2;NDUFV1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;MAPK10;UQCRQ;NDUFAB1;CYCS","females","Users","Human","13/151",0.00518869961865359,0.0422979897963237,0,0,2.40223679882355,12.6388216114876,"COX8A;GSK3B;NDUFA13;COX7B;PRKAA2;NDUFA4;COX4I1;ADIPOR1;COX5B;COX6C;COX7C;UQCRFS1;UQCRC2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Non-alcoholic fatty liver disease (NAFLD)","Sst","27/151",0.000000000000000786326439874777,0.0000000000000465898415625805,0,0,8.9389522963368,310.889249016042,"NDUFB9;NDUFA13;NDUFB11;COX4I1;NDUFB2;COX7A2;UQCR11;PIK3R1;UQCR10;COX6A1;COX5B;COX5A;UQCRH;CDC42;UQCRFS1;NDUFV1;COX8A;NDUFA5;NDUFA4;NDUFA1;COX6C;PIK3CA;NDUFS7;UQCRQ;NDUFAB1;CYCS;NDUFS2","females","Users","Human","11/151",0.000966674411262567,0.00637400939926255,0,0,3.28981795742055,22.8367609389816,"COX8A;GSK3B;MAPK9;NDUFA13;COX7B;NDUFA4;COX4I1;UQCRC1;SDHA;COX6C;COX7C","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Oxidative phosphorylation","Pvalb","51/134",0.00000000000000000000000000000000165692561341143,0.000000000000000000000000000000212086478516663,0,0,13.3841881286614,1010.24312710606,"NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;COX6A1;COX7C;UQCRFS1;COX8A;ATP6V1G1;ATP6V0B;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFS3;NDUFS2;ATP6V0D1;ATP6V0C;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;NDUFV3;CYC1;NDUFV2;ATP6V0E2;NDUFV1;ATP6V1F;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;UQCRQ;NDUFAB1","females","Users","Human","18/134",0.0000034108694361596,0.000122791299701746,0,0,3.98818131256952,50.2053932713539,"COX8A;NDUFA13;COX7B;ATP6V0B;NDUFA4;COX4I1;ATP5A1;ATP5G3;COX5B;COX6C;COX7C;ATP5J2;ATP5L;ATP5B;UQCRFS1;UQCRC2;ATP6V0C;ATP6V0A1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Oxidative phosphorylation","Sncg","27/134",0.00000000000000000256501808335894,0.000000000000000250089263127497,0,0,11.5705783812379,468.661257381678,"NDUFB9;NDUFA13;COX4I1;NDUFA10;NDUFB2;COX7A2;UQCR11;COX6A1;COX5B;COX7C;UQCRH;ATP6V1H;NDUFV3;NDUFV2;ATP6V0E2;NDUFV1;COX8A;ATP6V0B;NDUFA4;NDUFA1;COX6C;COX6B1;NDUFS7;UQCRQ;NDUFS5;ATP6V0D1;ATP6V0C","females","Users","Human","4/134",0.0308081214365811,0.527900828862377,0,0,3.52307692307692,12.2602264528137,"NDUFB9;NDUFS5;NDUFC2;ATP6V0D1","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Oxidative phosphorylation","Sst","26/134",0.000000000000000340258162839578,0.0000000000000268803948643266,0,0,9.87037037037037,351.551274321347,"NDUFB9;NDUFA13;NDUFB11;COX4I1;NDUFB2;COX7A2;UQCR11;UQCR10;COX6A1;COX5B;COX5A;UQCRH;ATP6V1H;UQCRFS1;NDUFV1;ATP6V1F;COX8A;NDUFA5;NDUFA4;NDUFA1;COX6C;NDUFS7;UQCRQ;NDUFAB1;NDUFS2;ATP6V0C","females","Users","Human","17/134",0.0000000194733943801419,0.00000136962873806998,0,0,6.17092146851447,109.559876952226,"COX8A;NDUFA13;COX7B;ATP6V0B;ATP6V1G2;ATP6AP1;NDUFA4;COX4I1;ATP5A1;ATP5J;SDHA;ATP5F1;COX6C;COX7C;UQCRC1;ATP6V0E2;ATP6V0C","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Oxytocin signaling pathway","Pvalb","13/154",0.0262227297159153,0.204529299245325,0,0,1.91854103343465,6.98565481495103,"GUCY1A2;RYR2;MEF2C;PRKAA1;KCNJ6;CACNA1C;ACTB;MYL6;CALM3;CALM1;CACNG2;PRKACB;CALM2","females","Users","Human","14/154",0.0023154486960326,0.0201204507379384,0,0,2.55320855614973,15.4932570678036,"MEF2C;PRKAA2;CACNA2D2;ADCY1;GNAI1;ACTG1;PPP1CB;PPP3CA;CACNB4;GNAQ;GNAS;CALM1;PRKACB;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Oxytocin signaling pathway","Sncg","9/154",0.00833650405927975,0.0600992596502927,0,0,2.72485567171166,13.0441874533122,"GUCY1A2;CACNB2;MEF2C;KCNJ6;CACNB4;CACNA2D1;CALM2;ACTB;ACTG1","females","Users","Human","4/154",0.0473467617594534,0.576769643251523,0,0,3.05023255813953,9.30399275803723,"CACNB2;CAMK1D;PLCB4;CALM2","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Oxytocin signaling pathway","Sncg","9/154",0.00833650405927975,0.0600992596502927,0,0,2.72485567171166,13.0441874533122,"GUCY1A2;CACNB2;MEF2C;KCNJ6;CACNB4;CACNA2D1;CALM2;ACTB;ACTG1","females","Users","Human","5/154",0.0260327376333562,0.172343224881093,0,0,3.12271382677566,11.3929103536712,"CAMK2D;ROCK2;GNAS;CALM1;KCNJ3","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Oxytocin signaling pathway","Sst","14/154",0.000032770777611147,0.00059743648414168,0,0,3.9919587628866,41.2208598644338,"GUCY1A2;MEF2C;CAMK2D;ROCK2;CACNA2D1;CAMK2A;CACNA2D3;ADCY2;CACNG8;CACNB4;GNAQ;MAPK1;CALM3;CALM2","females","Users","Human","13/154",0.0000795291440801841,0.000799078542900897,0,0,3.87694035476377,36.5959404282602,"RYR2;CAMK2D;PRKCA;ADCY1;EEF2;ACTB;ACTG1;GNAO1;PPP3CA;GNAS;CALM1;PLCB1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Parkinson disease","Pvalb","56/144",0.00000000000000000000000000000000000027507271414128,0.0000000000000000000000000000000000704186148201677,0,0,13.9376114081996,1173.32085640282,"NDUFA13;COX7B;NDUFA12;COX4I1;NDUFA10;PARK7;COX6A1;COX7C;UCHL1;UQCRFS1;PRKACB;COX8A;SDHD;COX6B1;NDUFS8;NDUFS7;NDUFS5;NDUFS4;VDAC3;NDUFS3;VDAC2;NDUFS2;VDAC1;SLC25A5;SLC25A4;NDUFB9;NDUFB8;NDUFB7;NDUFB10;UQCRB;NDUFB6;NDUFB11;NDUFB4;NDUFB2;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;UBB;NDUFV3;CYC1;NDUFV2;NDUFV1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;UBE2G2;COX6C;UQCRQ;NDUFAB1;CYCS","females","Users","Human","19/144",0.00000241136184684926,0.000101277197567669,0,0,3.91006191117093,50.5778976943047,"COX8A;NDUFA13;COX7B;NDUFA4;COX4I1;ATP5A1;UBE2G1;ATP5G3;UBE2J2;COX5B;COX6C;COX7C;GNAI1;ATP5B;UBB;UQCRFS1;UQCRC2;PRKACB;SLC25A4","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Parkinson disease","Sst","28/144",0.0000000000000000228359778618038,0.00000000000000270606337662375,0,0,9.93447543744051,380.671161125869,"NDUFB9;NDUFA13;NDUFB11;COX4I1;NDUFB2;COX7A2;UQCR11;PARK7;UQCR10;COX6A1;COX5B;COX5A;UQCRH;UQCRFS1;NDUFV1;SNCA;COX8A;NDUFA5;NDUFA4;NDUFA1;COX6C;NDUFS7;UQCRQ;NDUFAB1;CYCS;NDUFS2;SLC25A5;SLC25A4","females","Users","Human","15/144",0.0000017448462483335,0.0000368162558398368,0,0,4.91386735572782,65.1522012764404,"COX8A;NDUFA13;COX7B;NDUFA4;COX4I1;ATP5A1;ATP5J;SDHA;ATP5F1;COX6C;COX7C;UCHL1;UBB;UQCRC1;SLC25A4","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Phosphatidylinositol signaling system","Sst","8/98",0.00314219722237912,0.0265964550608519,0,0,3.51409821226522,20.2511610424657,"DGKD;INPP5F;PIK3CA;PPIP5K2;PTEN;CALM3;PIK3R1;CALM2","females","Users","Human","6/98",0.0290957053259005,0.0959249034963282,0,0,2.70819397993311,9.57932814385983,"SYNJ1;PRKCA;CALM1;PLCB1;CALM2;CDS2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Progesterone-mediated oocyte maturation","Sst","6/90",0.0251006184071125,0.108160846590648,0,0,2.81324253839467,10.3664127642075,"HSP90AA1;PIK3CA;MAPK1;ADCY2;PIK3R1;IGF1","females","Users","Human","6/90",0.0201047574289816,0.0719000647036462,0,0,2.96733821733822,11.592793398306,"MAPK9;HSP90AA1;HSP90AB1;ARAF;BRAF;ADCY1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Prostate cancer","Sst","7/97",0.0107874985616774,0.0690983015977718,0,0,3.06858626919603,13.8987544764746,"HSP90AA1;PIK3CA;PTEN;MAPK1;PIK3R1;IGF1;ETV5","females","Users","Human","6/97",0.0278492484309653,0.0932728796656139,0,0,2.73809523809524,9.80498022425682,"GSK3B;HSP90AA1;HSP90AB1;ARAF;BRAF;HSP90B1","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Protein processing in endoplasmic reticulum","Pvalb","14/163",0.0189110325648477,0.179421662120246,0,0,1.95651242976647,7.76346048267783,"HSPA8;HSP90AB1;SSR4;UBE2G2;RBX1;DNAJB2;MAPK10;DNAJB1;ERLEC1;MAPK9;HSPH1;ERP29;SSR1;CALR","females","Users","Human","13/163",0.00967054951103289,0.062486627609751,0,0,2.20866933689364,10.2452885126907,"HSPA8;HSP90AA1;HSP90AB1;HSPA4L;UBE2D1;UBE2G1;UBE2J2;HSP90B1;ERLEC1;DNAJC1;HSPH1;MAN1A2;DNAJC10","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Proteoglycans in cancer","L6","11/203",0.0218571806649564,0.0866878012813526,0,0,2.09489642631246,8.00926201696586,"CAMK2B;CDC42;PIK3CA;GPC1;STAT3;CAMK2A;MAPK1;FRS2;ITGAV;KRAS;IGF1R","females","Users","Human","4/203",0.0386801085687696,0.19649495152935,0,0,3.26857427634038,10.6308083849683,"CAMK2B;CAMK2D;ANK2;ACTG1","females","M_MUT_and_WT_F_P60_CORT","Mouse"
"Pyruvate metabolism","Pvalb","7/38",0.00156893978272895,0.0223138102432561,0,0,4.69509790111283,30.3179147775376,"LDHB;PDHA1;PKM;MDH1;ME3;ACYP2;ACYP1","females","Users","Human","5/38",0.0140432024997947,0.0822996983708898,0,0,3.84392138024899,16.3966956486779,"LDHB;PKM;MDH1;ME3;PDHB","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Rap1 signaling pathway","Sst","13/209",0.0023563108867924,0.023832582257079,0,0,2.63463718820862,15.9412887552758,"MAGI2;ADCY2;PIK3R1;IGF1;SIPA1L2;GRIN2B;CDC42;GRIN2A;PIK3CA;GNAQ;MAPK1;CALM3;CALM2","females","Users","Human","14/209",0.000485610530092936,0.00365942220891463,0,0,3.01710144927536,23.0207967315044,"MAGI1;DOCK4;PRKCA;BRAF;ADCY1;ACTB;GRIN1;ACTG1;GNAO1;GNAS;KRIT1;CALM1;PLCB1;CALM2","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Renin secretion","Sst","7/76",0.00286125730796132,0.0260814608456474,0,0,4.00683398138329,23.4659997022168,"GUCY1A2;PDE1C;GNAQ;KCNMA1;CALM3;CALM2;CTSB","females","Users","Human","7/76",0.00214767143392957,0.0122475316907875,0,0,4.22676349191571,25.9665765887483,"PPP3CA;ADCYAP1R1;GNAS;PLCB1;CALM1;CALM2;CTSB","females","M_MUT_and_WT_F_P30_CORT","Mouse"
"Retrograde endocannabinoid signaling","Pvalb","35/150",0.00000000000000110307212712714,0.0000000000000403409235063639,0,0,6.49892283587936,223.827303960678,"NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB4;NDUFA10;NDUFB2;CACNA1C;MAPK9;GNG3;NDUFV3;NDUFV2;PRKACB;NDUFV1;GABRD;GABRA1;NDUFA8;KCNJ6;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;MAPK10;NDUFS8;NDUFS7;NDUFS5;NDUFS4;NDUFAB1;NDUFS3;NDUFS2","females","Users","Human","16/150",0.000198889978963896,0.00278445970549454,0,0,3.05774078668321,26.0603870622328,"GRIA1;GRIA2;GABRA1;FAAH;NDUFA13;GABRB1;NDUFA4;CACNA1A;ADCY1;GNAI1;GNB2;GNAQ;GNB1;PRKACB;GABRD;GRIA4","females","M_MUT_and_WT_F_P30_CORT","Mouse"
