"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Cell_Type","Sex","metadata"
"Focal adhesion","1/199",0.213477707360935,0.233671544543726,0,0,4.34299516908213,6.70655245109079,"PRKCG","L5","females","M_MUT_and_WT_F_P60_CORT"
"Human immunodeficiency virus 1 infection","1/238",0.249847400860668,0.269835192929521,0,0,3.62117042744451,5.02221916905248,"PRKCG","L5","females","M_MUT_and_WT_F_P60_CORT"
"Human cytomegalovirus infection","1/255",0.265191384319108,0.28263818591905,0,0,3.37589866484081,4.48084214280034,"PRKCG","L5","females","M_MUT_and_WT_F_P60_CORT"
"Endocytosis","1/269",0.277601319528332,0.292022167296037,0,0,3.19727449707982,4.09752882959185,"ARAP2","L5","females","M_MUT_and_WT_F_P60_CORT"
"MicroRNAs in cancer","1/281",0.288078311612659,0.299158246674684,0,0,3.0583850931677,3.80623034812215,"PRKCG","L5","females","M_MUT_and_WT_F_P60_CORT"
"MAPK signaling pathway","1/294",0.299264022585377,0.306840326954627,0,0,2.92075975664045,3.52368949600742,"PRKCG","L5","females","M_MUT_and_WT_F_P60_CORT"
"Human papillomavirus infection","1/360",0.353503565345023,0.357922359911836,0,0,2.37580234952162,2.47050588869881,"ATP6V0B","L5","females","M_MUT_and_WT_F_P60_CORT"
"Olfactory transduction","1/1133",0.753515266680665,0.753515266680665,0,0,0.723767091719158,0.204830429630043,"CAMK2A","L5","females","M_MUT_and_WT_F_P60_CORT"
"Glutamatergic synapse","6/114",8.12224065940142e-05,0.00770462674042722,0,0,9.22829131652661,86.9149951868429,"GRIA2;SLC1A2;DLGAP1;SLC17A7;GRIN2B;GLS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Synaptic vesicle cycle","5/77",0.000121332704573657,0.00770462674042722,0,0,11.4600694444444,103.335150064902,"SNAP25;ATP6V0B;SYT1;SLC1A2;SLC17A7","L6","females","M_MUT_and_WT_F_P60_CORT"
"cAMP signaling pathway","7/211",0.000366910917706921,0.0155325621829263,0,0,5.72021435692921,45.2491348580124,"CAMK2B;GRIA2;CAMK2D;PDE4B;ATP1A1;ATP2B1;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Long-term potentiation","4/67",0.000822259688406795,0.0220844603743153,0,0,10.3959071231798,73.8468510543102,"CAMK2B;GRIA2;CAMK2D;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Amphetamine addiction","4/68",0.00086946694387068,0.0220844603743153,0,0,10.2329545454545,72.1180799225514,"CAMK2B;GRIA2;CAMK2D;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Nicotine addiction","3/40",0.00198895670009725,0.0377336675600603,0,0,13.184315463004,82.008354552079,"GRIA2;SLC17A7;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Insulin secretion","4/86",0.0020798084481923,0.0377336675600603,0,0,7.97943962910704,49.276865705213,"CAMK2B;SNAP25;CAMK2D;ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Circadian entrainment","4/99",0.00346475646386482,0.0535111514964959,0,0,6.88299260548064,38.9929304298686,"CAMK2B;GRIA2;CAMK2D;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Aldosterone synthesis and secretion","4/102",0.00385574550858927,0.0535111514964959,0,0,6.67127677517288,37.08022988464,"CAMK2B;CAMK2D;ATP1A1;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Amyotrophic lateral sclerosis (ALS)","3/52",0.00421347649578708,0.0535111514964959,0,0,9.94948143191703,54.4183623596079,"GRIA2;SLC1A2;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Phagosome","5/180",0.00549454964262483,0.0634370731466684,0,0,4.69047619047619,24.4092317731861,"ATP6V0B;LAMP1;CANX;TUBB4A;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Neurotrophin signaling pathway","4/121",0.00704135863698133,0.0745210455747191,0,0,5.58253867344776,27.666805646054,"CAMK2B;CAMK2D;SORT1;MATK","L6","females","M_MUT_and_WT_F_P60_CORT"
"Lysosome","4/124",0.00766553188878087,0.0748255842412322,0,0,5.44214876033058,26.5088229493811,"ABCA2;ATP6V0B;LAMP1;SORT1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Proximal tubule bicarbonate reclamation","2/22",0.00824848960139568,0.0748255842412322,0,0,16.1422764227642,77.4462059594078,"ATP1A1;GLS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Spliceosome","4/132",0.00950513422635771,0.0804768031164953,0,0,5.09994834710744,23.7449677336666,"HSPA8;RBM25;SNRNP70;HNRNPU","L6","females","M_MUT_and_WT_F_P60_CORT"
"Dopaminergic synapse","4/135",0.0102628264070787,0.0814611846061873,0,0,4.98239858683995,22.8155341281582,"CAMK2B;GRIA2;CAMK2D;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Gastric acid secretion","3/74",0.0111916121084404,0.0836079257512901,0,0,6.8589240360194,30.8143383372573,"CAMK2B;CAMK2D;ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Adrenergic signaling in cardiomyocytes","4/148",0.0139951737791665,0.0987437261085637,0,0,4.52961432506887,19.3371171442691,"CAMK2B;CAMK2D;ATP1A1;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Necroptosis","4/176",0.0246891881618016,0.158691018164619,0,0,3.78685373822795,14.0166220182143,"CAMK2B;CAMK2D;H2AFJ;PPIA","L6","females","M_MUT_and_WT_F_P60_CORT"
"Tuberculosis","4/178",0.0255990325481382,0.158691018164619,0,0,3.74294670846395,13.7186509681602,"CAMK2B;ATP6V0B;CAMK2D;LAMP1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Axon guidance","4/180",0.0265288820775699,0.158691018164619,0,0,3.70003756574005,13.4293649697969,"EPHA5;CAMK2B;CAMK2D;CFL1","L6","females","M_MUT_and_WT_F_P60_CORT"
"HIF-1 signaling pathway","3/104",0.027489782674186,0.158691018164619,0,0,4.81431585781529,17.3023665825158,"CAMK2B;CAMK2D;ALDOA","L6","females","M_MUT_and_WT_F_P60_CORT"
"Mineral absorption","2/44",0.0309015177714724,0.170630119868565,0,0,7.67828106852497,26.696999188192,"ATP1A1;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cocaine addiction","2/48",0.0362586810823975,0.19186885406102,0,0,7.00919052668788,23.2500208171397,"GRIA2;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Proteoglycans in cancer","4/203",0.0386801085687696,0.19649495152935,0,0,3.26857427634038,10.6308083849683,"CAMK2B;CAMK2D;ANK2;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Endocrine and other factor-regulated calcium reabsorption","2/55",0.0464128908732539,0.226709120803971,0,0,6.08130081300813,18.6706761972959,"ATP1A1;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Legionellosis","2/58",0.0510474287390955,0.240111979624634,0,0,5.75464576074332,17.1200717317486,"EEF1A1;HSPA8","L6","females","M_MUT_and_WT_F_P60_CORT"
"Retrograde endocannabinoid signaling","3/150",0.0679055852933677,0.308000333294918,0,0,3.30010036801606,8.87607202107701,"GRIA2;NDUFA13;SLC17A7","L6","females","M_MUT_and_WT_F_P60_CORT"
"Oxytocin signaling pathway","3/154",0.0722443361200697,0.316380368525822,0,0,3.21202909564651,8.4402531840096,"CAMK2B;CAMK2D;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Thyroid hormone synthesis","2/73",0.076452681708907,0.317864292774785,0,0,4.5354402839803,11.6609946329473,"CANX;ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cushing syndrome","3/159",0.0778383625096548,0.317864292774785,0,0,3.10829129886507,7.93584340986303,"CAMK2B;CAMK2D;PBX1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Glioma","2/75",0.0800917903054576,0.317864292774785,0,0,4.41073616215614,11.1352647830988,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Salivary secretion","2/78",0.0856492751746478,0.329619937793342,0,0,4.23598630723149,10.4099131236449,"ATP1A1;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"ErbB signaling pathway","2/84",0.0970973200398712,0.362687048384225,0,0,3.92484632163395,9.15290451913535,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Fc gamma R-mediated phagocytosis","2/87",0.102975940761174,0.37365555647626,0,0,3.78574844571975,8.60599014404749,"BIN1;CFL1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Antigen processing and presentation","2/90",0.108949968528312,0.37396340548907,0,0,3.65613451589061,8.10516215137249,"HSPA8;CANX","L6","females","M_MUT_and_WT_F_P60_CORT"
"GnRH signaling pathway","2/90",0.108949968528312,0.37396340548907,0,0,3.65613451589061,8.10516215137249,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Arginine biosynthesis","1/19",0.11234850597571,0.374743564736934,0,0,8.89650537634409,19.4490914776009,"GLS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Calcium signaling pathway","3/189",0.115078732478271,0.374743564736934,0,0,2.60298783712322,5.62802088046272,"CAMK2B;CAMK2D;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Melanogenesis","2/100",0.129482770614753,0.41110779670184,0,0,3.28140036502406,6.70786307963644,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Glucagon signaling pathway","2/102",0.133692171911752,0.414119654458353,0,0,3.21544715447154,6.47017210924708,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Pancreatic secretion","2/105",0.140063692141685,0.423525926237953,0,0,3.12131975688689,6.13544720049665,"ATP1A1;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Parathyroid hormone synthesis, secretion and action","2/107",0.144347612508212,0.426328995082393,0,0,3.06155632984901,5.92573691713071,"MMP16;PDE4B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cholinergic synapse","2/113",0.157358473872749,0.452631735620304,0,0,2.89518787079763,5.35386480154511,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Thyroid hormone signaling pathway","2/115",0.161744115236147,0.452631735620304,0,0,2.84365781710914,5.18040441857995,"ATP1A1;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Oocyte meiosis","2/116",0.163945353059323,0.452631735620304,0,0,2.81857081728712,5.09660209786843,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Biosynthesis of unsaturated fatty acids","1/32",0.181910269837541,0.481304255611827,0,0,5.16233090530697,8.79785978568257,"SCD2","L6","females","M_MUT_and_WT_F_P60_CORT"
"Pentose phosphate pathway","1/32",0.181910269837541,0.481304255611827,0,0,5.16233090530697,8.79785978568257,"ALDOA","L6","females","M_MUT_and_WT_F_P60_CORT"
"Inflammatory mediator regulation of TRP channels","2/127",0.188483191833811,0.48798723988365,0,0,2.56910569105691,4.28718598636596,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Prion diseases","1/34",0.192120960584114,0.48798723988365,0,0,4.84897360703812,7.99901282733471,"PRNP","L6","females","M_MUT_and_WT_F_P60_CORT"
"Fructose and mannose metabolism","1/35",0.197178795643816,0.49101386366205,0,0,4.70611954459203,7.64106450197665,"ALDOA","L6","females","M_MUT_and_WT_F_P60_CORT"
"Oxidative phosphorylation","2/134",0.204351257507792,0.49649911670609,0,0,2.4320029563932,3.8618137684976,"NDUFA13;ATP6V0B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Alanine, aspartate and glutamate metabolism","1/37",0.207200418782856,0.49649911670609,0,0,4.44422043010753,6.99550848579359,"GLS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Aldosterone-regulated sodium reabsorption","1/38",0.212164592750166,0.497616525144119,0,0,4.32388840453357,6.70372598932551,"ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Apoptosis","2/141",0.220362478851308,0.497616525144119,0,0,2.30870913025677,3.49187974991084,"SEPT4;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Ferroptosis","1/40",0.222000621383201,0.497616525144119,0,0,4.10173697270471,6.17342217653435,"PRNP","L6","females","M_MUT_and_WT_F_P60_CORT"
"Systemic lupus erythematosus","2/143",0.224957566849817,0.497616525144119,0,0,2.27573084241481,3.39503423392406,"H2AFJ;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Parkinson disease","2/144",0.227257940616999,0.497616525144119,0,0,2.25959006068934,3.34796591116053,"NDUFA13;UBB","L6","females","M_MUT_and_WT_F_P60_CORT"
"Carbohydrate digestion and absorption","1/43",0.236526698921731,0.501615304207766,0,0,3.8081797235023,5.49023056499906,"ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Endocytosis","3/269",0.236983608287133,0.501615304207766,0,0,1.81273881424874,2.60991663647711,"HSPA8;UBB;BIN1","L6","females","M_MUT_and_WT_F_P60_CORT"
"ABC transporters","1/48",0.26014130044427,0.517332614555701,0,0,3.40219629375429,4.58116050612198,"ABCA2","L6","females","M_MUT_and_WT_F_P60_CORT"
"Hippo signaling pathway","2/159",0.261912399481776,0.517332614555701,0,0,2.04215214126664,2.73596349677291,"DLG2;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Wnt signaling pathway","2/160",0.264228006126651,0.517332614555701,0,0,2.02912421529279,2.70064844525077,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cholesterol metabolism","1/49",0.264776535008823,0.517332614555701,0,0,3.33114919354839,4.4266611403915,"SORT1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Malaria","1/49",0.264776535008823,0.517332614555701,0,0,3.33114919354839,4.4266611403915,"CD81","L6","females","M_MUT_and_WT_F_P60_CORT"
"Protein processing in endoplasmic reticulum","2/163",0.271175167146003,0.52180676102337,0,0,1.99101146290966,2.59825063370104,"HSPA8;CANX","L6","females","M_MUT_and_WT_F_P60_CORT"
"Tight junction","2/167",0.280435512602559,0.528076398239593,0,0,1.94235033259424,2.46952651501611,"DLG2;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Influenza A","2/168",0.282749567561357,0.528076398239593,0,0,1.93055147418944,2.43866044696064,"HSPA8;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cell adhesion molecules (CAMs)","2/170",0.287375851006698,0.528938160548559,0,0,1.90737514518002,2.3784287787274,"NRXN1;NRCAM","L6","females","M_MUT_and_WT_F_P60_CORT"
"cGMP-PKG signaling pathway","2/172",0.291999154136025,0.529769893932503,0,0,1.88474414155906,2.32012828121124,"ATP1A1;ATP2B1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Alzheimer disease","2/175",0.298927125919199,0.534700633686455,0,0,1.85177874900136,2.2361255415133,"NDUFA13;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Transcriptional misregulation in cancer","2/183",0.317346265136229,0.543131798762213,0,0,1.7692134932399,2.0306356321101,"FUS;PBX1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Long-term depression","1/61",0.318202275930895,0.543131798762213,0,0,2.6633064516129,3.04966702013211,"GRIA2","L6","females","M_MUT_and_WT_F_P60_CORT"
"Mitophagy","1/63",0.326724223934248,0.543131798762213,0,0,2.57713319458897,2.882881224926,"UBB","L6","females","M_MUT_and_WT_F_P60_CORT"
"Central carbon metabolism in cancer","1/64",0.330945487621992,0.543131798762213,0,0,2.53609831029186,2.80442158736479,"GLS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Huntington disease","2/192",0.337935306206115,0.543131798762213,0,0,1.68463842533162,1.82766558137699,"NDUFA13;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Aminoacyl-tRNA biosynthesis","1/66",0.339309409493617,0.543131798762213,0,0,2.45781637717122,2.65651332055224,"LARS2","L6","females","M_MUT_and_WT_F_P60_CORT"
"Glycolysis / Gluconeogenesis","1/67",0.34345239061175,0.543131798762213,0,0,2.42045454545455,2.58675617799906,"ALDOA","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cortisol synthesis and secretion","1/69",0.351661193452608,0.543131798762213,0,0,2.3490275142315,2.45493831861471,"PBX1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Alcoholism","2/199",0.353823049625134,0.543131798762213,0,0,1.62420040444059,1.68747657329982,"H2AFJ;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Adherens junction","1/72",0.363783870217826,0.543131798762213,0,0,2.24943207632894,2.27461525759255,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","1/72",0.363783870217826,0.543131798762213,0,0,2.24943207632894,2.27461525759255,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"B cell receptor signaling pathway","1/72",0.363783870217826,0.543131798762213,0,0,2.24943207632894,2.27461525759255,"CD81","L6","females","M_MUT_and_WT_F_P60_CORT"
"Bile secretion","1/72",0.363783870217826,0.543131798762213,0,0,2.24943207632894,2.27461525759255,"ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Bacterial invasion of epithelial cells","1/74",0.371740458030173,0.543131798762213,0,0,2.18758285461776,2.16474309323246,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Rap1 signaling pathway","2/209",0.376286270543986,0.543131798762213,0,0,1.54495110168493,1.51004303574674,"GRIN2B;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Pertussis","1/76",0.379598325876859,0.543131798762213,0,0,2.12903225806452,2.0622692607759,"CFL1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cardiac muscle contraction","1/78",0.387358688848687,0.543131798762213,0,0,2.07352325094261,1.96653809910742,"ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Salmonella infection","1/78",0.387358688848687,0.543131798762213,0,0,2.07352325094261,1.96653809910742,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Regulation of actin cytoskeleton","2/217",0.394028454402988,0.543131798762213,0,0,1.48685951975799,1.38476007773727,"CFL1;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Peroxisome","1/84",0.410066677764796,0.543131798762213,0,0,1.92304702681695,1.71427239520429,"PEX5L","L6","females","M_MUT_and_WT_F_P60_CORT"
"Rheumatoid arthritis","1/84",0.410066677764796,0.543131798762213,0,0,1.92304702681695,1.71427239520429,"ATP6V0B","L6","females","M_MUT_and_WT_F_P60_CORT"
"PPAR signaling pathway","1/85",0.413769305021127,0.543131798762213,0,0,1.90005760368664,1.6766995521471,"SCD2","L6","females","M_MUT_and_WT_F_P60_CORT"
"Gap junction","1/86",0.417448878008937,0.543131798762213,0,0,1.87760910815939,1.64026653050402,"TUBB4A","L6","females","M_MUT_and_WT_F_P60_CORT"
"Hypertrophic cardiomyopathy (HCM)","1/86",0.417448878008937,0.543131798762213,0,0,1.87760910815939,1.64026653050402,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Viral myocarditis","1/87",0.421105539091317,0.543131798762213,0,0,1.85568267066767,1.60492759312414,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Thermogenesis","2/231",0.424516429592397,0.543131798762213,0,0,1.39496574005041,1.19521302188025,"NDUFA13;ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Arachidonic acid metabolism","1/89",0.428350690871551,0.543131798762213,0,0,1.81332478005865,1.53736040826316,"PTGDS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Dilated cardiomyopathy (DCM)","1/90",0.431939462007744,0.543131798762213,0,0,1.79285973178688,1.50505166286105,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"GABAergic synapse","1/90",0.431939462007744,0.543131798762213,0,0,1.79285973178688,1.50505166286105,"GLS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Protein digestion and absorption","1/90",0.431939462007744,0.543131798762213,0,0,1.79285973178688,1.50505166286105,"ATP1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Morphine addiction","1/92",0.439050089396056,0.546660405424502,0,0,1.75327897908543,1.4431971683963,"PDE4B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Longevity regulating pathway","1/102",0.473300233816894,0.583583783444132,0,0,1.57888853401469,1.18104864519783,"HSPA8","L6","females","M_MUT_and_WT_F_P60_CORT"
"Toxoplasmosis","1/108",0.492845910787581,0.60184067951945,0,0,1.48990051251131,1.0541920816484,"HSPA8","L6","females","M_MUT_and_WT_F_P60_CORT"
"Leukocyte transendothelial migration","1/115",0.514741379487338,0.622591954237066,0,0,1.39792020373514,0.928345778968848,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"MicroRNAs in cancer","2/281",0.526352858101476,0.63063031112158,0,0,1.14205787219163,0.732953850747849,"MMP16;GLS","L6","females","M_MUT_and_WT_F_P60_CORT"
"Platelet activation","1/125",0.544403310624352,0.643547442125563,0,0,1.28453433922997,0.781080279197814,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"AMPK signaling pathway","1/126",0.547268690941424,0.643547442125563,0,0,1.2741935483871,0.768103479355198,"SCD2","L6","females","M_MUT_and_WT_F_P60_CORT"
"Autophagy","1/130",0.558552535364849,0.650790568727851,0,0,1.2344336084021,0.718942280529907,"LAMP1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Estrogen signaling pathway","1/134",0.569557335099855,0.65757983234256,0,0,1.19706524375455,0.67382302790873,"HSPA8","L6","females","M_MUT_and_WT_F_P60_CORT"
"Purine metabolism","1/136",0.574957239243846,0.657833958414131,0,0,1.17921146953405,0.652645917067243,"PDE4B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Fluid shear stress and atherosclerosis","1/143",0.593333070181109,0.669720489861236,0,0,1.12068378009995,0.584996224804648,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Measles","1/144",0.595893034285982,0.669720489861236,0,0,1.11279043537108,0.576085043705282,"HSPA8","L6","females","M_MUT_and_WT_F_P60_CORT"
"Non-alcoholic fatty liver disease (NAFLD)","1/151",0.613370653852249,0.683316430168733,0,0,1.06048387096774,0.518349531731898,"NDUFA13","L6","females","M_MUT_and_WT_F_P60_CORT"
"Hepatitis C","1/160",0.634744161982392,0.700978335406642,0,0,1,0.454533255789165,"CD81","L6","females","M_MUT_and_WT_F_P60_CORT"
"Neuroactive ligand-receptor interaction","2/348",0.642744002715304,0.703693865041756,0,0,0.917759293199868,0.40565765041857,"GRIA2;GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"RNA transport","1/167",0.650553964917919,0.70550634620328,0,0,0.957491255343957,0.411655197158913,"EEF1A1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Hepatocellular carcinoma","1/171",0.659281360290266,0.70550634620328,0,0,0.93477229601518,0.389430705099842,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Human papillomavirus infection","2/360",0.661065001560554,0.70550634620328,0,0,0.886451378480265,0.36690497864906,"ATP6V0B;DLG2","L6","females","M_MUT_and_WT_F_P60_CORT"
"Focal adhesion","1/199",0.714606501623299,0.756291880884658,0,0,0.80144183773216,0.269303079111212,"ACTG1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Kaposi sarcoma-associated herpesvirus infection","1/216",0.743746328159433,0.78062631137395,0,0,0.737434358589647,0.218321320074199,"UBB","L6","females","M_MUT_and_WT_F_P60_CORT"
"Ras signaling pathway","1/233",0.769932209754907,0.801486808515354,0,0,0.682807285873192,0.178521881729225,"GRIN2B","L6","females","M_MUT_and_WT_F_P60_CORT"
"Human immunodeficiency virus 1 infection","1/238",0.777115822985788,0.802387882269878,0,0,0.668231931400572,0.168505289946312,"CFL1","L6","females","M_MUT_and_WT_F_P60_CORT"
"Human T-cell leukemia virus 1 infection","1/245",0.786800514198304,0.805836010509553,0,0,0.648829984135378,0.155576803274014,"CANX","L6","females","M_MUT_and_WT_F_P60_CORT"
"MAPK signaling pathway","1/294",0.843849822861597,0.857351420027383,0,0,0.53897390729935,0.0915073862438459,"HSPA8","L6","females","M_MUT_and_WT_F_P60_CORT"
"Pathways in cancer","2/535",0.851228325738245,0.857984106101247,0,0,0.590063911896155,0.0950444758841574,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Olfactory transduction","2/1133",0.994292470485677,0.994292470485677,0,0,0.269478769058248,0.00154246405670255,"CAMK2B;CAMK2D","L6","females","M_MUT_and_WT_F_P60_CORT"
"Cell adhesion molecules (CAMs)","3/170",0.00409143190242611,0.0962842892511354,0,0,10.1599657827203,55.8682322054974,"NTNG1;NLGN1;NFASC","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Synaptic vesicle cycle","2/77",0.00940303022536849,0.0962842892511354,0,0,14.7311111111111,68.7460191220301,"STXBP1;SLC1A2","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Peroxisome","2/84",0.0111097256828233,0.0962842892511354,0,0,13.4688346883469,60.6088720928256,"PEX5L;FAR1","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Pentose phosphate pathway","1/32",0.0590872074999109,0.294842913418134,0,0,17.3766346992153,49.1539961166125,"ALDOA","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Fructose and mannose metabolism","1/35",0.0644490455160645,0.294842913418134,0,0,15.8410174880763,43.4341747232708,"ALDOA","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Amyotrophic lateral sclerosis (ALS)","1/52",0.0942754600676398,0.294842913418134,0,0,10.5516693163752,24.9181296015531,"SLC1A2","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Aminoacyl-tRNA biosynthesis","1/66",0.118141353193089,0.294842913418134,0,0,8.27318087318087,17.6704674817939,"LARS2","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Glycolysis / Gluconeogenesis","1/67",0.119822429546153,0.294842913418134,0,0,8.14742014742015,17.2867429573494,"ALDOA","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Type I diabetes mellitus","1/69",0.123175226584005,0.294842913418134,0,0,7.90699523052464,16.5584129584277,"CPE","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Renin secretion","1/76",0.134812371611337,0.294842913418134,0,0,7.16648648648649,14.3607166435854,"KCNMA1","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Salivary secretion","1/78",0.138109556063528,0.294842913418134,0,0,6.97964197964198,13.8176532336028,"KCNMA1","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"RNA degradation","1/83",0.146299081639239,0.294842913418134,0,0,6.55240606460119,12.5943944280171,"ZCCHC7","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Insulin secretion","1/86",0.151176375696448,0.294842913418134,0,0,6.32019077901431,11.940787460669,"KCNMA1","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"mRNA surveillance pathway","1/96",0.167238869060356,0.294842913418134,0,0,5.65206258890469,10.1077651561587,"PNN","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"HIF-1 signaling pathway","1/104",0.179875413216285,0.294842913418134,0,0,5.2109682498032,8.9393681777976,"ALDOA","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
"Pancreatic secretion","1/105",0.181441792872698,0.294842913418134,0,0,5.16060291060291,8.8082222061374,"KCNMA1","Lamp5","females","M_MUT_and_WT_F_P60_CORT"
