"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Cell_Type","Sex","metadata"
"Bile secretion","6/72",0.316337160167881,0.500557035795059,0,0,1.325538417798,1.52562403009374,"NCEH1;ATP1A3;ATP1B3;ADCY1;ATP1A1;HMGCR","L2_3_IT","","Users"
"Th1 and Th2 cell differentiation","7/87",0.325694453149742,0.512349753785266,0,0,1.27587050078247,1.43126591062438,"MAPK9;PPP3CB;PPP3R1;JUN;MAPK1;RBPJ;JAK1","L2_3_IT","","Users"
"Th17 cell differentiation","8/102",0.332611618757398,0.520189101428722,0,0,1.24100701444543,1.3660754279778,"MAPK9;PPP3R1;JUN;PPP3CB;HSP90AA1;MAPK1;IL6ST;JAK1","L2_3_IT","","Users"
"Biosynthesis of unsaturated fatty acids","3/32",0.33888911530498,0.520920982954512,0,0,1.50782720964011,1.63159316306167,"ACOT7;SCP2;TECR","L2_3_IT","","Users"
"Galactose metabolism","3/32",0.33888911530498,0.520920982954512,0,0,1.50782720964011,1.63159316306167,"PFKL;PFKP;HK1","L2_3_IT","","Users"
"Pentose phosphate pathway","3/32",0.33888911530498,0.520920982954512,0,0,1.50782720964011,1.63159316306167,"PFKL;RPE;PFKP","L2_3_IT","","Users"
"Proteasome","4/46",0.342349204297268,0.523162175746677,0,0,1.38827552879075,1.48812585466846,"PSMD12;PSMC5;PSMD14;POMP","L2_3_IT","","Users"
"Pathways in cancer","37/535",0.344236821959709,0.523162175746677,0,0,1.08451273040881,1.15655194677912,"CAMK2B;ROCK2;CAMK2A;PTEN;XIAP;ADCY1;PIK3CB;GNAI1;IGF1R;MAPK9;RPS6KA5;CCND2;AKT3;MAPK1;ITGAV;CAMK2G;APPL1;JAK1;PRKCG;NCOA1;ARNT2;FZD3;JUN;MAP2K1;HSP90AA1;PRKCB;PRKCA;PIK3CA;APC;GNB2;GNAQ;GNB1;CCDC6;KRAS;IL6ST;CALM2;IFNAR1","L2_3_IT","","Users"
"Steroid biosynthesis","2/19",0.347457961577625,0.525090964406635,0,0,1.71454770528632,1.81246825973468,"MSMO1;FDFT1","L2_3_IT","","Users"
"Chronic myeloid leukemia","6/76",0.362697079634487,0.545058739785906,0,0,1.24952529878253,1.26725266964143,"MAP2K1;PIK3CA;AKT3;MAPK1;KRAS;PIK3CB","L2_3_IT","","Users"
"Amoebiasis","8/106",0.371962314115567,0.555877013872709,0,0,1.19009796557621,1.17696254012256,"PRKCG;RAB5B;PIK3CA;PRKCB;GNAQ;PRKCA;PIK3CB;ADCY1","L2_3_IT","","Users"
"Toxoplasmosis","8/108",0.391781804293247,0.580156839213678,0,0,1.16617071260767,1.09276051798323,"GNAO1;MAPK9;PDPK1;AKT3;XIAP;MAPK1;GNAI1;JAK1","L2_3_IT","","Users"
"Fructose and mannose metabolism","3/35",0.392522471140853,0.580156839213678,0,0,1.366249024961,1.2776634767411,"PFKL;PFKP;HK1","L2_3_IT","","Users"
"Phenylalanine, tyrosine and tryptophan biosynthesis","1/8",0.412189489468489,0.605896025502861,0,0,2.08144192256342,1.84472392345314,"GOT1","L2_3_IT","","Users"
"Alanine, aspartate and glutamate metabolism","3/37",0.42766708039783,0.62523067732074,0,0,1.28574378269248,1.09212392940383,"GOT1;GFPT1;NAT8L","L2_3_IT","","Users"
"Mannose type O-glycan biosynthesis","2/23",0.440113904021213,0.636508818181217,0,0,1.38767026685967,1.13889111821332,"B4GAT1;B3GAT1","L2_3_IT","","Users"
"Terpenoid backbone biosynthesis","2/23",0.440113904021213,0.636508818181217,0,0,1.38767026685967,1.13889111821332,"HMGCS1;HMGCR","L2_3_IT","","Users"
"Sulfur metabolism","1/9",0.449971357908472,0.643841996156272,0,0,1.82116433021807,1.45432965290204,"IMPAD1","L2_3_IT","","Users"
"Vitamin B6 metabolism","1/9",0.449971357908472,0.643841996156272,0,0,1.82116433021807,1.45432965290204,"PDXK","L2_3_IT","","Users"
"Peroxisome","6/84",0.455729295198069,0.648630584170797,0,0,1.12088771275636,0.880856666884372,"PEX5L;SCP2;ACSL6;ACSL4;FAR1;SOD2","L2_3_IT","","Users"
"Necroptosis","12/176",0.458773231441572,0.649526311883068,0,0,1.06629241469163,0.830854239306474,"CAMK2B;CYLD;MAPK9;HSP90AA1;CAMK2A;EIF2AK2;H2AFV;XIAP;SQSTM1;CAMK2G;IFNAR1;JAK1","L2_3_IT","","Users"
"Folate biosynthesis","2/26",0.504663906204745,0.710757019733384,0,0,1.21401662769551,0.830220571756117,"QDPR;GPHN","L2_3_IT","","Users"
"RNA transport","11/167",0.510793229987887,0.715642598264279,0,0,1.02719578955843,0.690060279236104,"CYFIP2;EIF1AX;FMR1;SUMO3;THOC1;UPF3A;RNPS1;RANGAP1;EIF4G3;EIF4B;EIF3A","L2_3_IT","","Users"
"Taurine and hypotaurine metabolism","1/11",0.518410776568576,0.720649683460059,0,0,1.45677570093458,0.957083201512635,"GGT7","L2_3_IT","","Users"
"Protein digestion and absorption","6/90",0.52338218255233,0.720649683460059,0,0,1.04048922149,0.673657807646828,"COL24A1;ATP1A3;ATP1B3;ATP1A1;SLC38A2;SLC8A2","L2_3_IT","","Users"
"Butanoate metabolism","2/27",0.525083040736697,0.720649683460059,0,0,1.16539360872954,0.750745229611027,"HMGCS1;OXCT1","L2_3_IT","","Users"
"Phototransduction","2/27",0.525083040736697,0.720649683460059,0,0,1.16539360872954,0.750745229611027,"GNB1;CALM2","L2_3_IT","","Users"
"Basal transcription factors","3/43",0.527914380291736,0.720857707098868,0,0,1.09253120124805,0.697932056925173,"GTF2A1;TAF15;MNAT1","L2_3_IT","","Users"
"IL-17 signaling pathway","6/91",0.534341555915889,0.725302212515438,0,0,1.02819298164927,0.644389132881362,"MAPK9;HSP90AA1;JUN;JUND;MAPK1;MAPK6","L2_3_IT","","Users"
"Mineral absorption","3/44",0.543667254194853,0.725302212515438,0,0,1.06582702332484,0.649534049640439,"ATP1A3;ATP1B3;ATP1A1","L2_3_IT","","Users"
"Pertussis","5/76",0.544305804182878,0.725302212515438,0,0,1.02574823943662,0.623905263461626,"MAPK9;JUN;MAPK1;CALM2;GNAI1","L2_3_IT","","Users"
"Protein export","2/28",0.5449254192984,0.725302212515438,0,0,1.12051082199173,0.680269222957239,"HSPA5;SRP9","L2_3_IT","","Users"
"Small cell lung cancer","6/92",0.545193113151971,0.725302212515438,0,0,1.01618270087459,0.61643188352838,"PIK3CA;AKT3;PTEN;XIAP;ITGAV;PIK3CB","L2_3_IT","","Users"
"Lysosome","8/124",0.547347022827635,0.725302212515438,0,0,1.00445548564794,0.605357464328978,"LAMP1;ATP6AP1;SORT1;CLTC;ATP6V0D1;NAGPA;ATP6V0A1;CTSB","L2_3_IT","","Users"
"Fatty acid elongation","2/29",0.564180816831637,0.743944312390737,0,0,1.07895268612338,0.617571458155651,"ACOT7;TECR","L2_3_IT","","Users"
"Glyoxylate and dicarboxylate metabolism","2/31",0.600907792681915,0.788048035167463,0,0,1.00443464939393,0.511572407418707,"MDH2;ACO2","L2_3_IT","","Users"
"Sphingolipid metabolism","3/48",0.603486599421923,0.788048035167463,0,0,0.970878835153406,0.490324339542343,"UGCG;CERS6;B4GALT6","L2_3_IT","","Users"
"Epstein-Barr virus infection","14/229",0.615504060063884,0.799726254206952,0,0,0.947797925091029,0.459979352958518,"JUN;USP7;PSMD12;PSMD14;EIF2AK2;PIK3CB;RBPJ;MAPK9;PSMC5;CCND2;PIK3CA;AKT3;JAK1;IFNAR1","L2_3_IT","","Users"
"beta-Alanine metabolism","2/32",0.618375690985301,0.799726254206952,0,0,0.970901532865679,0.466672649221968,"DPYD;ACADM","L2_3_IT","","Users"
"Fatty acid degradation","3/50",0.631378361189122,0.809408609702149,0,0,0.929465263716932,0.427414577917608,"ACSL6;ACSL4;ACADM","L2_3_IT","","Users"
"Leishmaniasis","4/67",0.63188032727677,0.809408609702149,0,0,0.924476165693964,0.424385645071853,"JUN;PRKCB;MAPK1;JAK1","L2_3_IT","","Users"
"MicroRNAs in cancer","17/281",0.637040658447009,0.812151360768935,0,0,0.937013072364019,0.422519618805427,"PRKCG;FZD3;MAP2K1;BMPR2;PRKCB;PRKCE;PTEN;PRKCA;IRS2;MARCKS;RPS6KA5;HNRNPK;ZEB1;CCND2;APC;KRAS;RECK","L2_3_IT","","Users"
"PPAR signaling pathway","5/85",0.644556037140013,0.817856481088035,0,0,0.909912109375,0.399627496470186,"SCP2;PDPK1;ACSL6;ACSL4;ACADM","L2_3_IT","","Users"
"Taste transduction","5/88",0.674715067064764,0.852104943851744,0,0,0.876882530120482,0.345022409421146,"GABRA2;GABBR2;GABRA1;GABBR1;PDE1A","L2_3_IT","","Users"
"Renin-angiotensin system","2/36",0.682348677385172,0.857718664563604,0,0,0.85649442941635,0.327364585486855,"ATP6AP2;LNPEP","L2_3_IT","","Users"
"Pantothenate and CoA biosynthesis","1/18",0.697552461681936,0.872751684616004,0,0,0.856606193879421,0.308530323853294,"DPYD","L2_3_IT","","Users"
"Valine, leucine and isoleucine degradation","3/56",0.706675567544112,0.880072813284102,0,0,0.823977864774968,0.286071605106139,"HMGCS1;OXCT1;ACADM","L2_3_IT","","Users"
"Arginine biosynthesis","1/19",0.71700213356556,0.884741164812548,0,0,0.808973693319488,0.269126506713115,"GOT1","L2_3_IT","","Users"
"One carbon pool by folate","1/19",0.71700213356556,0.884741164812548,0,0,0.808973693319488,0.269126506713115,"MTR","L2_3_IT","","Users"
"Legionellosis","3/58",0.728991529442434,0.891357824636431,0,0,0.793929939015742,0.250955828372083,"CLK1;RAB1A;ARF1","L2_3_IT","","Users"
"Pyrimidine metabolism","3/58",0.728991529442434,0.891357824636431,0,0,0.793929939015742,0.250955828372083,"NME7;DPYD;CMPK1","L2_3_IT","","Users"
"Homologous recombination","2/41",0.749662743047166,0.91248542027008,0,0,0.746487599176609,0.215086852597066,"NBN;SSBP1","L2_3_IT","","Users"
"Gastric cancer","8/150",0.755075131963539,0.914933380622486,0,0,0.819394046345418,0.230198942741495,"MAP2K1;FZD3;PIK3CA;APC;AKT3;MAPK1;KRAS;PIK3CB","L2_3_IT","","Users"
"Mismatch repair","1/22",0.768167884054476,0.920015332509426,0,0,0.693294763388221,0.182854393641993,"SSBP1","L2_3_IT","","Users"
"Other types of O-glycan biosynthesis","1/22",0.768167884054476,0.920015332509426,0,0,0.693294763388221,0.182854393641993,"OGT","L2_3_IT","","Users"
"NOD-like receptor signaling pathway","11/205",0.772751946697894,0.920015332509426,0,0,0.824301251031737,0.21250253698994,"MAPK9;GABARAPL1;JUN;HSP90AA1;ITPR1;XIAP;MAPK1;SUGT1;CTSB;JAK1;IFNAR1","L2_3_IT","","Users"
"Nucleotide excision repair","2/43",0.772949684561823,0.920015332509426,0,0,0.709997528658061,0.182853703309142,"MNAT1;RAD23B","L2_3_IT","","Users"
"Phenylalanine metabolism","1/23",0.783079405062368,0.927966343443951,0,0,0.661745964316058,0.161810901946899,"GOT1","L2_3_IT","","Users"
"Glycosphingolipid biosynthesis","2/45",0.794321713100567,0.937160266772161,0,0,0.676901883304029,0.155867976139802,"ST3GAL5;ST6GALNAC5","L2_3_IT","","Users"
"Ether lipid metabolism","2/47",0.813894529619089,0.956059512958668,0,0,0.646748073092578,0.133181268317614,"PLD3;PAFAH1B2","L2_3_IT","","Users"
"Type I diabetes mellitus","3/69",0.828578421358938,0.9584504407048,0,0,0.661218266912495,0.124337990228352,"PTPRN;ICA1;CPE","L2_3_IT","","Users"
"Amino sugar and nucleotide sugar metabolism","2/49",0.83178469576764,0.9584504407048,0,0,0.61916054460125,0.114038011199689,"GFPT1;HK1","L2_3_IT","","Users"
"Notch signaling pathway","2/49",0.83178469576764,0.9584504407048,0,0,0.61916054460125,0.114038011199689,"DTX3;RBPJ","L2_3_IT","","Users"
"Antigen processing and presentation","4/90",0.837991188764655,0.9584504407048,0,0,0.676397436595683,0.119551686574907,"HSP90AA1;HSPA5;CANX;CTSB","L2_3_IT","","Users"
"Arginine and proline metabolism","2/50",0.840134942643272,0.9584504407048,0,0,0.606228890620941,0.105600680037737,"GOT1;SAT2","L2_3_IT","","Users"
"p53 signaling pathway","3/71",0.84285871037527,0.9584504407048,0,0,0.64170184454437,0.10970274099304,"CCND2;ZMAT3;PTEN","L2_3_IT","","Users"
"Mucin type O-glycan biosynthesis","1/28",0.844434031401627,0.9584504407048,0,0,0.539056190146533,0.0911482895869388,"GALNT17","L2_3_IT","","Users"
"RNA polymerase","1/28",0.844434031401627,0.9584504407048,0,0,0.539056190146533,0.0911482895869388,"POLR2B","L2_3_IT","","Users"
"Starch and sucrose metabolism","1/33",0.888444321885822,0.989556759782965,0,0,0.454706970404984,0.0537842403766027,"HK1","L2_3_IT","","Users"
"Ovarian steroidogenesis","2/57",0.888780931840881,0.989556759782965,0,0,0.528874087720541,0.0623566320785608,"ADCY1;IGF1R","L2_3_IT","","Users"
"Pentose and glucuronate interconversions","1/34",0.895623503954332,0.989556759782965,0,0,0.440904370810913,0.0486031598020862,"RPE","L2_3_IT","","Users"
"Lysine degradation","2/59",0.899920949872838,0.989556759782965,0,0,0.510262405819693,0.0538063302864199,"KMT5B;ASH1L","L2_3_IT","","Users"
"DNA replication","1/35",0.902340995949431,0.989556759782965,0,0,0.427913688840022,0.0439736028628699,"SSBP1","L2_3_IT","","Users"
"Cell cycle","5/123",0.902991807988394,0.989556759782965,0,0,0.615631620762712,0.0628201572429132,"CCND2;YWHAQ;YWHAB;RAD21;YWHAZ","L2_3_IT","","Users"
"Transcriptional misregulation in cancer","8/183",0.907858210840473,0.989556759782965,0,0,0.663698400268486,0.0641577784144112,"ARNT2;CCNT2;CCND2;ZEB1;TAF15;ID2;PBX1;IGF1R","L2_3_IT","","Users"
"ECM-receptor interaction","3/83",0.908603083575453,0.989556759782965,0,0,0.545095553822153,0.0522457364245282,"SV2B;SV2A;ITGAV","L2_3_IT","","Users"
"JAK-STAT signaling pathway","7/164",0.908603668862025,0.989556759782965,0,0,0.647438772763972,0.0620546029059581,"CCND2;PIK3CA;AKT3;PIK3CB;IL6ST;IFNAR1;JAK1","L2_3_IT","","Users"
"Nicotinate and nicotinamide metabolism","1/36",0.90862646716131,0.989556759782965,0,0,0.415665331553182,0.0398295494020482,"NMNAT2","L2_3_IT","","Users"
"Basal cell carcinoma","2/63",0.919144944133626,0.996975766015909,0,0,0.476700356490296,0.0401912981078861,"FZD3;APC","L2_3_IT","","Users"
"Glutathione metabolism","2/64",0.923376978738734,0.997543804340239,0,0,0.468986498378297,0.0373865250727053,"GGT7;GPX4","L2_3_IT","","Users"
"Tyrosine metabolism","1/40",0.929977361643527,0.99963405184562,0,0,0.372953111270868,0.0270745443338601,"GOT1","L2_3_IT","","Users"
"Porphyrin and chlorophyll metabolism","1/41",0.934485204237081,0.99963405184562,0,0,0.363609813084112,0.0246380136842422,"EPRS","L2_3_IT","","Users"
"RIG-I-like receptor signaling pathway","2/68",0.938302590057269,0.99963405184562,0,0,0.440468598691514,0.0280502698524744,"MAPK9;CYLD","L2_3_IT","","Users"
"Drug metabolism","4/114",0.940176264375248,0.99963405184562,0,0,0.528138528138528,0.0325797598809349,"NME7;DPYD;CMPK1;GMPS","L2_3_IT","","Users"
"Glycerophospholipid metabolism","3/97",0.953166914499171,0.999993922376243,0,0,0.463562585056594,0.0222348926337593,"DGKZ;PLD3;CDS2","L2_3_IT","","Users"
"Malaria","1/49",0.961532332783685,0.999993922376243,0,0,0.302878374870197,0.0118810363852467,"LRP1","L2_3_IT","","Users"
"Neuroactive ligand-receptor interaction","15/348",0.964837525614459,0.999993922376243,0,0,0.65198269135277,0.0233380849327262,"GABRA2;GABBR2;GABRA1;GABRB1;GABBR1;GRID2;THRA;NPY1R;GRIK2;GABRG2;GRIN1;GRIN2A;HRH2;CNR1;GABRD","L2_3_IT","","Users"
"Fanconi anemia pathway","1/51",0.966327832227333,0.999993922376243,0,0,0.290732087227414,0.0099581936850551,"FANCL","L2_3_IT","","Users"
"Viral myocarditis","2/87",0.97859436147884,0.999993922376243,0,0,0.341662463894365,0.00739291356585559,"DMD;EIF4G3","L2_3_IT","","Users"
"Inflammatory bowel disease (IBD)","1/59",0.98023400060236,0.999993922376243,0,0,0.250523686754753,0.00500144478505088,"JUN","L2_3_IT","","Users"
"Cytosolic DNA-sensing pathway","1/61",0.982699129274292,0.999993922376243,0,0,0.242146936656282,0.00422601605941979,"ADAR","L2_3_IT","","Users"
"Glycerolipid metabolism","1/61",0.982699129274292,0.999993922376243,0,0,0.242146936656282,0.00422601605941979,"DGKZ","L2_3_IT","","Users"
"NF-kappa B signaling pathway","2/102",0.990962256087012,0.999993922376243,0,0,0.290179267342167,0.00263448883859614,"PRKCB;XIAP","L2_3_IT","","Users"
"Ribosome biogenesis in eukaryotes","2/115",0.995778989367143,0.999993922376243,0,0,0.256616475489554,0.00108547338401635,"SNU13;MDN1","L2_3_IT","","Users"
"Complement and coagulation cascades","1/88",0.997137601420475,0.999993922376243,0,0,0.166756185770043,0.000478007119565445,"CD46","L2_3_IT","","Users"
"Arachidonic acid metabolism","1/89",0.997322143150843,0.999993922376243,0,0,0.164852378929482,0.000442043200731414,"PTGES2","L2_3_IT","","Users"
"Systemic lupus erythematosus","2/143",0.999206500861255,0.999993922376243,0,0,0.205347617231334,0.000163007839262894,"GRIN2A;H2AFV","L2_3_IT","","Users"
"Herpes simplex virus 1 infection","11/433",0.999938920220734,0.999993922376243,0,0,0.374279241408558,2.28615916468213e-05,"PPP1CB;PIK3CA;AKT3;EIF2AK2;SRSF3;SRSF5;PIK3CB;SRSF7;JAK1;IFNAR1;SRPK1","L2_3_IT","","Users"
"Cytokine-cytokine receptor interaction","5/292",0.999967772670164,0.999993922376243,0,0,0.250816637630662,8.08328076133752e-06,"BMPR2;TNFRSF25;IL6ST;CX3CL1;IFNAR1","L2_3_IT","","Users"
"Olfactory transduction","9/1133",0.999993922376243,0.999993922376243,0,0,0.110386522607347,6.70889790940783e-07,"CAMK2B;GRK3;SLC24A4;PDE1A;GNB1;CAMK2A;CALM2;CAMK2G;SLC8A2","L2_3_IT","","Users"
"Huntington disease","31/192",1.30416314104381e-14,3.23432458978866e-12,0,0,6.5938639729449,210.809983622254,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;CLTB;NDUFB2;COX7A2;COX5B;COX7C;COX5A;UQCRH;POLR2E;CYC1;NDUFV2;POLR2I;POLR2L;CREBBP;NDUFC1;COX6C;SDHB;GRIN2B;NDUFS8;UQCRQ;DLG4;GNAQ;NDUFS5;NDUFAB1;VDAC2;NDUFS1;SLC25A5","L5_6","","Users"
"Alzheimer disease","29/175",4.70542290448527e-14,5.83472440156173e-12,0,0,6.78336005051977,208.16419636779,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;ATP2A2;COX7A2;COX5B;COX7C;COX5A;UQCRH;PPP3R1;GRIN2A;MAPK1;CYC1;NDUFV2;NDUFC1;COX6C;SDHB;GRIN2B;NDUFS8;UQCRQ;GNAQ;NDUFS5;NDUFAB1;NDUFS1;GAPDH;CDK5R1","L5_6","","Users"
"Oxidative phosphorylation","25/134",1.66307883547656e-13,1.37481183732729e-11,0,0,7.79251195244864,229.294162396206,"ATP6V1A;NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;COX7A2;COX5B;COX7C;COX5A;UQCRH;CYC1;ATP6V1E1;NDUFV2;ATP6V0B;NDUFC1;COX6C;SDHB;NDUFS8;PPA1;UQCRQ;NDUFS5;NDUFAB1;NDUFS1","L5_6","","Users"
"Parkinson disease","25/144",9.09190421190179e-13,5.63698061137911e-11,0,0,7.13398035270446,197.798321849973,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;COX7A2;COX5B;COX7C;COX5A;UQCRH;GNAI1;UCHL1;CYC1;NDUFV2;NDUFC1;COX6C;SDHB;NDUFS8;UQCRQ;NDUFS5;NDUFAB1;VDAC2;NDUFS1;SLC25A5","L5_6","","Users"
"Non-alcoholic fatty liver disease (NAFLD)","24/151",1.83966388521149e-11,9.12473287064899e-10,0,0,6.40327691903187,158.281661770414,"NDUFA11;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;PRKAG2;COX7A2;NDUFC1;COX5B;COX6C;SDHB;COX7C;COX5A;UQCRH;MAPK8;ITCH;NDUFS8;UQCRQ;NDUFS5;NDUFAB1;NDUFS1;CYC1;NDUFV2","L5_6","","Users"
"Thermogenesis","27/231",1.34474671587672e-09,5.55828642562378e-08,0,0,4.49041259613386,91.7259282307948,"NDUFA11;COX16;NDUFB6;NDUFA12;COX4I1;NDUFB4;NDUFB2;PRKAG2;COX7A2;COX5B;COX7C;COX5A;UQCRH;MLST8;CYC1;NDUFV2;ACTL6B;NDUFC1;COX6C;SDHB;NDUFS8;UQCRQ;NDUFS5;NDUFAB1;NDUFAF3;NDUFS1;SOS1","L5_6","","Users"
"Retrograde endocannabinoid signaling","18/150",5.10916029803712e-07,1.81010250559029e-05,0,0,4.57114624505929,66.2224725972767,"GRIA1;NDUFA11;NDUFB6;NDUFA12;NDUFB4;NDUFB2;NDUFC1;GNAI1;MAPK8;NDUFS8;GNAQ;NDUFS5;GNB1;NDUFAB1;MAPK1;NDUFS1;SLC17A7;NDUFV2","L5_6","","Users"
"Cardiac muscle contraction","12/78",3.01040106229135e-06,9.33224329310317e-05,0,0,6.052573932092,76.9490188551243,"CACNG8;UQCRQ;COX4I1;ATP2A2;COX7A2;CYC1;COX5B;COX6C;COX7C;COX5A;CACNG3;UQCRH","L5_6","","Users"
"Glutamatergic synapse","13/114",3.3574028725978e-05,0.000925151013782506,0,0,4.2843632639126,44.1364724341023,"GRIA1;HOMER1;SLC1A2;GRIN2B;GNAI1;GLS;PPP3R1;GRIN2A;DLG4;GNAQ;GNB1;MAPK1;SLC17A7","L5_6","","Users"
"Synaptic vesicle cycle","9/77",0.000446846927856204,0.0110818038108339,0,0,4.38283138597905,33.8060690716948,"ATP6V1A;SNAP25;ATP6V0B;STXBP1;CLTB;SLC1A2;SLC17A7;ATP6V1E1;VAMP2","L5_6","","Users"
"Ferroptosis","6/40",0.00107782417845923,0.0243000360234444,0,0,5.82413067441627,39.7951836690788,"PRNP;GPX4;PCBP1;FTH1;VDAC2;SAT2","L5_6","","Users"
"Long-term potentiation","7/67",0.0036299880453481,0.075019752937194,0,0,3.85179180887372,21.6413921320207,"GRIA1;PPP3R1;GRIN2A;CREBBP;GNAQ;MAPK1;GRIN2B","L5_6","","Users"
"Ribosome","12/170",0.00485547237745724,0.089227050112856,0,0,2.51626397089261,13.4057709385503,"MRPL4;RPS4X;RPS17;MRPL2;RPL36AL;RPS27L;RPS2;RPS11;RPL29;RPL6;RPS12;RPL19","L5_6","","Users"
"Pyruvate metabolism","5/38",0.00503701089346768,0.089227050112856,0,0,4.99226963512678,26.4138113319986,"MDH1;ACYP2;PDHB;ME2;ACYP1","L5_6","","Users"
"Dopaminergic synapse","10/135",0.00700147648036572,0.11575774447538,0,0,2.64590051457976,13.1279905527936,"GRIA1;GRIN2A;MAPK8;PPP2R2B;GNAQ;GNB1;PPP2R5C;CLOCK;GRIN2B;GNAI1","L5_6","","Users"
"Circadian entrainment","8/99",0.0092090803134064,0.142740744857799,0,0,2.9027519489058,13.6068392843476,"GRIA1;GRIN2A;RPS6KA5;GNAQ;GNB1;MAPK1;GRIN2B;GNAI1","L5_6","","Users"
"Cocaine addiction","5/48",0.0135021820717077,0.185935700041654,0,0,3.82929916152508,16.4847651691158,"GRIN2A;DLG4;GRIN2B;GNAI1;CDK5R1","L5_6","","Users"
"Gap junction","7/86",0.0139039088034016,0.185935700041654,0,0,2.92253855791247,12.4955628077548,"TUBA1A;TUBB3;GNAQ;MAPK1;SOS1;TUBB4A;GNAI1","L5_6","","Users"
"Citrate cycle (TCA cycle)","4/32",0.0142450737935138,0.185935700041654,0,0,4.70021828765462,19.9822454303977,"MDH1;ACO1;PDHB;SDHB","L5_6","","Users"
"Progesterone-mediated oocyte maturation","7/90",0.0174933497866845,0.216917537354888,0,0,2.78111764463999,11.2522197782409,"MAPK8;PDE3B;MAPK1;CPEB3;GNAI1;ANAPC10;CPEB4","L5_6","","Users"
"Amyotrophic lateral sclerosis (ALS)","5/52",0.0186208478464073,0.219903345995668,0,0,3.50267766681141,13.9528235736845,"GRIA1;PPP3R1;GRIN2A;SLC1A2;GRIN2B","L5_6","","Users"
"Ubiquitin mediated proteolysis","9/138",0.021918007534598,0.247075721299105,0,0,2.30304237018159,8.79865066498506,"ITCH;FANCL;FBXO2;UBR5;UBE2QL1;XIAP;ELOB;STUB1;ANAPC10","L5_6","","Users"
"mRNA surveillance pathway","7/96",0.0240307767912293,0.259114462792386,0,0,2.59282126011428,9.66712639336759,"PNN;DDX39B;PPP2R2B;UPF3B;UPF3A;PPP2R5C;GSPT1","L5_6","","Users"
"Glycerophospholipid metabolism","7/97",0.0252635887233425,0.261057083474539,0,0,2.56387940841866,9.43095119934835,"DGKG;PLA2G12A;ETNK1;LPIN1;DGKZ;DGKI;SELENOI","L5_6","","Users"
"Nicotine addiction","4/40",0.0301066007946526,0.287633887356254,0,0,3.65421618562535,12.8007588944758,"GRIA1;GRIN2A;SLC17A7;GRIN2B","L5_6","","Users"
"Sphingolipid signaling pathway","8/124",0.0314513506565219,0.287633887356254,0,0,2.27421161214265,7.8672105919849,"MAPK8;CERS6;ROCK2;PPP2R2B;GNAQ;MAPK1;PPP2R5C;GNAI1","L5_6","","Users"
"Glucagon signaling pathway","7/102",0.0320778963162636,0.287633887356254,0,0,2.42830968205497,8.35238502312864,"PPP3R1;CREBBP;GNAQ;PDE3B;PHKG2;PRKAG2;PDHB","L5_6","","Users"
"Adrenergic signaling in cardiomyocytes","9/148",0.0324747937337706,0.287633887356254,0,0,2.13624716665024,7.3215408332679,"CACNG8;RPS6KA5;PPP2R2B;GNAQ;ATP2A2;MAPK1;PPP2R5C;CACNG3;GNAI1","L5_6","","Users"
"FoxO signaling pathway","8/132",0.0430394959582191,0.355793166587945,0,0,2.12660601047698,6.68953070878379,"CREBBP;MAPK8;HOMER1;PRKAG2;MAPK1;CSNK1E;SOS1;ATG12","L5_6","","Users"
"Spliceosome","8/132",0.0430394959582191,0.355793166587945,0,0,2.12660601047698,6.68953070878379,"HNRNPK;DDX39B;SNRPD1;PCBP1;BUD31;SRSF4;PLRG1;SRSF7","L5_6","","Users"
"Protein export","3/28",0.0490718579590664,0.380306899182765,0,0,3.94210169491525,11.8833455860132,"SEC61G;SEC61B;SRP14","L5_6","","Users"
"RNA polymerase","3/28",0.0490718579590664,0.380306899182765,0,0,3.94210169491525,11.8833455860132,"POLR2E;POLR2I;POLR2L","L5_6","","Users"
"Renal cell carcinoma","5/68",0.0510837074620061,0.383901801532652,0,0,2.61094914156139,7.76571905795619,"CREBBP;MAPK1;ELOB;SOS1;PAK3","L5_6","","Users"
"IL-17 signaling pathway","6/91",0.0533925023642339,0.389451193715589,0,0,2.32351939072051,6.80810919322431,"USP25;MAPK8;JUND;MAPK1;TAB2;MAP3K7","L5_6","","Users"
"Circadian rhythm","3/30",0.0582589010651995,0.412805927547699,0,0,3.64971751412429,10.3756300569758,"PRKAG2;CSNK1E;CLOCK","L5_6","","Users"
"Cysteine and methionine metabolism","4/50",0.0604020419161938,0.416102955422668,0,0,2.85834502103787,8.02260948961097,"AHCYL2;DNMT1;MDH1;BCAT1","L5_6","","Users"
"cGMP-PKG signaling pathway","9/172",0.0709273036400537,0.456349258686523,0,0,1.81943860828641,4.81441617183235,"PPP3R1;ROCK2;GNAQ;PDE3B;VDAC2;ATP2A2;MAPK1;SLC25A5;GNAI1","L5_6","","Users"
