,Unnamed: 0,Metadata,Sex,Cell Type,Time Point,Tissue,Ontology,GO.ID,Term,Annotated,Significant,Expected,Fisher
2,3,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0034362,low-density lipoprotein particle,7,2,0.02,0.00013
3,4,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0097450,astrocyte end-foot,9,2,0.02,0.00022
4,5,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0031253,cell projection membrane,242,5,0.62,0.00034
5,6,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0043025,neuronal cell body,622,7,1.58,0.00083
6,7,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0098978,glutamatergic synapse,304,5,0.77,0.00096
7,8,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0031594,neuromuscular junction,82,3,0.21,0.00116
8,9,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0043197,dendritic spine,184,4,0.47,0.00117
9,10,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0009986,cell surface,579,8,1.47,0.00218
10,11,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0031045,dense core granule,28,2,0.07,0.00228
11,12,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0033291,eukaryotic 80S initiation complex,1,1,0.0,0.00254
12,13,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0045211,postsynaptic membrane,240,4,0.61,0.00309
13,14,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0045202,synapse,1171,16,2.98,0.0034
14,15,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0062023,collagen-containing extracellular matrix,267,4,0.68,0.00452
15,16,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0034365,discoidal high-density lipoprotein particle,2,1,0.01,0.00508
16,17,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0099160,postsynaptic intermediate filament cytoskeleton,2,1,0.01,0.00508
17,18,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0099182,presynaptic intermediate filament cytoskeleton,2,1,0.01,0.00508
18,19,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0005887,integral component of plasma membrane,859,7,2.19,0.00521
19,20,Astro_M_E18_WB_CC,M,Astro,E18,WB,CC,GO:0031256,leading edge membrane,139,3,0.35,0.00521
0,1,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0005314,high-affinity glutamate transmembrane transporter activity,4,2,0.01,3.9e-05
1,2,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0005102,signaling receptor binding,1009,9,2.61,0.00082
2,3,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0008201,heparin binding,101,3,0.26,0.00221
3,4,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0031721,hemoglobin alpha binding,1,1,0.0,0.00258
4,5,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0031722,hemoglobin beta binding,1,1,0.0,0.00258
5,6,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0046911,metal chelating activity,1,1,0.0,0.00258
6,7,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0019838,growth factor binding,113,3,0.29,0.00305
7,8,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0004962,endothelin receptor activity,2,1,0.01,0.00516
8,9,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0099184,structural constituent of postsynaptic intermediate filament...,2,1,0.01,0.00516
9,10,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0060228,phosphatidylcholine-sterol O-acyltransferase activator activ...,2,1,0.01,0.00516
10,11,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0008240,tripeptidyl-peptidase activity,3,1,0.01,0.00773
11,12,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0035373,chondroitin sulfate proteoglycan binding,3,1,0.01,0.00773
12,13,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0046848,hydroxyapatite binding,3,1,0.01,0.00773
13,14,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity,3,1,0.01,0.00773
14,15,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0004473,malate dehydrogenase (decarboxylating) (NADP+) activity,3,1,0.01,0.00773
15,16,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0015250,water channel activity,3,1,0.01,0.00773
16,17,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0033229,cysteine transmembrane transporter activity,3,1,0.01,0.00773
17,18,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0016209,antioxidant activity,53,2,0.14,0.00823
18,19,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:0008948,oxaloacetate decarboxylase activity,4,1,0.01,0.0103
19,20,Astro_M_E18_WB_MF,M,Astro,E18,WB,MF,GO:1904399,heparan sulfate binding,4,1,0.01,0.0103
0,1,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000002,mitochondrial genome maintenance,22,0,0.0,1
1,2,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000003,reproduction,828,0,0.0,1
2,3,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000012,single strand break repair,11,0,0.0,1
3,4,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000018,regulation of DNA recombination,73,0,0.0,1
4,5,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000019,regulation of mitotic recombination,6,0,0.0,1
5,6,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000022,mitotic spindle elongation,6,0,0.0,1
6,7,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000027,ribosomal large subunit assembly,23,0,0.0,1
7,8,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000028,ribosomal small subunit assembly,19,0,0.0,1
8,9,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000032,cell wall mannoprotein biosynthetic process,2,0,0.0,1
9,10,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000038,very long-chain fatty acid metabolic process,27,0,0.0,1
10,11,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000041,transition metal ion transport,71,0,0.0,1
11,12,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000045,autophagosome assembly,83,0,0.0,1
12,13,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000050,urea cycle,5,0,0.0,1
13,14,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000052,citrulline metabolic process,7,0,0.0,1
14,15,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000053,argininosuccinate metabolic process,2,0,0.0,1
15,16,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000054,ribosomal subunit export from nucleus,14,0,0.0,1
16,17,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000055,ribosomal large subunit export from nucleus,7,0,0.0,1
17,18,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000056,ribosomal small subunit export from nucleus,8,0,0.0,1
18,19,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000070,mitotic sister chromatid segregation,139,0,0.0,1
19,20,Peri_M_E18_WB_BP,M,Peri,E18,WB,BP,GO:0000075,cell cycle checkpoint signaling,148,0,0.0,1
0,1,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000015,phosphopyruvate hydratase complex,2,0,0.0,1
1,2,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000109,nucleotide-excision repair complex,13,0,0.0,1
2,3,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
5,6,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000118,histone deacetylase complex,66,0,0.0,1
6,7,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000120,RNA polymerase I transcription regulator complex,5,0,0.0,1
7,8,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000123,histone acetyltransferase complex,69,0,0.0,1
8,9,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000124,SAGA complex,17,0,0.0,1
9,10,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000126,transcription factor TFIIIB complex,3,0,0.0,1
10,11,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000127,transcription factor TFIIIC complex,5,0,0.0,1
11,12,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000137,Golgi cis cisterna,10,0,0.0,1
12,13,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000138,Golgi trans cisterna,11,0,0.0,1
13,14,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000139,Golgi membrane,203,0,0.0,1
14,15,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000145,exocyst,12,0,0.0,1
15,16,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000151,ubiquitin ligase complex,249,0,0.0,1
16,17,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000152,nuclear ubiquitin ligase complex,37,0,0.0,1
17,18,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000153,cytoplasmic ubiquitin ligase complex,12,0,0.0,1
18,19,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000159,protein phosphatase type 2A complex,17,0,0.0,1
19,20,Peri_M_E18_WB_CC,M,Peri,E18,WB,CC,GO:0000164,protein phosphatase type 1 complex,9,0,0.0,1
0,1,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",1,0,0.0,1
1,2,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,11,0,0.0,1
3,4,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",4,0,0.0,1
4,5,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000030,mannosyltransferase activity,22,0,0.0,1
5,6,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000033,"alpha-1,3-mannosyltransferase activity",3,0,0.0,1
6,7,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000035,acyl binding,1,0,0.0,1
7,8,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000036,acyl carrier activity,1,0,0.0,1
8,9,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000048,peptidyltransferase activity,3,0,0.0,1
9,10,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000049,tRNA binding,61,0,0.0,1
10,11,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000062,fatty-acyl-CoA binding,19,0,0.0,1
11,12,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000064,L-ornithine transmembrane transporter activity,3,0,0.0,1
12,13,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000095,S-adenosyl-L-methionine transmembrane transporter activity,1,0,0.0,1
13,14,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000099,sulfur amino acid transmembrane transporter activity,5,0,0.0,1
14,15,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000104,succinate dehydrogenase activity,4,0,0.0,1
15,16,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000121,glycerol-1-phosphatase activity,1,0,0.0,1
16,17,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000140,acylglycerone-phosphate reductase activity,1,0,0.0,1
17,18,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000146,microfilament motor activity,10,0,0.0,1
18,19,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000149,SNARE binding,102,0,0.0,1
19,20,Peri_M_E18_WB_MF,M,Peri,E18,WB,MF,GO:0000150,DNA strand exchange activity,1,0,0.0,1
0,1,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000002,mitochondrial genome maintenance,19,0,0.0,1
1,2,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000003,reproduction,786,0,0.0,1
2,3,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000012,single strand break repair,11,0,0.0,1
3,4,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000018,regulation of DNA recombination,66,0,0.0,1
4,5,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000019,regulation of mitotic recombination,5,0,0.0,1
5,6,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000022,mitotic spindle elongation,6,0,0.0,1
6,7,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000027,ribosomal large subunit assembly,22,0,0.0,1
7,8,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000028,ribosomal small subunit assembly,19,0,0.0,1
8,9,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000032,cell wall mannoprotein biosynthetic process,2,0,0.0,1
9,10,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000038,very long-chain fatty acid metabolic process,22,0,0.0,1
10,11,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000041,transition metal ion transport,67,0,0.0,1
11,12,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000045,autophagosome assembly,82,0,0.0,1
12,13,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000050,urea cycle,5,0,0.0,1
13,14,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000052,citrulline metabolic process,6,0,0.0,1
14,15,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000053,argininosuccinate metabolic process,2,0,0.0,1
15,16,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000054,ribosomal subunit export from nucleus,14,0,0.0,1
16,17,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000055,ribosomal large subunit export from nucleus,7,0,0.0,1
17,18,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000056,ribosomal small subunit export from nucleus,8,0,0.0,1
18,19,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000070,mitotic sister chromatid segregation,135,0,0.0,1
19,20,Endo_M_E18_WB_BP,M,Endo,E18,WB,BP,GO:0000075,cell cycle checkpoint signaling,144,0,0.0,1
0,1,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000015,phosphopyruvate hydratase complex,2,0,0.0,1
1,2,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000109,nucleotide-excision repair complex,13,0,0.0,1
2,3,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
5,6,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000118,histone deacetylase complex,65,0,0.0,1
6,7,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000120,RNA polymerase I transcription regulator complex,5,0,0.0,1
7,8,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000123,histone acetyltransferase complex,72,0,0.0,1
8,9,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000124,SAGA complex,17,0,0.0,1
9,10,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000126,transcription factor TFIIIB complex,3,0,0.0,1
10,11,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000127,transcription factor TFIIIC complex,5,0,0.0,1
11,12,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000137,Golgi cis cisterna,10,0,0.0,1
12,13,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000138,Golgi trans cisterna,12,0,0.0,1
13,14,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000139,Golgi membrane,197,0,0.0,1
14,15,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000145,exocyst,13,0,0.0,1
15,16,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000151,ubiquitin ligase complex,243,0,0.0,1
16,17,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000152,nuclear ubiquitin ligase complex,39,0,0.0,1
17,18,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000153,cytoplasmic ubiquitin ligase complex,13,0,0.0,1
18,19,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000159,protein phosphatase type 2A complex,18,0,0.0,1
19,20,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000164,protein phosphatase type 1 complex,9,0,0.0,1
0,1,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",2,0,0.0,1
1,2,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,12,0,0.0,1
3,4,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",3,0,0.0,1
4,5,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000030,mannosyltransferase activity,21,0,0.0,1
5,6,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000033,"alpha-1,3-mannosyltransferase activity",3,0,0.0,1
6,7,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000035,acyl binding,1,0,0.0,1
7,8,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000036,acyl carrier activity,1,0,0.0,1
8,9,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000048,peptidyltransferase activity,1,0,0.0,1
9,10,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000049,tRNA binding,56,0,0.0,1
10,11,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000062,fatty-acyl-CoA binding,18,0,0.0,1
11,12,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000064,L-ornithine transmembrane transporter activity,4,0,0.0,1
12,13,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000099,sulfur amino acid transmembrane transporter activity,4,0,0.0,1
13,14,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000104,succinate dehydrogenase activity,4,0,0.0,1
14,15,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000121,glycerol-1-phosphatase activity,1,0,0.0,1
15,16,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000140,acylglycerone-phosphate reductase activity,1,0,0.0,1
16,17,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000146,microfilament motor activity,13,0,0.0,1
17,18,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000149,SNARE binding,97,0,0.0,1
18,19,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000150,DNA strand exchange activity,1,0,0.0,1
19,20,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000166,nucleotide binding,1456,0,0.0,1
0,1,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0050808,synapse organization,463,29,7.84,1.6e-05
1,2,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0045944,positive regulation of transcription by RNA polymerase II,950,34,16.08,2.8e-05
2,3,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0035914,skeletal muscle cell differentiation,58,7,0.98,5.3e-05
3,4,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0086091,regulation of heart rate by cardiac conduction,26,5,0.44,6.6e-05
4,5,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0048661,positive regulation of smooth muscle cell proliferation,89,8,1.51,0.00013
5,6,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0086015,SA node cell action potential,7,3,0.12,0.00016
6,7,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0010656,negative regulation of muscle cell apoptotic process,49,6,0.83,0.00017
7,8,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0086005,ventricular cardiac muscle cell action potential,18,4,0.3,0.0002
8,9,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0099150,regulation of postsynaptic specialization assembly,18,4,0.3,0.0002
9,10,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0048013,ephrin receptor signaling pathway,33,5,0.56,0.00022
10,11,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0030862,positive regulation of polarized epithelial cell differentia...,2,2,0.03,0.00029
11,12,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:2000463,positive regulation of excitatory postsynaptic potential,36,5,0.61,0.00033
12,13,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0060291,long-term synaptic potentiation,105,8,1.78,0.00041
13,14,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0099149,regulation of postsynaptic neurotransmitter receptor interna...,22,4,0.37,0.00046
14,15,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0086014,atrial cardiac muscle cell action potential,10,3,0.17,0.00053
15,16,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0048814,regulation of dendrite morphogenesis,89,7,1.51,0.00078
16,17,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0007411,axon guidance,202,13,3.42,0.00078
17,18,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0002042,cell migration involved in sprouting angiogenesis,44,5,0.74,0.00085
18,19,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0098582,innate vocalization behavior,3,2,0.05,0.00085
19,20,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0061577,calcium ion transmembrane transport via high voltage-gated c...,12,3,0.2,0.00094
0,1,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0014069,postsynaptic density,316,17,5.28,2.4e-05
1,2,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0098978,glutamatergic synapse,311,16,5.19,7e-05
2,3,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0098982,GABA-ergic synapse,68,7,1.14,0.00014
3,4,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0045211,postsynaptic membrane,250,16,4.17,0.00037
4,5,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0030424,axon,656,25,10.95,0.00051
5,6,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0044327,dendritic spine head,13,3,0.22,0.00116
6,7,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0035976,transcription factor AP-1 complex,4,2,0.07,0.00163
7,8,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0034703,cation channel complex,184,13,3.07,0.00172
8,9,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0044291,cell-cell contact zone,79,6,1.32,0.00205
9,10,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0098685,Schaffer collateral - CA1 synapse,81,6,1.35,0.00233
10,11,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0099060,integral component of postsynaptic specialization membrane,56,5,0.93,0.00238
11,12,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0005954,calcium- and calmodulin-dependent protein kinase complex,5,2,0.08,0.00268
12,13,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0060076,excitatory synapse,63,5,1.05,0.00398
13,14,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0097457,hippocampal mossy fiber,6,2,0.1,0.00398
14,15,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0005912,adherens junction,123,7,2.05,0.00458
15,16,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0099026,anchored component of presynaptic membrane,7,2,0.12,0.00552
16,17,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0120206,photoreceptor distal connecting cilium,7,2,0.12,0.00552
17,18,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0043209,myelin sheath,199,9,3.32,0.0063
18,19,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0098563,intrinsic component of synaptic vesicle membrane,24,3,0.4,0.00718
19,20,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0005845,mRNA cap binding complex,8,2,0.13,0.00727
0,1,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase...",338,16,5.75,0.00022
1,2,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0044325,transmembrane transporter binding,127,9,2.16,0.00032
2,3,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0070097,delta-catenin binding,9,3,0.15,0.00038
3,4,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0004683,calmodulin-dependent protein kinase activity,24,4,0.41,0.00066
4,5,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0050839,cell adhesion molecule binding,238,12,4.05,0.00079
5,6,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0086056,voltage-gated calcium channel activity involved in AV node c...,3,2,0.05,0.00085
6,7,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0005250,A-type (transient outward) potassium channel activity,4,2,0.07,0.00169
