,Unnamed: 0,Metadata,Sex,Cell Type,Time Point,Tissue,Ontology,GO.ID,Term,Annotated,Significant,Expected,Fisher
17,18,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0031226,intrinsic component of plasma membrane,981,3,0.76,0.0361
18,19,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0043229,intracellular organelle,9793,11,7.62,0.0368
19,20,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0098889,intrinsic component of presynaptic membrane,49,1,0.04,0.0375
0,1,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0000979,RNA polymerase II core promoter sequence-specific DNA bindin...,18,2,0.02,0.0001
1,2,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0005515,protein binding,7075,12,6.09,0.00057
2,3,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0044729,hemi-methylated DNA-binding,2,1,0.0,0.00172
3,4,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0005524,ATP binding,1218,5,1.05,0.00238
4,5,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase...",329,3,0.28,0.00245
5,6,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0004525,ribonuclease III activity,3,1,0.0,0.00258
6,7,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0004530,deoxyribonuclease I activity,3,1,0.0,0.00258
7,8,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0010385,double-stranded methylated DNA binding,5,1,0.0,0.0043
8,9,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0008294,calcium- and calmodulin-responsive adenylate cyclase activit...,5,1,0.0,0.0043
9,10,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0005004,GPI-linked ephrin receptor activity,6,1,0.01,0.00516
10,11,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0070883,pre-miRNA binding,8,1,0.01,0.00687
11,12,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0035197,siRNA binding,10,1,0.01,0.00858
12,13,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0043008,ATP-dependent protein binding,11,1,0.01,0.00944
13,14,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0005005,transmembrane-ephrin receptor activity,13,1,0.01,0.01115
14,15,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0042803,protein homodimerization activity,566,3,0.49,0.01115
15,16,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0046982,protein heterodimerization activity,229,2,0.2,0.01593
16,17,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0044877,protein-containing complex binding,1218,4,1.05,0.01626
17,18,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0070412,R-SMAD binding,24,1,0.02,0.02049
18,19,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0035035,histone acetyltransferase binding,27,1,0.02,0.02302
19,20,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0035198,miRNA binding,29,1,0.02,0.02471
0,1,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0098759,cellular response to interleukin-8,1,1,0.0,0.00057
1,2,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0072303,positive regulation of glomerular metanephric mesangial cell...,1,1,0.0,0.00057
2,3,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0071506,cellular response to mycophenolic acid,2,1,0.0,0.00114
3,4,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0060086,circadian temperature homeostasis,3,1,0.0,0.0017
4,5,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:2000182,regulation of progesterone biosynthetic process,3,1,0.0,0.0017
5,6,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0071504,cellular response to heparin,4,1,0.0,0.00227
6,7,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:1902949,positive regulation of tau-protein kinase activity,5,1,0.0,0.00284
7,8,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0090027,negative regulation of monocyte chemotaxis,5,1,0.0,0.00284
8,9,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0043568,positive regulation of insulin-like growth factor receptor s...,7,1,0.0,0.00397
9,10,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0044849,estrous cycle,7,1,0.0,0.00397
10,11,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:1903753,negative regulation of p38MAPK cascade,7,1,0.0,0.00397
11,12,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0032868,response to insulin,196,2,0.11,0.00511
12,13,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0046886,positive regulation of hormone biosynthetic process,10,1,0.01,0.00567
13,14,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0061418,regulation of transcription from RNA polymerase II promoter ...,12,1,0.01,0.0068
14,15,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0035970,peptidyl-threonine dephosphorylation,14,1,0.01,0.00793
15,16,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0007517,muscle organ development,248,2,0.14,0.00807
16,17,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0070262,peptidyl-serine dephosphorylation,17,1,0.01,0.00962
17,18,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0035372,protein localization to microtubule,18,1,0.01,0.01018
18,19,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0070498,interleukin-1-mediated signaling pathway,19,1,0.01,0.01075
19,20,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0045475,locomotor rhythm,19,1,0.01,0.01075
0,1,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005881,cytoplasmic microtubule,68,1,0.04,0.038
1,2,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0044291,cell-cell contact zone,76,1,0.04,0.042
2,3,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0097730,non-motile cilium,119,1,0.07,0.065
3,4,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005887,integral component of plasma membrane,907,2,0.51,0.089
4,5,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005694,chromosome,928,2,0.52,0.092
5,6,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0031226,intrinsic component of plasma membrane,963,2,0.54,0.099
6,7,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0030426,growth cone,190,1,0.11,0.103
7,8,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0030427,site of polarized growth,195,1,0.11,0.105
8,9,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0150034,distal axon,327,1,0.18,0.171
9,10,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005874,microtubule,376,1,0.21,0.194
10,11,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005911,cell-cell junction,396,1,0.22,0.203
11,12,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0000785,chromatin,466,1,0.26,0.235
12,13,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005929,cilium,512,1,0.29,0.255
13,14,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0070161,anchoring junction,513,1,0.29,0.256
14,15,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0099513,polymeric cytoskeletal fiber,537,1,0.3,0.266
15,16,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0120025,plasma membrane bounded cell projection,1902,2,1.08,0.293
16,17,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0030424,axon,638,1,0.36,0.309
17,18,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0043228,non-membrane-bounded organelle,3581,3,2.03,0.329
18,19,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0043232,intracellular non-membrane-bounded organelle,3581,3,2.03,0.329
19,20,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0099512,supramolecular fiber,703,1,0.4,0.335
0,1,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0044729,hemi-methylated DNA-binding,1,1,0.0,0.00057
1,2,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0010385,double-stranded methylated DNA binding,5,1,0.0,0.00286
2,3,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0004983,neuropeptide Y receptor activity,5,1,0.0,0.00286
3,4,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0008330,protein tyrosine/threonine phosphatase activity,11,1,0.01,0.00629
4,5,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,12,1,0.01,0.00686
5,6,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0000979,RNA polymerase II core promoter sequence-specific DNA bindin...,18,1,0.01,0.01028
6,7,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0140033,acetylation-dependent protein binding,20,1,0.01,0.01141
7,8,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0070577,lysine-acetylated histone binding,20,1,0.01,0.01141
8,9,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0005158,insulin receptor binding,23,1,0.01,0.01312
9,10,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0035035,histone acetyltransferase binding,26,1,0.01,0.01482
10,11,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0051019,mitogen-activated protein kinase binding,31,1,0.02,0.01764
11,12,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0001046,core promoter sequence-specific DNA binding,41,1,0.02,0.02327
12,13,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:1990841,promoter-specific chromatin binding,59,1,0.03,0.03334
13,14,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0008270,zinc ion binding,544,2,0.31,0.03635
14,15,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0106306,protein serine phosphatase activity,66,1,0.04,0.03723
15,16,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0106307,protein threonine phosphatase activity,66,1,0.04,0.03723
16,17,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0004722,protein serine/threonine phosphatase activity,82,1,0.05,0.04607
17,18,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0004725,protein tyrosine phosphatase activity,87,1,0.05,0.04882
18,19,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0051219,phosphoprotein binding,97,1,0.06,0.0543
19,20,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0046914,transition metal ion binding,721,2,0.41,0.06069
0,1,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000002,mitochondrial genome maintenance,25,0,0.0,1
1,2,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000003,reproduction,922,0,0.0,1
2,3,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000012,single strand break repair,11,0,0.0,1
3,4,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000018,regulation of DNA recombination,77,0,0.0,1
4,5,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000019,regulation of mitotic recombination,6,0,0.0,1
5,6,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000022,mitotic spindle elongation,5,0,0.0,1
6,7,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000027,ribosomal large subunit assembly,24,0,0.0,1
7,8,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000028,ribosomal small subunit assembly,19,0,0.0,1
8,9,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000032,cell wall mannoprotein biosynthetic process,2,0,0.0,1
9,10,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000038,very long-chain fatty acid metabolic process,29,0,0.0,1
10,11,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000041,transition metal ion transport,86,0,0.0,1
11,12,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000045,autophagosome assembly,89,0,0.0,1
12,13,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000050,urea cycle,5,0,0.0,1
13,14,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000052,citrulline metabolic process,7,0,0.0,1
14,15,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000053,argininosuccinate metabolic process,2,0,0.0,1
15,16,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000054,ribosomal subunit export from nucleus,15,0,0.0,1
16,17,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000055,ribosomal large subunit export from nucleus,8,0,0.0,1
17,18,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000056,ribosomal small subunit export from nucleus,9,0,0.0,1
18,19,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000070,mitotic sister chromatid segregation,127,0,0.0,1
19,20,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000075,cell cycle checkpoint signaling,143,0,0.0,1
0,1,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000015,phosphopyruvate hydratase complex,4,0,0.0,1
1,2,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000109,nucleotide-excision repair complex,13,0,0.0,1
2,3,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
5,6,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000118,histone deacetylase complex,70,0,0.0,1
6,7,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000120,RNA polymerase I transcription regulator complex,5,0,0.0,1
7,8,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000123,histone acetyltransferase complex,77,0,0.0,1
8,9,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000124,SAGA complex,19,0,0.0,1
9,10,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000126,transcription factor TFIIIB complex,3,0,0.0,1
10,11,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000127,transcription factor TFIIIC complex,6,0,0.0,1
11,12,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000137,Golgi cis cisterna,10,0,0.0,1
12,13,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000138,Golgi trans cisterna,12,0,0.0,1
13,14,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000139,Golgi membrane,213,0,0.0,1
14,15,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000145,exocyst,14,0,0.0,1
15,16,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000151,ubiquitin ligase complex,261,0,0.0,1
16,17,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000152,nuclear ubiquitin ligase complex,38,0,0.0,1
17,18,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000153,cytoplasmic ubiquitin ligase complex,12,0,0.0,1
18,19,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000159,protein phosphatase type 2A complex,18,0,0.0,1
19,20,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000164,protein phosphatase type 1 complex,13,0,0.0,1
0,1,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",2,0,0.0,1
1,2,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,12,0,0.0,1
3,4,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",4,0,0.0,1
4,5,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000030,mannosyltransferase activity,22,0,0.0,1
5,6,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000033,"alpha-1,3-mannosyltransferase activity",3,0,0.0,1
6,7,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000035,acyl binding,1,0,0.0,1
7,8,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000036,acyl carrier activity,1,0,0.0,1
8,9,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000048,peptidyltransferase activity,1,0,0.0,1
9,10,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000049,tRNA binding,64,0,0.0,1
10,11,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000062,fatty-acyl-CoA binding,20,0,0.0,1
11,12,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000064,L-ornithine transmembrane transporter activity,4,0,0.0,1
12,13,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000095,S-adenosyl-L-methionine transmembrane transporter activity,1,0,0.0,1
13,14,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000099,sulfur amino acid transmembrane transporter activity,5,0,0.0,1
14,15,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000104,succinate dehydrogenase activity,4,0,0.0,1
15,16,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000121,glycerol-1-phosphatase activity,1,0,0.0,1
16,17,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000140,acylglycerone-phosphate reductase activity,1,0,0.0,1
17,18,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000146,microfilament motor activity,20,0,0.0,1
18,19,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000149,SNARE binding,105,0,0.0,1
19,20,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000150,DNA strand exchange activity,1,0,0.0,1
0,1,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000002,mitochondrial genome maintenance,18,0,0.0,1
1,2,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000003,reproduction,753,0,0.0,1
2,3,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000012,single strand break repair,10,0,0.0,1
3,4,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000018,regulation of DNA recombination,59,0,0.0,1
4,5,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000019,regulation of mitotic recombination,5,0,0.0,1
5,6,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000022,mitotic spindle elongation,2,0,0.0,1
6,7,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000027,ribosomal large subunit assembly,24,0,0.0,1
7,8,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000028,ribosomal small subunit assembly,18,0,0.0,1
8,9,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000032,cell wall mannoprotein biosynthetic process,2,0,0.0,1
9,10,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000038,very long-chain fatty acid metabolic process,22,0,0.0,1
10,11,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000041,transition metal ion transport,69,0,0.0,1
11,12,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000045,autophagosome assembly,85,0,0.0,1
12,13,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000050,urea cycle,4,0,0.0,1
13,14,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000052,citrulline metabolic process,5,0,0.0,1
14,15,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000053,argininosuccinate metabolic process,1,0,0.0,1
15,16,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000054,ribosomal subunit export from nucleus,12,0,0.0,1
16,17,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000055,ribosomal large subunit export from nucleus,7,0,0.0,1
17,18,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000056,ribosomal small subunit export from nucleus,6,0,0.0,1
18,19,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000070,mitotic sister chromatid segregation,103,0,0.0,1
19,20,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000075,cell cycle checkpoint signaling,118,0,0.0,1
0,1,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000015,phosphopyruvate hydratase complex,3,0,0.0,1
1,2,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000109,nucleotide-excision repair complex,11,0,0.0,1
2,3,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
5,6,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000118,histone deacetylase complex,65,0,0.0,1
6,7,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000120,RNA polymerase I transcription regulator complex,4,0,0.0,1
7,8,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000123,histone acetyltransferase complex,76,0,0.0,1
8,9,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000124,SAGA complex,19,0,0.0,1
9,10,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000126,transcription factor TFIIIB complex,3,0,0.0,1
10,11,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000127,transcription factor TFIIIC complex,6,0,0.0,1
11,12,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000137,Golgi cis cisterna,10,0,0.0,1
12,13,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000138,Golgi trans cisterna,12,0,0.0,1
13,14,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000139,Golgi membrane,190,0,0.0,1
14,15,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000145,exocyst,11,0,0.0,1
15,16,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000151,ubiquitin ligase complex,244,0,0.0,1
16,17,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000152,nuclear ubiquitin ligase complex,35,0,0.0,1
17,18,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000153,cytoplasmic ubiquitin ligase complex,12,0,0.0,1
18,19,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000159,protein phosphatase type 2A complex,17,0,0.0,1
19,20,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000164,protein phosphatase type 1 complex,8,0,0.0,1
0,1,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",2,0,0.0,1
1,2,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,11,0,0.0,1
3,4,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",4,0,0.0,1
4,5,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000030,mannosyltransferase activity,23,0,0.0,1
5,6,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000033,"alpha-1,3-mannosyltransferase activity",3,0,0.0,1
6,7,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000035,acyl binding,1,0,0.0,1
7,8,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000036,acyl carrier activity,1,0,0.0,1
8,9,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000048,peptidyltransferase activity,1,0,0.0,1
9,10,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000049,tRNA binding,59,0,0.0,1
10,11,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000062,fatty-acyl-CoA binding,19,0,0.0,1
11,12,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000064,L-ornithine transmembrane transporter activity,3,0,0.0,1
12,13,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000095,S-adenosyl-L-methionine transmembrane transporter activity,1,0,0.0,1
13,14,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000099,sulfur amino acid transmembrane transporter activity,5,0,0.0,1
14,15,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000104,succinate dehydrogenase activity,4,0,0.0,1
15,16,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000121,glycerol-1-phosphatase activity,1,0,0.0,1
16,17,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000146,microfilament motor activity,14,0,0.0,1
17,18,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000149,SNARE binding,99,0,0.0,1
18,19,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000150,DNA strand exchange activity,1,0,0.0,1
19,20,Peri_M_P30_CORT_MF,M,Peri,P30,CORT,MF,GO:0000166,nucleotide binding,1449,0,0.0,1
0,1,Endo_M_P30_CORT_BP,M,Endo,P30,CORT,BP,GO:0000002,mitochondrial genome maintenance,17,0,0.0,1
