,Unnamed: 0,Metadata,Sex,Cell Type,Time Point,Tissue,Ontology,GO.ID,Term,Annotated,Significant,Expected,Fisher
1,2,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000109,nucleotide-excision repair complex,13,0,0.0,1
2,3,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Endo_M_E18_WB_CC,M,Endo,E18,WB,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
0,1,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",2,0,0.0,1
1,2,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,12,0,0.0,1
3,4,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",3,0,0.0,1
4,5,Endo_M_E18_WB_MF,M,Endo,E18,WB,MF,GO:0000030,mannosyltransferase activity,21,0,0.0,1
0,1,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0045944,positive regulation of transcription by RNA polymerase II,945,34,16.68,5.8e-05
1,2,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0086091,regulation of heart rate by cardiac conduction,25,5,0.44,6.6e-05
2,3,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0035914,skeletal muscle cell differentiation,58,7,1.02,6.9e-05
3,4,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0050808,synapse organization,459,28,8.1,8.5e-05
4,5,L2_3_IT_M_P30_CORT_BP,M,L2_3_IT,P30,CORT,BP,GO:0086015,SA node cell action potential,7,3,0.12,0.00018
0,1,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0098978,glutamatergic synapse,491,25,8.56,1.6e-06
1,2,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0034703,cation channel complex,191,13,3.33,3.1e-05
2,3,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0014069,postsynaptic density,384,22,6.69,4.1e-05
3,4,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0098797,plasma membrane protein complex,445,18,7.76,0.00082
4,5,L2_3_IT_M_P30_CORT_CC,M,L2_3_IT,P30,CORT,CC,GO:0097060,synaptic membrane,430,27,7.49,0.00092
0,1,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",334,16,5.93,0.00032
1,2,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0044325,ion channel binding,123,9,2.18,0.00034
2,3,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0070097,delta-catenin binding,9,3,0.16,0.00043
3,4,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0001102,RNA polymerase II activating transcription factor binding,39,5,0.69,0.0006
4,5,L2_3_IT_M_P30_CORT_MF,M,L2_3_IT,P30,CORT,MF,GO:0004683,calmodulin-dependent protein kinase activity,24,4,0.43,0.00078
0,1,L6_M_P30_CORT_BP,M,L6,P30,CORT,BP,GO:0071376,cellular response to corticotropin-releasing hormone stimulus,4,3,0.02,8.8e-07
1,2,L6_M_P30_CORT_BP,M,L6,P30,CORT,BP,GO:0035914,skeletal muscle cell differentiation,58,5,0.35,2.7e-05
2,3,L6_M_P30_CORT_BP,M,L6,P30,CORT,BP,GO:0071277,cellular response to calcium ion,70,5,0.43,6.7e-05
3,4,L6_M_P30_CORT_BP,M,L6,P30,CORT,BP,GO:0045944,positive regulation of transcription by RNA polymerase II,956,19,5.83,8.2e-05
4,5,L6_M_P30_CORT_BP,M,L6,P30,CORT,BP,GO:0060004,reflex,23,3,0.14,0.00036
0,1,L6_M_P30_CORT_CC,M,L6,P30,CORT,CC,GO:0035976,transcription factor AP-1 complex,4,3,0.02,8.9e-07
1,2,L6_M_P30_CORT_CC,M,L6,P30,CORT,CC,GO:0031527,filopodium membrane,16,3,0.1,0.00012
2,3,L6_M_P30_CORT_CC,M,L6,P30,CORT,CC,GO:0005634,nucleus,5943,54,36.53,0.00046
3,4,L6_M_P30_CORT_CC,M,L6,P30,CORT,CC,GO:0043005,neuron projection,1364,17,8.38,0.00358
4,5,L6_M_P30_CORT_CC,M,L6,P30,CORT,CC,GO:0014069,postsynaptic density,388,7,2.38,0.00987
0,1,L6_M_P30_CORT_MF,M,L6,P30,CORT,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",340,14,2.02,1.2e-08
1,2,L6_M_P30_CORT_MF,M,L6,P30,CORT,MF,GO:0003682,chromatin binding,552,13,3.29,2.1e-05
2,3,L6_M_P30_CORT_MF,M,L6,P30,CORT,MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,845,17,5.03,7.8e-05
3,4,L6_M_P30_CORT_MF,M,L6,P30,CORT,MF,GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,18,3,0.11,0.00016
4,5,L6_M_P30_CORT_MF,M,L6,P30,CORT,MF,GO:0035259,glucocorticoid receptor binding,20,3,0.12,0.00022
0,1,Sst_M_P30_CORT_BP,M,Sst,P30,CORT,BP,GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,40,3,0.05,1.8e-05
1,2,Sst_M_P30_CORT_BP,M,Sst,P30,CORT,BP,GO:0046686,response to cadmium ion,29,2,0.04,0.00063
2,3,Sst_M_P30_CORT_BP,M,Sst,P30,CORT,BP,GO:0031175,neuron projection development,989,6,1.28,0.00114
3,4,Sst_M_P30_CORT_BP,M,Sst,P30,CORT,BP,GO:2000620,positive regulation of histone H4-K16 acetylation,1,1,0.0,0.0013
4,5,Sst_M_P30_CORT_BP,M,Sst,P30,CORT,BP,GO:0035914,skeletal muscle cell differentiation,56,2,0.07,0.00235
0,1,Sst_M_P30_CORT_CC,M,Sst,P30,CORT,CC,GO:0035976,transcription factor AP-1 complex,4,1,0.01,0.0052
1,2,Sst_M_P30_CORT_CC,M,Sst,P30,CORT,CC,GO:0120025,plasma membrane bounded cell projection,1932,7,2.5,0.0077
2,3,Sst_M_P30_CORT_CC,M,Sst,P30,CORT,CC,GO:0043240,Fanconi anaemia nuclear complex,14,1,0.02,0.0179
3,4,Sst_M_P30_CORT_CC,M,Sst,P30,CORT,CC,GO:0098890,extrinsic component of postsynaptic membrane,16,1,0.02,0.0205
4,5,Sst_M_P30_CORT_CC,M,Sst,P30,CORT,CC,GO:0016323,basolateral plasma membrane,178,2,0.23,0.0217
0,1,Sst_M_P30_CORT_MF,M,Sst,P30,CORT,MF,GO:0010428,methyl-CpNpG binding,1,1,0.0,0.0013
1,2,Sst_M_P30_CORT_MF,M,Sst,P30,CORT,MF,GO:0090556,phosphatidylserine floppase activity,2,1,0.0,0.0026
2,3,Sst_M_P30_CORT_MF,M,Sst,P30,CORT,MF,GO:0034188,apolipoprotein A-I receptor activity,2,1,0.0,0.0026
3,4,Sst_M_P30_CORT_MF,M,Sst,P30,CORT,MF,GO:0008489,"UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity",3,1,0.0,0.0039
4,5,Sst_M_P30_CORT_MF,M,Sst,P30,CORT,MF,GO:0042803,protein homodimerization activity,550,4,0.72,0.005
0,1,L5_M_P30_CORT_BP,M,L5,P30,CORT,BP,GO:0045944,positive regulation of transcription by RNA polymerase II,947,33,14.43,6.7e-06
1,2,L5_M_P30_CORT_BP,M,L5,P30,CORT,BP,GO:0021954,central nervous system neuron development,92,9,1.4,1.1e-05
2,3,L5_M_P30_CORT_BP,M,L5,P30,CORT,BP,GO:0071376,cellular response to corticotropin-releasing hormone stimulus,4,3,0.06,1.4e-05
3,4,L5_M_P30_CORT_BP,M,L5,P30,CORT,BP,GO:2000310,regulation of NMDA receptor activity,26,5,0.4,4e-05
4,5,L5_M_P30_CORT_BP,M,L5,P30,CORT,BP,GO:0021542,dentate gyrus development,15,4,0.23,6.3e-05
0,1,L5_M_P30_CORT_CC,M,L5,P30,CORT,CC,GO:0098978,glutamatergic synapse,490,30,7.43,6.9e-11
1,2,L5_M_P30_CORT_CC,M,L5,P30,CORT,CC,GO:0043025,neuronal cell body,661,29,10.02,2.5e-07
2,3,L5_M_P30_CORT_CC,M,L5,P30,CORT,CC,GO:0014069,postsynaptic density,387,19,5.87,7e-06
3,4,L5_M_P30_CORT_CC,M,L5,P30,CORT,CC,GO:0098685,Schaffer collateral - CA1 synapse,108,9,1.64,3.8e-05
4,5,L5_M_P30_CORT_CC,M,L5,P30,CORT,CC,GO:0030426,growth cone,200,12,3.03,5.5e-05
0,1,L5_M_P30_CORT_MF,M,L5,P30,CORT,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",334,21,5.09,4.1e-08
1,2,L5_M_P30_CORT_MF,M,L5,P30,CORT,MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,835,28,12.73,7.1e-05
2,3,L5_M_P30_CORT_MF,M,L5,P30,CORT,MF,GO:0043008,ATP-dependent protein binding,11,3,0.17,0.00053
3,4,L5_M_P30_CORT_MF,M,L5,P30,CORT,MF,GO:0008330,protein tyrosine/threonine phosphatase activity,11,3,0.17,0.00053
4,5,L5_M_P30_CORT_MF,M,L5,P30,CORT,MF,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,12,3,0.18,0.00069
0,1,L4_M_P30_CORT_BP,M,L4,P30,CORT,BP,GO:0035914,skeletal muscle cell differentiation,57,4,0.24,0.0001
1,2,L4_M_P30_CORT_BP,M,L4,P30,CORT,BP,GO:0071277,cellular response to calcium ion,68,4,0.29,0.0002
2,3,L4_M_P30_CORT_BP,M,L4,P30,CORT,BP,GO:0007616,long-term memory,35,3,0.15,0.00044
3,4,L4_M_P30_CORT_BP,M,L4,P30,CORT,BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,51,3,0.22,0.00133
4,5,L4_M_P30_CORT_BP,M,L4,P30,CORT,BP,GO:0051403,stress-activated MAPK cascade,194,5,0.83,0.00141
0,1,L4_M_P30_CORT_CC,M,L4,P30,CORT,CC,GO:0035976,transcription factor AP-1 complex,4,2,0.02,0.00011
1,2,L4_M_P30_CORT_CC,M,L4,P30,CORT,CC,GO:0097441,basal dendrite,10,2,0.04,0.00081
2,3,L4_M_P30_CORT_CC,M,L4,P30,CORT,CC,GO:0043005,neuron projection,1328,14,5.74,0.00748
3,4,L4_M_P30_CORT_CC,M,L4,P30,CORT,CC,GO:0098559,cytoplasmic side of early endosome membrane,3,1,0.01,0.01292
4,5,L4_M_P30_CORT_CC,M,L4,P30,CORT,CC,GO:0017071,intracellular cyclic nucleotide activated cation channel complex,3,1,0.01,0.01292
0,1,L4_M_P30_CORT_MF,M,L4,P30,CORT,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",321,11,1.31,5.8e-08
1,2,L4_M_P30_CORT_MF,M,L4,P30,CORT,MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,805,13,3.3,1.7e-05
2,3,L4_M_P30_CORT_MF,M,L4,P30,CORT,MF,GO:0019871,sodium channel inhibitor activity,7,2,0.03,0.00034
3,4,L4_M_P30_CORT_MF,M,L4,P30,CORT,MF,GO:0004725,protein tyrosine phosphatase activity,87,4,0.36,0.00044
4,5,L4_M_P30_CORT_MF,M,L4,P30,CORT,MF,GO:0008330,protein tyrosine/threonine phosphatase activity,11,2,0.05,0.00088
0,1,Pvalb_M_P30_CORT_BP,M,Pvalb,P30,CORT,BP,GO:0098582,innate vocalization behavior,2,1,0.0,0.0012
1,2,Pvalb_M_P30_CORT_BP,M,Pvalb,P30,CORT,BP,GO:2000620,positive regulation of histone H4-K16 acetylation,2,1,0.0,0.0012
2,3,Pvalb_M_P30_CORT_BP,M,Pvalb,P30,CORT,BP,GO:0098912,membrane depolarization during atrial cardiac muscle cell action potential,2,1,0.0,0.0012
3,4,Pvalb_M_P30_CORT_BP,M,Pvalb,P30,CORT,BP,GO:1904879,positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,4,1,0.0,0.0023
4,5,Pvalb_M_P30_CORT_BP,M,Pvalb,P30,CORT,BP,GO:0006114,glycerol biosynthetic process,4,1,0.0,0.0023
0,1,Pvalb_M_P30_CORT_CC,M,Pvalb,P30,CORT,CC,GO:0000125,PCAF complex,4,1,0.0,0.0023
1,2,Pvalb_M_P30_CORT_CC,M,Pvalb,P30,CORT,CC,GO:0070761,pre-snoRNP complex,7,1,0.0,0.004
2,3,Pvalb_M_P30_CORT_CC,M,Pvalb,P30,CORT,CC,GO:1990454,L-type voltage-gated calcium channel complex,10,1,0.01,0.0058
3,4,Pvalb_M_P30_CORT_CC,M,Pvalb,P30,CORT,CC,GO:0000124,SAGA complex,12,1,0.01,0.0069
4,5,Pvalb_M_P30_CORT_CC,M,Pvalb,P30,CORT,CC,GO:0030914,STAGA complex,12,1,0.01,0.0069
0,1,Pvalb_M_P30_CORT_MF,M,Pvalb,P30,CORT,MF,GO:0098699,structural constituent of presynaptic actin cytoskeleton,1,1,0.0,0.00058
1,2,Pvalb_M_P30_CORT_MF,M,Pvalb,P30,CORT,MF,GO:0000121,glycerol-1-phosphatase activity,1,1,0.0,0.00058
2,3,Pvalb_M_P30_CORT_MF,M,Pvalb,P30,CORT,MF,GO:0043136,glycerol-3-phosphatase activity,2,1,0.0,0.00117
3,4,Pvalb_M_P30_CORT_MF,M,Pvalb,P30,CORT,MF,GO:0008967,phosphoglycolate phosphatase activity,2,1,0.0,0.00117
4,5,Pvalb_M_P30_CORT_MF,M,Pvalb,P30,CORT,MF,GO:0051219,phosphoprotein binding,97,2,0.06,0.00136
0,1,Sncg_M_P30_CORT_BP,M,Sncg,P30,CORT,BP,GO:0000002,mitochondrial genome maintenance,24,0,0.0,1
1,2,Sncg_M_P30_CORT_BP,M,Sncg,P30,CORT,BP,GO:0000003,reproduction,835,0,0.0,1
2,3,Sncg_M_P30_CORT_BP,M,Sncg,P30,CORT,BP,GO:0000012,single strand break repair,11,0,0.0,1
3,4,Sncg_M_P30_CORT_BP,M,Sncg,P30,CORT,BP,GO:0000018,regulation of DNA recombination,67,0,0.0,1
4,5,Sncg_M_P30_CORT_BP,M,Sncg,P30,CORT,BP,GO:0000019,regulation of mitotic recombination,5,0,0.0,1
0,1,Sncg_M_P30_CORT_CC,M,Sncg,P30,CORT,CC,GO:0000015,phosphopyruvate hydratase complex,4,0,0.0,1
1,2,Sncg_M_P30_CORT_CC,M,Sncg,P30,CORT,CC,GO:0000109,nucleotide-excision repair complex,12,0,0.0,1
2,3,Sncg_M_P30_CORT_CC,M,Sncg,P30,CORT,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Sncg_M_P30_CORT_CC,M,Sncg,P30,CORT,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Sncg_M_P30_CORT_CC,M,Sncg,P30,CORT,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
0,1,Sncg_M_P30_CORT_MF,M,Sncg,P30,CORT,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",1,0,0.0,1
1,2,Sncg_M_P30_CORT_MF,M,Sncg,P30,CORT,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Sncg_M_P30_CORT_MF,M,Sncg,P30,CORT,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,11,0,0.0,1
3,4,Sncg_M_P30_CORT_MF,M,Sncg,P30,CORT,MF,GO:0000016,lactase activity,1,0,0.0,1
4,5,Sncg_M_P30_CORT_MF,M,Sncg,P30,CORT,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",4,0,0.0,1
0,1,Non_neuronal_M_P30_CORT_BP,M,Non_neuronal,P30,CORT,BP,GO:0099575,"regulation of protein catabolic process at presynapse, modulating synaptic transmission",3,1,0.0,0.00068
1,2,Non_neuronal_M_P30_CORT_BP,M,Non_neuronal,P30,CORT,BP,GO:0035372,protein localization to microtubule,18,1,0.0,0.00405
2,3,Non_neuronal_M_P30_CORT_BP,M,Non_neuronal,P30,CORT,BP,GO:0007026,negative regulation of microtubule depolymerization,30,1,0.01,0.00675
3,4,Non_neuronal_M_P30_CORT_BP,M,Non_neuronal,P30,CORT,BP,GO:0043001,Golgi to plasma membrane protein transport,38,1,0.01,0.00854
4,5,Non_neuronal_M_P30_CORT_BP,M,Non_neuronal,P30,CORT,BP,GO:0035272,exocrine system development,40,1,0.01,0.00899
0,1,Non_neuronal_M_P30_CORT_CC,M,Non_neuronal,P30,CORT,CC,GO:0098993,anchored component of synaptic vesicle membrane,18,1,0.0,0.004
1,2,Non_neuronal_M_P30_CORT_CC,M,Non_neuronal,P30,CORT,CC,GO:0099513,polymeric cytoskeletal fiber,517,2,0.12,0.0044
2,3,Non_neuronal_M_P30_CORT_CC,M,Non_neuronal,P30,CORT,CC,GO:0030667,secretory granule membrane,61,1,0.01,0.0136
3,4,Non_neuronal_M_P30_CORT_CC,M,Non_neuronal,P30,CORT,CC,GO:0005881,cytoplasmic microtubule,70,1,0.02,0.0156
4,5,Non_neuronal_M_P30_CORT_CC,M,Non_neuronal,P30,CORT,CC,GO:0005884,actin filament,112,1,0.03,0.0249
0,1,Non_neuronal_M_P30_CORT_MF,M,Non_neuronal,P30,CORT,MF,GO:0019002,GMP binding,3,1,0.0,0.00068
1,2,Non_neuronal_M_P30_CORT_MF,M,Non_neuronal,P30,CORT,MF,GO:0008092,cytoskeletal protein binding,816,2,0.19,0.01102
2,3,Non_neuronal_M_P30_CORT_MF,M,Non_neuronal,P30,CORT,MF,GO:0051219,phosphoprotein binding,95,1,0.02,0.02147
3,4,Non_neuronal_M_P30_CORT_MF,M,Non_neuronal,P30,CORT,MF,GO:0051015,actin filament binding,170,1,0.04,0.03821
4,5,Non_neuronal_M_P30_CORT_MF,M,Non_neuronal,P30,CORT,MF,GO:0042802,identical protein binding,1751,2,0.4,0.04826
0,1,Oligo_M_P30_CORT_BP,M,Oligo,P30,CORT,BP,GO:0000002,mitochondrial genome maintenance,25,0,0.0,1
1,2,Oligo_M_P30_CORT_BP,M,Oligo,P30,CORT,BP,GO:0000003,reproduction,925,0,0.0,1
2,3,Oligo_M_P30_CORT_BP,M,Oligo,P30,CORT,BP,GO:0000012,single strand break repair,11,0,0.0,1
3,4,Oligo_M_P30_CORT_BP,M,Oligo,P30,CORT,BP,GO:0000018,regulation of DNA recombination,77,0,0.0,1
4,5,Oligo_M_P30_CORT_BP,M,Oligo,P30,CORT,BP,GO:0000019,regulation of mitotic recombination,5,0,0.0,1
0,1,Oligo_M_P30_CORT_CC,M,Oligo,P30,CORT,CC,GO:0000015,phosphopyruvate hydratase complex,5,0,0.0,1
1,2,Oligo_M_P30_CORT_CC,M,Oligo,P30,CORT,CC,GO:0000109,nucleotide-excision repair complex,13,0,0.0,1
2,3,Oligo_M_P30_CORT_CC,M,Oligo,P30,CORT,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Oligo_M_P30_CORT_CC,M,Oligo,P30,CORT,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Oligo_M_P30_CORT_CC,M,Oligo,P30,CORT,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
0,1,Oligo_M_P30_CORT_MF,M,Oligo,P30,CORT,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",1,0,0.0,1
1,2,Oligo_M_P30_CORT_MF,M,Oligo,P30,CORT,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Oligo_M_P30_CORT_MF,M,Oligo,P30,CORT,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,11,0,0.0,1
3,4,Oligo_M_P30_CORT_MF,M,Oligo,P30,CORT,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",4,0,0.0,1
4,5,Oligo_M_P30_CORT_MF,M,Oligo,P30,CORT,MF,GO:0000030,mannosyltransferase activity,24,0,0.0,1
0,1,Vip_M_P30_CORT_BP,M,Vip,P30,CORT,BP,GO:0071277,cellular response to calcium ion,69,3,0.06,2.6e-05
1,2,Vip_M_P30_CORT_BP,M,Vip,P30,CORT,BP,GO:1904322,cellular response to forskolin,13,2,0.01,5.5e-05
2,3,Vip_M_P30_CORT_BP,M,Vip,P30,CORT,BP,GO:0032793,positive regulation of CREB transcription factor activity,17,2,0.01,9.6e-05
3,4,Vip_M_P30_CORT_BP,M,Vip,P30,CORT,BP,GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,35,2,0.03,0.00042
4,5,Vip_M_P30_CORT_BP,M,Vip,P30,CORT,BP,GO:0007616,long-term memory,36,2,0.03,0.00044
0,1,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0035976,transcription factor AP-1 complex,4,2,0.0,3.5e-06
1,2,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0030425,dendrite,661,6,0.53,5e-05
2,3,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0002199,zona pellucida receptor complex,8,1,0.01,0.0064
3,4,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0070578,RISC-loading complex,9,1,0.01,0.0072
4,5,Vip_M_P30_CORT_CC,M,Vip,P30,CORT,CC,GO:0005832,chaperonin-containing T-complex,9,1,0.01,0.0072
0,1,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,18,2,0.02,0.00011
1,2,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0005515,protein binding,7019,12,6.25,0.00075
2,3,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0044729,hemi-methylated DNA-binding,2,1,0.0,0.00178
3,4,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",324,3,0.29,0.00257
4,5,Vip_M_P30_CORT_MF,M,Vip,P30,CORT,MF,GO:0004525,ribonuclease III activity,3,1,0.0,0.00267
0,1,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0098759,cellular response to interleukin-8,1,1,0.0,0.00051
1,2,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0072303,positive regulation of glomerular metanephric mesangial cell proliferation,1,1,0.0,0.00051
2,3,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0071506,cellular response to mycophenolic acid,2,1,0.0,0.00103
3,4,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:0060086,circadian temperature homeostasis,3,1,0.0,0.00154
4,5,Lamp5_M_P30_CORT_BP,M,Lamp5,P30,CORT,BP,GO:2000182,regulation of progesterone biosynthetic process,3,1,0.0,0.00154
0,1,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005881,cytoplasmic microtubule,69,1,0.04,0.035
1,2,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0044291,cell-cell contact zone,75,1,0.04,0.038
2,3,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0097730,non-motile cilium,117,1,0.06,0.058
3,4,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0005694,chromosome,912,2,0.47,0.075
4,5,Lamp5_M_P30_CORT_CC,M,Lamp5,P30,CORT,CC,GO:0030426,growth cone,199,1,0.1,0.098
0,1,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0044729,hemi-methylated DNA-binding,1,1,0.0,0.00052
1,2,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0010385,double-stranded methylated DNA binding,5,1,0.0,0.00259
2,3,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0004983,neuropeptide Y receptor activity,5,1,0.0,0.00259
3,4,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0008330,protein tyrosine/threonine phosphatase activity,11,1,0.01,0.0057
4,5,Lamp5_M_P30_CORT_MF,M,Lamp5,P30,CORT,MF,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,12,1,0.01,0.00622
0,1,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000002,mitochondrial genome maintenance,25,0,0.0,1
1,2,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000003,reproduction,910,0,0.0,1
2,3,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000012,single strand break repair,11,0,0.0,1
3,4,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000018,regulation of DNA recombination,74,0,0.0,1
4,5,Astro_M_P30_CORT_BP,M,Astro,P30,CORT,BP,GO:0000019,regulation of mitotic recombination,6,0,0.0,1
0,1,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000015,phosphopyruvate hydratase complex,4,0,0.0,1
1,2,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000109,nucleotide-excision repair complex,13,0,0.0,1
2,3,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000110,nucleotide-excision repair factor 1 complex,3,0,0.0,1
3,4,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000111,nucleotide-excision repair factor 2 complex,1,0,0.0,1
4,5,Astro_M_P30_CORT_CC,M,Astro,P30,CORT,CC,GO:0000112,nucleotide-excision repair factor 3 complex,1,0,0.0,1
0,1,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000009,"alpha-1,6-mannosyltransferase activity",1,0,0.0,1
1,2,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000010,trans-hexaprenyltranstransferase activity,2,0,0.0,1
2,3,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,11,0,0.0,1
3,4,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000026,"alpha-1,2-mannosyltransferase activity",4,0,0.0,1
4,5,Astro_M_P30_CORT_MF,M,Astro,P30,CORT,MF,GO:0000030,mannosyltransferase activity,24,0,0.0,1
0,1,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000002,mitochondrial genome maintenance,18,0,0.0,1
1,2,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000003,reproduction,742,0,0.0,1
2,3,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000012,single strand break repair,10,0,0.0,1
3,4,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000018,regulation of DNA recombination,57,0,0.0,1
4,5,Peri_M_P30_CORT_BP,M,Peri,P30,CORT,BP,GO:0000019,regulation of mitotic recombination,5,0,0.0,1
0,1,Peri_M_P30_CORT_CC,M,Peri,P30,CORT,CC,GO:0000015,phosphopyruvate hydratase complex,3,0,0.0,1
