"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","db","module"
"Fc gamma R-mediated phagocytosis","1/87",0.354049852499014,0.599162258972818,0,0,2.3272257458304,2.41639933353241,"WASL","KEGG_2019_Mouse","turquoise"
"Colorectal cancer","1/88",0.357293708483398,0.599162258972818,0,0,2.30035992104958,2.36752381170365,"GSK3B","KEGG_2019_Mouse","turquoise"
"Antigen processing and presentation","1/90",0.363733115678147,0.599162258972818,0,0,2.24843945068664,2.27392523969427,"HSPA4","KEGG_2019_Mouse","turquoise"
"Protein digestion and absorption","1/90",0.363733115678147,0.599162258972818,0,0,2.24843945068664,2.27392523969427,"ATP1B1","KEGG_2019_Mouse","turquoise"
"Human cytomegalovirus infection","2/255",0.365155885449267,0.599162258972818,0,0,1.58481890780027,1.59659559116084,"GSK3B;CALM1","KEGG_2019_Mouse","turquoise"
"TGF-beta signaling pathway","1/91",0.366928825262423,0.599162258972818,0,0,2.22334455667789,2.22909720803597,"ZFYVE9","KEGG_2019_Mouse","turquoise"
"IL-17 signaling pathway","1/91",0.366928825262423,0.599162258972818,0,0,2.22334455667789,2.22909720803597,"GSK3B","KEGG_2019_Mouse","turquoise"
"Prostate cancer","1/97",0.385772094842852,0.606089908609778,0,0,2.08375420875421,1.98479362024731,"GSK3B","KEGG_2019_Mouse","turquoise"
"Toll-like receptor signaling pathway","1/99",0.391928946523868,0.606089908609778,0,0,2.0410224695939,1.91177413897195,"MAP2K4","KEGG_2019_Mouse","turquoise"
"Circadian entrainment","1/99",0.391928946523868,0.606089908609778,0,0,2.0410224695939,1.91177413897195,"CALM1","KEGG_2019_Mouse","turquoise"
"T cell receptor signaling pathway","1/101",0.398024694482133,0.606089908609778,0,0,2,1.84248245836996,"GSK3B","KEGG_2019_Mouse","turquoise"
"Glucagon signaling pathway","1/102",0.401049842395342,0.606089908609778,0,0,1.98009800980098,1.80915528558786,"CALM1","KEGG_2019_Mouse","turquoise"
"Longevity regulating pathway","1/102",0.401049842395342,0.606089908609778,0,0,1.98009800980098,1.80915528558786,"RB1CC1","KEGG_2019_Mouse","turquoise"
"Chagas disease (American trypanosomiasis)","1/103",0.404059939073185,0.606089908609778,0,0,1.9605862547039,1.77666767339805,"MAP2K4","KEGG_2019_Mouse","turquoise"
"TNF signaling pathway","1/110",0.424715362613925,0.622594111104503,0,0,1.83402835696414,1.57054463447437,"MAP2K4","KEGG_2019_Mouse","turquoise"
"Insulin resistance","1/110",0.424715362613925,0.622594111104503,0,0,1.83402835696414,1.57054463447437,"GSK3B","KEGG_2019_Mouse","turquoise"
"C-type lectin receptor signaling pathway","1/112",0.43048561638067,0.623962297900073,0,0,1.8008008008008,1.51778940882089,"CALM1","KEGG_2019_Mouse","turquoise"
"Glutamatergic synapse","1/114",0.436198565833718,0.625217944361663,0,0,1.76874944131581,1.46745661650072,"TRPC1","KEGG_2019_Mouse","turquoise"
"Oocyte meiosis","1/116",0.441854774426629,0.626365559352035,0,0,1.73781291172596,1.41940043016639,"CALM1","KEGG_2019_Mouse","turquoise"
"Cell cycle","1/123",0.461212676190375,0.636948548762369,0,0,1.63752276867031,1.26727232996582,"GSK3B","KEGG_2019_Mouse","turquoise"
"Lysosome","1/124",0.463923277206856,0.636948548762369,0,0,1.62412745339575,1.2473885010387,"ATP6V0B","KEGG_2019_Mouse","turquoise"
"Inflammatory mediator regulation of TRP channels","1/127",0.471974339207137,0.636948548762369,0,0,1.58521725188392,1.19022971699885,"CALM1","KEGG_2019_Mouse","turquoise"
"Autophagy","1/130",0.479905677193982,0.636948548762369,0,0,1.54811682718659,1.13657427447839,"RB1CC1","KEGG_2019_Mouse","turquoise"
"Relaxin signaling pathway","1/131",0.482523156606063,0.636948548762369,0,0,1.53613053613054,1.11941882389327,"MAP2K4","KEGG_2019_Mouse","turquoise"
"Serotonergic synapse","1/132",0.485127594032975,0.636948548762369,0,0,1.52432724188449,1.1026119616962,"TRPC1","KEGG_2019_Mouse","turquoise"
"Estrogen signaling pathway","1/134",0.490297600070642,0.636948548762369,0,0,1.50125313283208,1.07000724904239,"CALM1","KEGG_2019_Mouse","turquoise"
"Signaling pathways regulating pluripotency of stem cells","1/137",0.497956392525298,0.636948548762369,0,0,1.46791443850267,1.02349273069514,"GSK3B","KEGG_2019_Mouse","turquoise"
"Apelin signaling pathway","1/138",0.500483918197201,0.636948548762369,0,0,1.45712600457126,1.00859320422095,"CALM1","KEGG_2019_Mouse","turquoise"
"Ubiquitin mediated proteolysis","1/138",0.500483918197201,0.636948548762369,0,0,1.45712600457126,1.00859320422095,"UBE3A","KEGG_2019_Mouse","turquoise"
"Vascular smooth muscle contraction","1/140",0.505501237241334,0.636948548762369,0,0,1.43601482450403,0.979656196045578,"CALM1","KEGG_2019_Mouse","turquoise"
"Measles","1/144",0.515386675547343,0.636948548762369,0,0,1.39556403192767,0.925032639771104,"GSK3B","KEGG_2019_Mouse","turquoise"
"Breast cancer","1/147",0.522672127159014,0.636948548762369,0,0,1.36668050366681,0.886703567337748,"GSK3B","KEGG_2019_Mouse","turquoise"
"Phospholipase D signaling pathway","1/149",0.527468747150282,0.636948548762369,0,0,1.34807534807535,0.862317510620557,"DGKI","KEGG_2019_Mouse","turquoise"
"Gastric cancer","1/150",0.529849131261317,0.636948548762369,0,0,1.33896007050369,0.850457856372934,"GSK3B","KEGG_2019_Mouse","turquoise"
"PI3K-Akt signaling pathway","2/357",0.535383524596221,0.636948548762369,0,0,1.12359873526876,0.701992939715793,"GSK3B;PKN2","KEGG_2019_Mouse","turquoise"
"Oxytocin signaling pathway","1/154",0.539252532966754,0.636948548762369,0,0,1.30369049976893,0.805121832204194,"CALM1","KEGG_2019_Mouse","turquoise"
"Cushing syndrome","1/159",0.550745324592532,0.636948548762369,0,0,1.26211481907684,0.75282975911799,"GSK3B","KEGG_2019_Mouse","turquoise"
"Hippo signaling pathway","1/159",0.550745324592532,0.636948548762369,0,0,1.26211481907684,0.75282975911799,"GSK3B","KEGG_2019_Mouse","turquoise"
"Wnt signaling pathway","1/160",0.553009592723917,0.636948548762369,0,0,1.25411346166063,0.742911645774827,"GSK3B","KEGG_2019_Mouse","turquoise"
"Hepatitis C","1/160",0.553009592723917,0.636948548762369,0,0,1.25411346166063,0.742911645774827,"GSK3B","KEGG_2019_Mouse","turquoise"
"Hepatitis B","1/163",0.559734829149778,0.638989318232932,0,0,1.23070208255393,0.714166728910465,"MAP2K4","KEGG_2019_Mouse","turquoise"
"RNA transport","1/167",0.568546217907677,0.641867284945145,0,0,1.20080321285141,0.678060757672765,"EIF1","KEGG_2019_Mouse","turquoise"
"Ribosome","1/170",0.575039975380935,0.641867284945145,0,0,1.17930787161556,0.652529581961561,"RPS2","KEGG_2019_Mouse","turquoise"
"Hepatocellular carcinoma","1/171",0.577182984911913,0.641867284945145,0,0,1.17231134878194,0.644297547374328,"GSK3B","KEGG_2019_Mouse","turquoise"
"Necroptosis","1/176",0.587738595192884,0.648019476751129,0,0,1.13852813852814,0.60509696073503,"FTH1","KEGG_2019_Mouse","turquoise"
"Cellular senescence","1/185",0.606085393723219,0.662584879578773,0,0,1.08234519104084,0.541967458037162,"CALM1","KEGG_2019_Mouse","turquoise"
"Calcium signaling pathway","1/189",0.613977814396427,0.665572588715455,0,0,1.05910165484634,0.516626063848475,"CALM1","KEGG_2019_Mouse","turquoise"
"Alcoholism","1/199",0.633030530285215,0.67488378848589,0,0,1.00510152025304,0.459569228815331,"CALM1","KEGG_2019_Mouse","turquoise"
"Focal adhesion","1/199",0.633030530285215,0.67488378848589,0,0,1.00510152025304,0.459569228815331,"GSK3B","KEGG_2019_Mouse","turquoise"
"Viral carcinogenesis","1/229",0.684778279205045,0.718182097702852,0,0,0.871522239943293,0.330010762244593,"UBE3A","KEGG_2019_Mouse","turquoise"
"Epstein-Barr virus infection","1/229",0.684778279205045,0.718182097702852,0,0,0.871522239943293,0.330010762244593,"MAP2K4","KEGG_2019_Mouse","turquoise"
"Ras signaling pathway","1/233",0.691107962443606,0.718975218993752,0,0,0.85632183908046,0.316376004340495,"CALM1","KEGG_2019_Mouse","turquoise"
"Human immunodeficiency virus 1 infection","1/238",0.698843373301633,0.721206361247286,0,0,0.83804287601756,0.300294759320438,"CALM1","KEGG_2019_Mouse","turquoise"
"Human T-cell leukemia virus 1 infection","1/245",0.709351740244625,0.726241067393306,0,0,0.81371087928465,0.279431381953944,"MAP2K4","KEGG_2019_Mouse","turquoise"
"Pathways in cancer","2/535",0.751707086711428,0.763544993588774,0,0,0.741547650955316,0.211644034819821,"GSK3B;CALM1","KEGG_2019_Mouse","turquoise"
"MAPK signaling pathway","1/294",0.773409712864383,0.779451976246136,0,0,0.675940290274761,0.173680384477407,"MAP2K4","KEGG_2019_Mouse","turquoise"
"Olfactory transduction","1/1133",0.997108021558509,0.997108021558509,0,0,0.16746975050862,0.000485020581135414,"CALM1","KEGG_2019_Mouse","turquoise"
"Axon Development (GO:0061564)","8/99",3.46029718219594e-08,2.36546798053862e-05,0,0,18.9288103201147,325.18420834985,"APP;APLP2;APLP1;MAP1A;OLIG1;ANK3;MAPT;RTN4","GO_Biological_Process_2023","blue"
"Neuron Projection Development (GO:0031175)","10/192",4.30476429579366e-08,2.36546798053862e-05,0,0,12.037851037851,204.173490182899,"APP;PAK1;EPB41L3;OMG;DIP2A;OLIG1;APOE;MAP4;MAPT;FRYL","GO_Biological_Process_2023","blue"
"Axonogenesis (GO:0007409)","9/188",4.31033600116256e-07,0.000157901975509255,0,0,10.8962490023943,159.707191054781,"APP;NFASC;APLP2;FEZ1;APLP1;MAP1A;CNTN2;UNC5C;ANK3","GO_Biological_Process_2023","blue"
"Neuron Projection Morphogenesis (GO:0048812)","8/146",7.02415576788936e-07,0.00019298867972276,0,0,12.4524259609326,176.435193509656,"APP;PAK1;APLP2;APLP1;MAP1A;EPB41L3;DIP2A;ANK3","GO_Biological_Process_2023","blue"
"Regulation Of Epithelial Cell Migration (GO:0010632)","5/50",5.0074137460429e-06,0.00110062954138023,0,0,23.2222222222222,283.417724205815,"ENPP2;PTN;RTN4;SASH1;CLASP2","GO_Biological_Process_2023","blue"
"Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272)","3/8",6.66935346763398e-06,0.00122160324348829,0,0,123.061855670103,1466.64967410865,"APP;APOE;PTN","GO_Biological_Process_2023","blue"
"Memory (GO:0007613)","5/58",1.04922141105016e-05,0.00148865228368124,0,0,19.7090367428004,225.961683801616,"SYT11;MAP1A;MAPT;PTN;APOE","GO_Biological_Process_2023","blue"
"Nervous System Development (GO:0007399)","11/433",1.08364133479981e-05,0.00148865228368124,0,0,5.70472336120134,65.2198116774874,"DNM3;APP;ZEB2;NFASC;APLP2;FEZ1;APLP1;TMOD2;SOX8;PTN;SOX10","GO_Biological_Process_2023","blue"
"Receptor-Mediated Endocytosis (GO:0006898)","6/122",3.39975406001356e-05,0.00415147745772767,0,0,10.8862802641233,112.011358433364,"DNM3;CD81;MAGI2;AP2A1;APOE;LRP1B","GO_Biological_Process_2023","blue"
"Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)","5/77",4.19721730027379e-05,0.00459093463415439,0,0,14.4941520467836,146.079365130669,"APP;APLP2;APLP1;MAP1A;ANK3","GO_Biological_Process_2023","blue"
"Endocytosis (GO:0006897)","7/189",4.59511200870776e-05,0.00459093463415439,0,0,8.15467328370554,81.4483249573694,"DNM3;APP;MYO6;AP2A1;APOE;LRP1B;EPN2","GO_Biological_Process_2023","blue"
"Plasma Membrane Bounded Cell Projection Organization (GO:0120036)","6/132",5.29005031957627e-05,0.0048448044176786,0,0,10.0172239108409,98.6405826023265,"APP;PLEKHA1;APOE;MAP4;MAPT;FRYL","GO_Biological_Process_2023","blue"
"Peripheral Nervous System Development (GO:0007422)","3/20",0.00012997496316054,0.0109878834241103,0,0,36.1728320194057,323.680603886026,"NFASC;SOX8;SOX10","GO_Biological_Process_2023","blue"
"Cytoskeleton-Dependent Intracellular Transport (GO:0030705)","3/22",0.000174309995477304,0.0136833346449684,0,0,32.3619099294628,280.081821254999,"TUBA1A;KIF1B;HOOK3","GO_Biological_Process_2023","blue"
"Vesicle-Mediated Transport (GO:0016192)","9/411",0.000218985956225841,0.0149639333848536,0,0,4.79694931933738,40.4215076241033,"DNM3;APP;SYT11;MYO6;EXOC6B;AP2A1;KIF1B;HOOK3;EPN2","GO_Biological_Process_2023","blue"
"Regulation Of Supramolecular Fiber Organization (GO:1902903)","3/24",0.000227436407823654,0.0149639333848536,0,0,29.2768777614138,245.593184488819,"MAP1A;APOE;MAPT","GO_Biological_Process_2023","blue"
"Cytoskeleton Organization (GO:0007010)","5/111",0.000238128806757939,0.0149639333848536,0,0,9.82820258192652,81.9937341402188,"MAST4;DST;EPB41L3;APOE;SH3D19","GO_Biological_Process_2023","blue"
"Axo-Dendritic Transport (GO:0008088)","2/5",0.000245087170998512,0.0149639333848536,0,0,135.353741496599,1125.31701267514,"APP;MAPT","GO_Biological_Process_2023","blue"
"Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)","3/27",0.000325124352919345,0.0188058770451768,0,0,25.6134020618557,205.708988323138,"MAP1A;MAPT;CLASP2","GO_Biological_Process_2023","blue"
"Enteric Nervous System Development (GO:0048484)","2/6",0.000366432168048497,0.0201354476342649,0,0,101.510204081633,803.117990717184,"SOX8;SOX10","GO_Biological_Process_2023","blue"
"Protein Localization To Membrane (GO:0072657)","6/192",0.000408486020837331,0.021377435090487,0,0,6.76527110501029,52.7897680782237,"CD81;MAGI2;EPB41L3;ANK3;PTN;CLASP2","GO_Biological_Process_2023","blue"
"Regulation Of Anatomical Structure Morphogenesis (GO:0022603)","5/127",0.000443558354906044,0.0221577560018974,0,0,8.53235547886109,65.8755964241195,"PAK1;MAPT;SRCIN1;SH3D19;CLASP2","GO_Biological_Process_2023","blue"
"Regulation Of Long-Term Synaptic Potentiation (GO:1900271)","3/31",0.000492443679830411,0.0234055753372661,0,0,21.9499263622975,167.173502753114,"APP;PTN;APOE","GO_Biological_Process_2023","blue"
"Synapse Organization (GO:0050808)","5/131",0.000511131763507177,0.0234055753372661,0,0,8.25981620718463,62.6001818481135,"DNM3;APP;CNTN2;ANK3;MAPT","GO_Biological_Process_2023","blue"
"Central Nervous System Development (GO:0007417)","7/283",0.000550136225357108,0.0241839884666985,0,0,5.35172198846813,40.1665178763698,"APP;NFASC;APLP2;APLP1;SOX8;SOX10;RTN4","GO_Biological_Process_2023","blue"
"Microtubule Polymerization (GO:0046785)","3/34",0.000648483947959066,0.0274109176464236,0,0,19.8227469238444,145.516273766311,"MAP4;MAPT;CLASP2","GO_Biological_Process_2023","blue"
"Regulation Of Axon Extension (GO:0030516)","3/35",0.000706715904482267,0.0287659547787411,0,0,19.2023195876289,139.310558994682,"APOE;MAPT;RTN4","GO_Biological_Process_2023","blue"
"Neuron Projection Regeneration (GO:0031102)","2/9",0.000870867194754317,0.0331062441521295,0,0,57.997084548105,408.648679561366,"OMG;PTN","GO_Biological_Process_2023","blue"
"Positive Regulation Of Protein Localization (GO:1903829)","4/85",0.000873595159610332,0.0331062441521295,0,0,10.1949588477366,71.8020093375497,"SYT11;MAP1A;MAPT;RTN4","GO_Biological_Process_2023","blue"
"Axon Guidance (GO:0007411)","5/149",0.000915204772469534,0.0334037428508722,0,0,7.22076023391813,50.5190577299838,"NFASC;FEZ1;CNTN2;UNC5C;NCAM1","GO_Biological_Process_2023","blue"
"Neuron Development (GO:0048666)","5/150",0.000943057893910248,0.0334037428508722,0,0,7.17059891107078,49.9531375212897,"APP;APOE;MAP4;MAPT;FRYL","GO_Biological_Process_2023","blue"
"Axonal Transport (GO:0098930)","3/39",0.000972629455166433,0.0334037428508722,0,0,17.0652920962199,118.356459198027,"DST;KIF1B;MAPT","GO_Biological_Process_2023","blue"
"Regulation Of Microtubule Polymerization (GO:0031113)","3/40",0.00104769503107265,0.0340702064072123,0,0,16.6032320980775,113.917477373754,"PAK1;MAPT;TUBB4A","GO_Biological_Process_2023","blue"
"Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)","4/90",0.00108164904634046,0.0340702064072123,0,0,9.59980620155039,65.5596541713581,"APP;CADM4;CD81;ENPP2","GO_Biological_Process_2023","blue"
"Neuron Projection Maintenance (GO:1990535)","2/10",0.00108503842061186,0.0340702064072123,0,0,50.7448979591837,346.391771762865,"APP;MAP1A","GO_Biological_Process_2023","blue"
"Positive Regulation Of Developmental Process (GO:0051094)","6/233",0.00112309343634456,0.0342855468484077,0,0,5.53182116412035,37.5702950182789,"ENPP2;SOX8;APOE;PTN;RTN4;CLASP2","GO_Biological_Process_2023","blue"
"Learning (GO:0007612)","3/43",0.00129454713089392,0.0363286503705275,0,0,15.3556701030928,102.108977171279,"SYT11;MAP1A;PTN","GO_Biological_Process_2023","blue"
"Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)","2/11",0.0013218400851343,0.0363286503705275,0,0,45.1043083900227,298.984305122014,"AP2A1;APOE","GO_Biological_Process_2023","blue"
"Endoplasmic Reticulum Membrane Organization (GO:0090158)","2/11",0.0013218400851343,0.0363286503705275,0,0,45.1043083900227,298.984305122014,"REEP5;RTN4","GO_Biological_Process_2023","blue"
"Positive Regulation Of Epithelial Cell Migration (GO:0010634)","4/95",0.00132224387153876,0.0363286503705275,0,0,9.07005494505495,60.1201797011037,"ENPP2;RTN4;SASH1;CLASP2","GO_Biological_Process_2023","blue"
"Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)","4/96",0.00137449484440929,0.0368431666830684,0,0,8.97101449275362,59.1160161126674,"APP;PAK1;MAPT;APOE","GO_Biological_Process_2023","blue"
"Negative Regulation Of Gene Expression (GO:0010629)","7/336",0.00149442171896035,0.0391040349794625,0,0,4.47746511095859,29.1304594589406,"APP;SYT11;TRIM2;DIP2A;TMBIM6;APOE;MAPT","GO_Biological_Process_2023","blue"
"acetyl-CoA Biosynthetic Process (GO:0006085)","2/12",0.00158104510229119,0.0394901947140458,0,0,40.5918367346939,261.803918893847,"ACSS2;DIP2A","GO_Biological_Process_2023","blue"
"Astrocyte Activation (GO:0048143)","2/12",0.00158104510229119,0.0394901947140458,0,0,40.5918367346939,261.803918893847,"APP;MAPT","GO_Biological_Process_2023","blue"
"Myelination (GO:0042552)","3/48",0.00178184169429126,0.0426418422362845,0,0,13.6460481099656,86.3809554416349,"NFASC;EPB41L3;SOX10","GO_Biological_Process_2023","blue"
"Regulation Of Neuron Projection Development (GO:0010975)","5/174",0.00181998264481777,0.0426418422362845,0,0,6.14481469947057,38.7671954402574,"PAK1;MAGI2;APOE;PTN;SRCIN1","GO_Biological_Process_2023","blue"
"acyl-CoA Biosynthetic Process (GO:0071616)","2/13",0.00186242805035638,0.0426418422362845,0,0,36.899814471243,231.947593213754,"ACSS2;DIP2A","GO_Biological_Process_2023","blue"
"Response To Nerve Growth Factor (GO:1990089)","2/13",0.00186242805035638,0.0426418422362845,0,0,36.899814471243,231.947593213754,"MAGI2;MAPT","GO_Biological_Process_2023","blue"
"Protein Localization (GO:0008104)","7/351",0.00191484182133164,0.0429471665641526,0,0,4.27894473618405,26.7781507431704,"PEX5L;CD81;MYO6;AP2A1;ANK3;HOOK3;ACTB","GO_Biological_Process_2023","blue"
"Establishment Of Spindle Localization (GO:0051293)","2/14",0.00216576516004231,0.0449089794506887,0,0,33.8231292517007,207.504274169846,"MAP4;CLASP2","GO_Biological_Process_2023","blue"
"Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044)","2/14",0.00216576516004231,0.0449089794506887,0,0,33.8231292517007,207.504274169846,"APOE;SH3D19","GO_Biological_Process_2023","blue"
"Protein Localization To Vacuole (GO:0072665)","2/14",0.00216576516004231,0.0449089794506887,0,0,33.8231292517007,207.504274169846,"CD81;RTN4","GO_Biological_Process_2023","blue"
"Negative Regulation Of Cilium Assembly (GO:1902018)","2/14",0.00216576516004231,0.0449089794506887,0,0,33.8231292517007,207.504274169846,"EVI5L;MAP4","GO_Biological_Process_2023","blue"
"Astrocyte Development (GO:0014002)","2/15",0.00249083430520832,0.049771398207708,0,0,31.2197802197802,187.166877082159,"APP;MAPT","GO_Biological_Process_2023","blue"
"Retrograde Axonal Transport (GO:0008090)","2/15",0.00249083430520832,0.049771398207708,0,0,31.2197802197802,187.166877082159,"DST;MAP1A","GO_Biological_Process_2023","blue"
"acetyl-CoA Metabolic Process (GO:0006084)","2/16",0.00283741499181759,0.052852865695043,0,0,28.9883381924198,170.012598917729,"ACSS2;DIP2A","GO_Biological_Process_2023","blue"
"Neuron Projection Organization (GO:0106027)","2/16",0.00283741499181759,0.052852865695043,0,0,28.9883381924198,170.012598917729,"APP;MAP1A","GO_Biological_Process_2023","blue"
"Autonomic Nervous System Development (GO:0048483)","2/16",0.00283741499181759,0.052852865695043,0,0,28.9883381924198,170.012598917729,"SOX8;SOX10","GO_Biological_Process_2023","blue"
"Negative Regulation Of Amyloid-Beta Formation (GO:1902430)","2/16",0.00283741499181759,0.052852865695043,0,0,28.9883381924198,170.012598917729,"APOE;RTN4","GO_Biological_Process_2023","blue"
"ncRNA Metabolic Process (GO:0034660)","2/17",0.00320528834894988,0.057991922536673,0,0,27.0544217687075,155.372278725068,"DDX17;MAPT","GO_Biological_Process_2023","blue"
"Positive Regulation Of Protein Binding (GO:0032092)","3/59",0.00321884192423753,0.057991922536673,0,0,10.959499263623,62.8936470466217,"APP;APOE;ADD1","GO_Biological_Process_2023","blue"
"Positive Regulation Of Multicellular Organismal Process (GO:0051240)","7/387",0.00329899417725726,0.0584773322710601,0,0,3.8664402942841,22.0933720637719,"SCAMP5;APLP2;SOX8;APOE;PTN;ACTB;RTN4","GO_Biological_Process_2023","blue"
"Organic Substance Transport (GO:0071702)","5/201",0.00339533383738108,0.0592297124965365,0,0,5.29108485499463,30.081686162792,"SCAMP5;SLC48A1;ABCA2;SELENOK;LRP1B","GO_Biological_Process_2023","blue"
"Neuron Projection Guidance (GO:0097485)","4/124",0.00349019272351665,0.0598494938180927,0,0,6.86805555555556,38.8580732021198,"NFASC;FEZ1;CNTN2;UNC5C","GO_Biological_Process_2023","blue"
"Associative Learning (GO:0008306)","2/18",0.00359423711737408,0.0598494938180927,0,0,25.3622448979592,142.749455625051,"APP;MAP1A","GO_Biological_Process_2023","blue"
"Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)","2/18",0.00359423711737408,0.0598494938180927,0,0,25.3622448979592,142.749455625051,"APOE;RTN4","GO_Biological_Process_2023","blue"
"Oligodendrocyte Differentiation (GO:0048709)","2/19",0.00400404563880334,0.0637745819861575,0,0,23.8691476590636,131.768436654952,"SOX8;SOX10","GO_Biological_Process_2023","blue"
"Cellular Response To Catecholamine Stimulus (GO:0071870)","2/19",0.00400404563880334,0.0637745819861575,0,0,23.8691476590636,131.768436654952,"APLP1;PDE4B","GO_Biological_Process_2023","blue"
"Receptor Clustering (GO:0043113)","2/19",0.00400404563880334,0.0637745819861575,0,0,23.8691476590636,131.768436654952,"MAGI2;PTN","GO_Biological_Process_2023","blue"
"Regulation Of Endocytosis (GO:0030100)","3/66",0.00441815143673962,0.0686410610203115,0,0,9.73834069710358,52.8016133636953,"SCAMP5;SYT11;APOE","GO_Biological_Process_2023","blue"
"Microglial Cell Activation (GO:0001774)","2/20",0.00443449984753605,0.0686410610203115,0,0,22.5419501133787,122.139959975335,"APP;MAPT","GO_Biological_Process_2023","blue"
"Cellular Response To Metal Ion (GO:0071248)","4/135",0.00472233374393165,0.0715872079585339,0,0,6.28784987277354,33.674279209969,"SYT11;KCNA1;ANK3;ADD1","GO_Biological_Process_2023","blue"
"Protein Transport (GO:0015031)","6/313",0.00488038832019197,0.0715872079585339,0,0,4.07367107907686,21.6822385183976,"SCAMP5;MYO6;AP2A1;ANK3;APOE;LRP1B","GO_Biological_Process_2023","blue"
"Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043)","2/21",0.00488538725831669,0.0715872079585339,0,0,21.3544575725027,113.63788950908,"APOE;SH3D19","GO_Biological_Process_2023","blue"
"Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)","2/21",0.00488538725831669,0.0715872079585339,0,0,21.3544575725027,113.63788950908,"MAGI2;MAPT","GO_Biological_Process_2023","blue"
"Protein Localization To Plasma Membrane (GO:0072659)","4/137",0.00497399648407987,0.0719266070526812,0,0,6.19266917293233,32.8430168975533,"CD81;EPB41L3;ANK3;CLASP2","GO_Biological_Process_2023","blue"
"Supramolecular Fiber Organization (GO:0097435)","6/316",0.00510901851788735,0.0729196279371195,0,0,4.03363074811256,21.2844528379455,"APP;TMOD2;MYO6;MAP4;HOOK3;MAPT","GO_Biological_Process_2023","blue"
"Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947)","2/22",0.00535649695773258,0.0744580251803865,0,0,20.2857142857143,106.083028567318,"CADM4;EPN2","GO_Biological_Process_2023","blue"
"Negative Regulation Of Supramolecular Fiber Organization (GO:1902904)","3/71",0.00542005642805361,0.0744580251803865,0,0,9.02001212856277,47.0632577361771,"APOE;TUBB4A;CLASP2","GO_Biological_Process_2023","blue"
"Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)","3/71",0.00542005642805361,0.0744580251803865,0,0,9.02001212856277,47.0632577361771,"CADM4;EPN2;SULF2","GO_Biological_Process_2023","blue"
"Plasma Membrane Organization (GO:0007009)","3/72",0.00563543249072426,0.0756193501298341,0,0,8.88883908561183,46.0324654948436,"SYT11;EPB41L3;ANK3","GO_Biological_Process_2023","blue"
"Protein Localization To Cell Periphery (GO:1990778)","4/142",0.0056422081079585,0.0756193501298341,0,0,5.96678743961353,30.8929213296343,"CD81;EPB41L3;ANK3;CLASP2","GO_Biological_Process_2023","blue"
"Glial Cell Development (GO:0021782)","2/23",0.00584761959206228,0.0765063563294814,0,0,19.3187560738581,99.3316462237063,"APP;SOX10","GO_Biological_Process_2023","blue"
"Long-Chain Fatty Acid Transport (GO:0015909)","2/23",0.00584761959206228,0.0765063563294814,0,0,19.3187560738581,99.3316462237063,"ACSL3;APOE","GO_Biological_Process_2023","blue"
"Regulation Of Cell Migration (GO:0030334)","7/434",0.00612762815086775,0.0792266275035724,0,0,3.43257535695399,17.4887913320799,"TMEFF2;PAK1;APLP2;MAGI2;ENPP2;SRCIN1;SASH1","GO_Biological_Process_2023","blue"
"Regulation Of Stress Fiber Assembly (GO:0051492)","3/75",0.00631213688567951,0.0803223396491842,0,0,8.51718213058419,43.1419208970586,"TMEFF2;PAK1;CLASP2","GO_Biological_Process_2023","blue"
"Regulation Of Microtubule Depolymerization (GO:0031114)","2/24",0.00635854736076345,0.0803223396491842,0,0,18.4397031539889,93.2671948534304,"MAP1A;CLASP2","GO_Biological_Process_2023","blue"
"Actomyosin Structure Organization (GO:0031032)","3/77",0.0067890554235684,0.0847860444375189,0,0,8.28615213151296,41.3681460172482,"TMOD2;EPB41L3;CDC42BPA","GO_Biological_Process_2023","blue"
"Negative Regulation Of Stress Fiber Assembly (GO:0051497)","2/25",0.00688907400282997,0.085068453136069,0,0,17.6370896184561,87.7942327571282,"TMEFF2;CLASP2","GO_Biological_Process_2023","blue"
"Negative Regulation Of Cellular Component Organization (GO:0051129)","3/79",0.0072868662544486,0.0888636442684553,0,0,8.06728160607705,39.7045922046513,"SCAMP5;TMEFF2;SYT11","GO_Biological_Process_2023","blue"
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)","2/26",0.0074389947886241,0.0888636442684553,0,0,16.9013605442177,82.8338984204336,"DAAM1;MAGI2","GO_Biological_Process_2023","blue"
